,code,stock_name
2011,US.SHOS,"Sears Hometown & Outlet Stores, Inc."
2012,US.SHPG,夏尔制药公司
2013,US.SHSP,"SharpSpring, Inc."
2014,US.SIEB,Siebert Financial Corp.
2015,US.SIEN,Sientra
2016,US.SIFI,"SI Financial Group, Inc."
2017,US.SIFY,Sify Technologies Ltd.
2018,US.SIGI,"Selective Insurance Group, Inc."
2019,US.SIGM,西格玛设计
2020,US.SILC,矽晶电信
2021,US.SIMO,慧荣科技
2022,US.SINA,新浪
2023,US.SINO,中环球船务
2024,US.SIR,Select Income REIT
2025,US.SIRI,"Sirius XM Holdings, Inc."
2026,US.SITO,SITO Mobile Ltd.
2027,US.SIVB,硅谷银行
2028,US.SKIS,Peak Resorts
2029,US.SKLN,"Skyline Medical, Inc."
2030,US.SKYS,天华阳光
2031,US.SKYW,西空航空
2032,US.SLAB,芯科实验室
2033,US.SLCT,"Select Bancorp, Inc."
2034,US.SLGN,西尔格控股公司
2035,US.SLM,学贷美
2036,US.SLP,"Simulations Plus, Inc."
2037,US.SMBC,"Southern Missouri Bancorp, Inc."
2038,US.SMBK,"SmartFinancial, Inc."
2039,US.SMCI,超微电脑
2040,US.SMED,Sharps Compliance Corp.
2041,US.SMIT,"Schmitt Industries, Inc."
2042,US.SMMF,"Summit Financial Group, Inc. (West Virginia)"
2043,US.SMMT,Summit Therapeutics Plc
2044,US.SMRT,"Stein Mart, Inc."
2045,US.SMSI,"Smith Micro Software, Inc."
2046,US.SMTC,先科电子
2047,US.SMTX,SMTC Corp.
2048,US.SNBC,"Sun Bancorp, Inc. (New Jersey)"
2049,US.SNCR,"Synchronoss Technologies, Inc."
2050,US.SND,"Smart Sand, Inc."
2051,US.SNDE,Sundance Energy Australia Limited American Depositary Shares
2052,US.SNDX,"Syndax Pharmaceuticals, Inc."
2053,US.SNES,SenesTech
2054,US.SNFCA,Security National Financial Corp.
2055,US.SNGX,"Soligenix, Inc."
2056,US.SNH,Senior Housing Properties Trust
2057,US.SNHY,Sun Hydraulics Corp.
2058,US.SNI,史奎普斯
2059,US.SNMX,塞诺米克斯
2060,US.SNOA,"Sonoma Pharmaceuticals, Inc."
2061,US.SNPS,新思科技
2062,US.SNSS,"Sunesis Pharmaceuticals, Inc."
2063,US.SODA,SodaStream International Ltd.
2064,US.SOFO,"Sonic Foundry, Inc."
2065,US.SOHO,"Sotherly Hotels, Inc."
2066,US.SOHU,搜狐
2067,US.SONA,"Southern National Bancorp of Virginia, Inc."
2068,US.SONC,Sonic Corp.
2069,US.SONS,圣思网络
2070,US.SORL,瑞立集团
2071,US.SP,SP Plus Corp.
2072,US.SPAR,"Spartan Motors, Inc."
2073,US.SPCB,SuperCom Ltd.
2074,US.SPEX,"Spherix, Inc."
2075,US.SPHS,"Sophiris Bio, Inc."
2076,US.SPI,阳光动力
2077,US.SPIL,矽品
2078,US.SPKE,Spark Energy
2079,US.SPLK,"Splunk, Inc."
2080,US.SPNE,SeaSpine Holdings Corp.
2081,US.SPNS,Sapiens International Corp. NV
2082,US.SPOK,"Spok Holdings, Inc."
2083,US.SPPI,"Spectrum Pharmaceuticals, Inc."
2084,US.SPRT,"Support.com, Inc."
2085,US.SPSC,"SPS Commerce, Inc."
2086,US.SPTN,SpartanNash Co.
2087,US.SPU,天人果汁
2088,US.SPWH,Sportsmans Warehouse Holdings
2089,US.SPWR,SunPower
2090,US.SQBG,"Sequential Brands Group, Inc."
2091,US.SRAX,"Social Reality, Inc. Class A"
2092,US.SRCE,1st Source Corp.
2093,US.SRCL,消毒循环
2094,US.SRDX,"SurModics, Inc."
2095,US.SREV,"ServiceSource International, Inc."
2096,US.SRNE,"Sorrento Therapeutics, Inc."
2097,US.SRPT,"Sarepta Therapeutics, Inc."
2098,US.SRTS,"Sensus Healthcare, Inc."
2099,US.SSB,South State Corp.
2100,US.SSBI,Summit State Bank (California)
2101,US.SSFN,Stewardship Financial Corp.
2102,US.SSH,Sunshine Heart Inc
2103,US.SSKN,Strata Skin Sciences Inc
2104,US.SSNC,"SS&C Technologies Holdings, Inc."
2105,US.SSRI,Silver Standard Resources Inc
2106,US.SSYS,Stratasys
2107,US.STAA,STAAR Surgical Co.
2108,US.STAF,"Staffing 360 Solutions, Inc."
2109,US.STB,"Student Transportation, Inc."
2110,US.STBA,"S&T Bancorp, Inc."
2111,US.STBZ,State Bank Financial Corp.
2112,US.STDY,STEADYMED LTD.
2113,US.STFC,State Auto Financial Corp.
2114,US.STKL,"SunOpta, Inc."
2115,US.STKS,"The ONE Group Hospitality, Inc."
2116,US.STLD,"Steel Dynamics, Inc."
2117,US.STLR,Stellar Acquisition III Inc.
2118,US.STLY,"HG Holdings, Inc."
2119,US.STML,"Stemline Therapeutics, Inc."
2120,US.STMP,"Stamps.com, Inc."
2121,US.STRA,"Strayer Education, Inc."
2122,US.STRL,"Sterling Construction Co., Inc."
2123,US.STRM,"Streamline Health Solutions, Inc."
2124,US.STRS,"Stratus Properties, Inc."
2125,US.STRT,STRATTEC Security Corp.
2126,US.STX,希捷科技
2127,US.SUMR,"Summer Infant, Inc."
2128,US.SUNW,"Sunworks, Inc."
2129,US.SUPN,"Supernus Pharmaceuticals, Inc."
2130,US.SVA,科兴生物
2131,US.SVBI,"Severn Bancorp, Inc."
2132,US.SWHC,史密斯威森 (已退市)
2133,US.SWIR,"Sierra Wireless, Inc."
2134,US.SWKS,思佳讯
2135,US.SYBT,"Stock Yards Bancorp, Inc."
2136,US.SYKE,赛科斯企业
2137,US.SYMC,赛门铁克
2138,US.SYMX,美国综合能源系统公司
2139,US.SYNA,"Synaptics, Inc."
2140,US.SYNC,"Synacor, Inc."
2141,US.SYNL,Synalloy Corp.
2142,US.SYNT,Syntel
2143,US.SYPR,"Sypris Solutions, Inc."
2144,US.SYRS,"SYROS PHARMACEUTICALS, INC."
2145,US.SYRX,Sysorex Global Holding Corp.
2146,US.TA,TravelCenters of America LLC
2147,US.TACO,"Del Taco Restaurants, Inc."
2148,US.TACT,"TransAct Technologies, Inc."
2149,US.TAIT,"Taitron Components, Inc."
2150,US.TANH,碳博士控股
2151,US.TASR,TASER International
2152,US.TAST,"Carrols Restaurant Group, Inc."
2153,US.TATT,TAT Technologies Ltd.
2154,US.TAX,"Liberty Tax, Inc."
2155,US.TAYD,"Taylor Devices, Inc."
2156,US.TBBK,"The Bancorp, Inc. (Delaware)"
2157,US.TBIO,TRANSGENOMIC INC
2158,US.TBK,Triumph Bancorp
2159,US.TBNK,"Territorial Bancorp, Inc."
2160,US.TBPH,"Theravance Biopharma, Inc."
2161,US.TCBI,"Texas Capital Bancshares, Inc."
2162,US.TCBK,TriCo Bancshares
2163,US.TCCO,Technical Communications Corp.
2164,US.TCFC,The Community Financial Corp. (Maryland)
2165,US.TCMD,TACTILE SYSTEMS TECHNOLOGY INC
2166,US.TCON,TRACON PHARMACEUTICALS  INC.
2167,US.TCX,"Tucows, Inc."
2168,US.TEAM,ATLASSIAN CORP PLC
2169,US.TEAR,Tearlab Corp.
2170,US.TECD,美国技术数据公司
2171,US.TECH,Bio-Techne Corp.
2172,US.TEDU,达内科技
2173,US.TENX,"Tenax Therapeutics, Inc."
2174,US.TERP,TerraForm Power
2175,US.TESO,特斯科公司
2176,US.TESS,特斯科技术
2177,US.TFSL,TFS Financial Corp.
2178,US.TGA,TransGlobe Energy Corp.
2179,US.TGEN,"Tecogen, Inc."
2180,US.TGLS,"Tecnoglass, Inc."
2181,US.TGTX,"TG Therapeutics, Inc."
2182,US.THFF,First Financial Corp. (Indiana)
2183,US.THLD,海槛制药
2184,US.THRM,"Gentherm, Inc."
2185,US.THST,"Truett-Hurst, Inc."
2186,US.TIG,TiGenix NV
2187,US.TIL,Till Capital Ltd.
2188,US.TILE,"Interface, Inc."
2189,US.TINY,Harris & Harris Group
2190,US.TIPT,Tiptree Inc. Class A
2191,US.TISA,Top Image Systems Ltd.
2192,US.TITN,"Titan Machinery, Inc."
2193,US.TIVO,TiVo Inc
2194,US.TKAI,Tokai Pharmaceuticals
2195,US.TLF,"Tandy Leather Factory, Inc."
2196,US.TLGT,"Teligent, Inc."
2197,US.TLND,Talend SA
2198,US.TMUS,T-Mobile US Inc
2199,US.TNAV,"TeleNav, Inc."
2200,US.TNDM,"Tandem Diabetes Care, Inc."
2201,US.TNGO,Tangoe
2202,US.TNXP,Tonix Pharmaceuticals Holding Corp.
2203,US.TOPS,"Top Ships, Inc."
2204,US.TORM,"TOR Minerals International, Inc."
2205,US.TOUR,途牛
2206,US.TOWN,TowneBank
2207,US.TPIC,TPI Composites
2208,US.TPIV,"TapImmune, Inc."
2209,US.TRCB,Two River Bancorp
2210,US.TRCH,"Torchlight Energy Resources, Inc."
2211,US.TREE,"LendingTree, Inc."
2212,US.TRHC,"Tabula Rasa Healthcare, Inc."
2213,US.TRIB,Trinity Biotech Plc
2214,US.TRIL,"Trillium Therapeutics, Inc."
2215,US.TRIP,旅行顾问
2216,US.TRMB,天宝导航公司
2217,US.TRMK,Trustmark Corp.
2218,US.TRNC,tronc Inc
2219,US.TRNS,"Transcat, Inc."
2220,US.TROV,"TrovaGene, Inc."
2221,US.TROW,罗派斯
2222,US.TRS,瑞奇包装系统
2223,US.TRST,TrustCo Bank Corp. NY
2224,US.TRUE,TrueCar
2225,US.TRUP,"Trupanion, Inc."
2226,US.TRVG,travel B.V. (trivago N.V.)
2227,US.TRVN,"Trevena, Inc."
2228,US.TSBK,"Timberland Bancorp, Inc. (Washington)"
2229,US.TSC,"TriState Capital Holdings, Inc."
2230,US.TSCO,拖拉机供应公司
2231,US.TSEM,Tower Semiconductor Ltd.
2232,US.TSLA,特斯拉
2233,US.TSRI,TSR软件
2234,US.TSRO,"TESARO, Inc."
2235,US.TST,"TheStreet, Inc."
2236,US.TTD,The Trade Desk
2237,US.TTEC,"TTEC Holdings, Inc."
2238,US.TTEK,"Tetra Tech, Inc."
2239,US.TTGT,"TechTarget, Inc."
2240,US.TTMI,TTM科技
2241,US.TTNP,"Titan Pharmaceuticals, Inc."
2242,US.TTOO,T2 Biosystems
2243,US.TTPH,"Tetraphase Pharmaceuticals, Inc."
2244,US.TTS,"Tile Shop Holdings, Inc."
2245,US.TTWO,"Take-Two Interactive Software, Inc."
2246,US.TUES,Tuesday Morning Corp.
2247,US.TUSK,Mammoth Energy Services
2248,US.TVIA,"TerraVia Holdings, Inc."
2249,US.TWIN,"Twin Disc, Inc."
2250,US.TWMC,Trans World Entertainment Corp.
2251,US.TWNK,"Hostess Brands, Inc. Class A"
2252,US.TWOU,"2U, Inc."
2253,US.TXN,德州仪器
2254,US.TXRH,德州公路酒吧
2255,US.TYHT,"Shineco, Inc."
2256,US.TYPE,蒙泰图像
2257,US.TZOO,Travelzoo Inc.
2258,US.UBCP,联合合众银行
2259,US.UBFO,United Security Bancshares (California)
2260,US.UBNK,"United Financial Bancorp, Inc."
2261,US.UBNT,厄比奎蒂
2262,US.UBOH,联合货币中心银行
2263,US.UBSH,Union First Market Bankshares Co
2264,US.UBSI,联合银行
2265,US.UCBA,United Community Bancorp (Indiana)
2266,US.UCBI,"United Community Banks, Inc."
2267,US.UCFC,United Community Financial Corp.
2268,US.UCTT,超科林半导体
2269,US.UEIC,"Universal Electronics, Inc."
2270,US.UEPS,"Net 1 U.E.P.S. Technologies, Inc."
2271,US.UFCS,"United Fire Group, Inc."
2272,US.UFPI,"Universal Forest Products, Inc."
2273,US.UFPT,"UFP Technologies, Inc."
2274,US.UG,"United-Guardian, Inc."
2275,US.UHAL,AMERCO
2276,US.UIHC,United Insurance Holdings Corp.
2277,US.ULBI,Ultralife Corp.
2278,US.ULH,"Universal Logistics Holdings, Inc."
2279,US.ULTA,Ulta美容产品公司
2280,US.ULTI,"The Ultimate Software Group, Inc."
2281,US.UMBF,UMB金融
2282,US.UMPQ,Umpqua Holdings Corp.
2283,US.UNAM,Unico American Corp.
2284,US.UNB,联合银行
2285,US.UNFI,"United Natural Foods, Inc."
2286,US.UNIS,Unilife Corporation
2287,US.UNTY,联合银行
2288,US.UNXL,Uni-Pixel
2289,US.UPLD,Upland Software
2290,US.URBN,都市服饰
2291,US.URRE,Uranium Resources
2292,US.USAK,"USA Truck, Inc."
2293,US.USAP,通用不锈钢和合金制品公司
2294,US.USAT,全美科技
2295,US.USCR,"U.S. Concrete, Inc."
2296,US.USEG,美国能源
2297,US.USLM,"United States Lime & Minerals, Inc."
2298,US.UTEK,超科技半导体
2299,US.UTHR,美国联合医疗公司
2300,US.UTMD,犹他医疗产品
2301,US.UTSI,UT斯达康
2302,US.UVSP,宾夕法尼亚裕益银行
2303,US.VALU,"Value Line, Inc."
2304,US.VASC,Vascular Solutions
2305,US.VBFC,农村金融信托银行
2306,US.VBIV,"VBI Vaccines, Inc."
2307,US.VBLT,Vascular Biogenics Ltd.
2308,US.VBTX,Veritex Holdings
2309,US.VCEL,Vericel Corp.
2310,US.VCYT,"Veracyte, Inc."
2311,US.VDSI,"VASCO Data Security International, Inc."
2312,US.VDTH,Videocon d2h Ltd.
2313,US.VECO,"Veeco Instruments, Inc."
2314,US.VIA,维亚康姆
2315,US.VIAB,维亚康姆
2316,US.VIAV,"Viavi Solutions, Inc."
2317,US.VICL,"Vical, Inc."
2318,US.VICR,Vicor Corp.
2319,US.VIP,VimpelCom Ltd ADS
2320,US.VIRC,Virco Manufacturing Corp.
2321,US.VIRT,"VIRTU FINANCIAL, INC."
2322,US.VIVE,Viveve Medical
2323,US.VIVO,"Meridian Bioscience, Inc."
2324,US.VKTX,Viking Therapeutics
2325,US.VLGEA,"Village Super Market, Inc."
2326,US.VNDA,"Vanda Pharmaceuticals, Inc."
2327,US.VNET,世纪互联
2328,US.VNOM,Viper Energy
2329,US.VNR,Vanguard Natural Resources LLC
2330,US.VOD,沃达丰
2331,US.VOXX,奥迪富斯
2332,US.VRA,"Vera Bradley, Inc."
2333,US.VRAY,VIEWRAY INC
2334,US.VRML,"Vermillion, Inc."
2335,US.VRNS,"Varonis Systems, Inc."
2336,US.VRNT,"Verint Systems, Inc."
2337,US.VRSK,"Verisk Analytics, Inc."
2338,US.VRSN,威瑞信
2339,US.VRTS,"Virtus Investment Partners, Inc."
2340,US.VRTU,Virtusa Corp.
2341,US.VRTX,福泰制药
2342,US.VSAR,"Versartis, Inc."
2343,US.VSAT,卫讯公司
2344,US.VSEC,VSE技术服务
2345,US.VSTM,"Verastem, Inc."
2346,US.VTGN,"VistaGen Therapeutics, Inc."
2347,US.VTL,"Vital Therapies, Inc."
2348,US.VTNR,"Vertex Energy, Inc."
2349,US.VTVT,VTV THERAPEUTICS INC.
2350,US.VUZI,Vuzix Corp.
2351,US.VVUS,"VIVUS, Inc."
2352,US.VYGR,VOYAGER THERAPEUTICS
2353,US.WABC,Westamerica Bancorporation
2354,US.WAFD,"Washington Federal, Inc."
2355,US.WASH,"Washington Trust Bancorp, Inc."
2356,US.WATT,Energous Corp.
2357,US.WAYN,"Wayne Savings Bancshares, Inc."
2358,US.WB,微博
2359,US.WBA,"Walgreens Boots Alliance, Inc."
2360,US.WBB,"Westbury Bancorp, Inc."
2361,US.WBKC,Wolverine Bancorp
2362,US.WCFB,"WCF Bancorp, Inc."
2363,US.WCST,"Wecast Network, Inc."
2364,US.WDC,西部数据
2365,US.WDFC,WD-40 Co.
2366,US.WEB,"Web.com Group, Inc."
2367,US.WEBK,"Wellesley Bancorp, Inc."
2368,US.WEN,温迪
2369,US.WERN,沃纳企业公司
2370,US.WETF,"WisdomTree Investments, Inc."
2371,US.WEYS,"Weyco Group, Inc."
2372,US.WFBI,"WashingtonFirst Bankshares, Inc."
2373,US.WGBS,"WaferGen Bio-systems, Inc."
2374,US.WHLM,"Wilhelmina International, Inc."
2375,US.WHLR,"Wheeler Real Estate Investment Trust, Inc."
2376,US.WIFI,"Boingo Wireless, Inc."
2377,US.WILC,G. Willi Food International Ltd.
2378,US.WILN,Wi-Lan Inc
2379,US.WIN,气流通讯公司
2380,US.WINA,威玛克工贸有限公司
2381,US.WING,WINGSTOP INC.
2382,US.WINS,稳盛金融
2383,US.WINT,Windtree Therapeutics Inc
2384,US.WIRE,Encore Wire Corp. (Delaware)
2385,US.WIX,Wix.com Ltd.
2386,US.WKHS,"Workhorse Group, Inc."
2387,US.WLB,Westmoreland Coal Co.
2388,US.WLDN,"Willdan Group, Inc."
2389,US.WLFC,Willis Lease Finance Corp.
2390,US.WLTW,Willis Group Holdings
2391,US.WMGI,Wright Medical Group NV
2392,US.WMIH,WMIH Corp.
2393,US.WNEB,"Western New England Bancorp, Inc."
2394,US.WPCS,"WPCS International, Inc."
2395,US.WPPGY,WPP plc
2396,US.WPRT,"Westport Fuel Systems, Inc."
2397,US.WRLD,World Acceptance Corp.
2398,US.WSBC,"WesBanco, Inc."
2399,US.WSBF,"Waterstone Financial, Inc."
2400,US.WSCI,"WSI Industries, Inc."
2401,US.WSFS,WSFS Financial Corp.
2402,US.WSTG,"Wayside Technology Group, Inc."
2403,US.WSTL,"Westell Technologies, Inc."
2404,US.WTBA,"West Bancorp, Inc."
2405,US.WTFC,Wintrust Financial Corp.
2406,US.WVE,WAVE LIFE SCIENCES P
2407,US.WVFC,WVS Financial Corp.
2408,US.WVVI,"Willamette Valley Vineyards, Inc."
2409,US.WWD,"Woodward, Inc."
2410,US.WYIG,JM Global Holding Co.
2411,US.WYNN,永利度假村
2412,US.XBIO,"Xenetic Biosciences, Inc."
2413,US.XBIT,Xbiotech
2414,US.XBKS,"Xenith Bankshares, Inc."
2415,US.XCRA,Xcerra Corp.
2416,US.XELB,"XCel Brands, Inc."
2417,US.XENE,Xenon Pharmaceuticals
2418,US.XENT,Intersect ENT
2419,US.XGTI,"xG Technology, Inc."
2420,US.XLNX,赛灵思
2421,US.XLRN,"Acceleron Pharma, Inc."
2422,US.XNCR,"Xencor, Inc."
2423,US.XNET,迅雷
2424,US.XOG,Extraction Oil & Gas
2425,US.XOMA,标记临床研究
2426,US.XONE,The ExOne Co.
2427,US.XPER,Tessera Holding Corporation
2428,US.XPLR,Xplore Technologies Corp.
2429,US.XRAY,登士柏国际
2430,US.XTLB,XTL Biopharmaceuticals Ltd.
2431,US.YECO,YULONG ECO-MATERIALS LTD
2432,US.YHOO,雅虎
2433,US.YIN,银科控股
2434,US.YNDX,Yandex
2435,US.YORW,York Water Co.
2436,US.YRCW,耶路全球
2437,US.YTRA,Yatra Online Inc
2438,US.YY,欢聚时代
2439,US.Z,"Zillow Group, Inc."
2440,US.ZAGG,"Zagg, Inc."
2441,US.ZAIS,"ZAIS Group Holdings, Inc."
2442,US.ZBRA,美国斑马技术有限公司
2443,US.ZEUS,"Olympic Steel, Inc."
2444,US.ZFGN,Zafgen
2445,US.ZG,"Zillow Group, Inc."
2446,US.ZGNX,"Zogenix, Inc."
2447,US.ZION,锡安银行
2448,US.ZIOP,"ZIOPHARM Oncology, Inc."
2449,US.ZIXI,Zix Corp.
2450,US.ZN,锡安石油和天然气
2451,US.ZNGA,Zynga
2452,US.ZSAN,Zosano Pharma Corp.
2453,US.ZUMZ,"Zumiez, Inc."
2454,US.ZYNE,"ZYNERBA PHARMACEUTICALS, INC."
