,code,name,arturnover,arturndays,inventory_turnover,inventory_days,currentasset_turnover,currentasset_days
60,601008,连云港,6.928999999999999,38.9667,58.0563,4.6507,1.4708,183.5736
61,000018,神州长城,1.8841,143.3045,57.3031,4.7118,1.5685,172.139
62,002492,恒基达鑫,2.1303,126.7427,56.7381,4.7587,0.3275,824.4275
63,002315,焦点科技,22.9945,11.7419,55.7036,4.8471,0.1934,1396.0703
64,002267,陕天然气,10.2013,26.4672,54.003,4.9997,2.5247,106.9434
65,000416,民生控股,5.6028,48.1902,53.9762,5.0022,0.1402,1925.8203
66,600705,中航资本,9.4663,28.5222,53.2126,5.074,0.0353,7648.7252
67,000430,张家界,244.6696,1.1035,52.5922,5.1338,3.7939,71.1669
68,600515,海航基础,13.0381,20.7085,49.9446,5.406000000000001,0.8388,321.8884
69,000516,国际医学,66.2818,4.0735,48.9082,5.5205,1.3751,196.3494
70,600874,创业环保,0.7743,348.7021,47.0231,5.7419,0.4549,593.5369999999999
71,600814,杭州解百,126.0625,2.1418,46.8339,5.7651,1.5442,174.8478
72,603300,华铁科技,0.8183,329.9523,44.5033,6.067,0.4229,638.4488
73,600547,山东黄金,493.2344,0.5474,44.4852,6.0694,18.0614,14.949000000000002
74,300494,盛天网络,2.9019,93.0425,44.4083,6.0799,0.6069,444.8838
75,000096,广聚能源,220.6015,1.2239,43.6433,6.1865,0.6937,389.2172
76,601111,中国国航,26.2778,10.2748,42.4912,6.3543,3.9686,68.0341
77,300226,上海钢联,11280.2339,0.0239,41.8655,6.4492,8.883,30.3951
78,600780,通宝能源,12.8706,20.978,41.3016,6.5373,2.3798,113.4549
79,600774,汉商集团,167.864,1.6084,40.7517,6.6255,4.3676,61.8188
80,000900,现代投资,16.4714,16.392,39.7438,6.7935,1.2235,220.6784
81,002711,欧浦智网,13.5922,19.8643,39.5742,6.8226,0.8477,318.5089
82,600029,南方航空,29.171999999999997,9.2555,39.486999999999995,6.8377,3.8916,69.3802
83,601619,嘉泽新能,2.3731,113.7752,38.8058,6.9577,0.318,849.0566
84,002561,徐家汇,81.564,3.3103,38.3766,7.0355,1.1863,227.5984
85,300364,中文在线,1.8934,142.6006,38.3369,7.0428,0.9047,298.4415
86,000022,深赤湾A,6.0823,44.3911,37.944,7.1157,1.8586,145.2706
87,601228,广州港,8.1914,32.9614,37.7712,7.1483,2.3245,116.154
88,601828,美凯龙,8.9051,30.3197,37.4221,7.215,0.9213,293.0641
89,600004,白云机场,5.6286,47.9693,37.3823,7.2227,1.225,220.4082
90,300359,全通教育,2.7739999999999996,97.3324,37.3575,7.2275,0.7261,371.8496
91,600588,用友网络,1.5165,178.0415,37.1133,7.275,0.4303,627.4692
92,600917,重庆燃气,18.3712,14.6969,37.0074,7.2958,1.469,183.7985
93,603828,柯利达,0.8017,336.7843,36.728,7.3513,0.6276,430.2103
94,600830,香溢融通,17.1981,15.6994,36.3844,7.4208,0.7855,343.7301
95,600642,申能股份,16.0371,16.836,35.799,7.5421,2.4452,110.4204
96,300295,三六五网,10.9751,24.6011,35.001,7.7141,0.4587,588.62
97,300036,超图软件,1.4354,188.1009,34.9812,7.7184,0.5325,507.0423
98,300017,网宿科技,4.5459,59.3942,34.1849,7.8982,1.0161,265.7219
99,600804,鹏博士,21.146,12.7684,33.619,8.0312,1.6552,163.1223
100,002040,南京港,8.3952,32.1612,33.5732,8.0421,1.4154,190.7588
101,600050,中国联通,11.1688,24.1745,32.9356,8.1978,3.4454,78.3654
102,002320,海峡股份,17.3303,15.5796,32.5892,8.285,0.8874,304.2596
103,600121,郑州煤电,8.0686,33.4631,31.8703,8.4718,2.4648,109.5424
104,600007,中国国贸,11.5051,23.4679,31.8643,8.4734,1.6735,161.3385
105,000669,金鸿控股,4.3024,62.7557,31.2706,8.6343,0.6834,395.0834
106,601018,宁波港,6.7806,39.8195,30.9915,8.7121,1.5022,179.7364
107,603003,龙宇燃油,14.811,18.2297,29.8849,9.0347,3.9822,67.8017
108,300231,银信科技,1.9992,135.054,29.8288,9.0517,0.9676,279.0409
109,600505,西昌电力,13.5453,19.9331,29.7388,9.079,2.6910000000000003,100.3344
110,603167,渤海轮渡,48.8275,5.5297,29.6843,9.0957,3.0927,87.3024
111,600969,郴电国际,8.3896,32.1827,28.9367,9.3307,0.6696,403.2258
112,603123,翠微股份,105.551,2.5580000000000003,28.8368,9.363,2.2876,118.0276
113,000554,泰山石油,74.2231,3.6377,27.7364,9.7345,14.4682,18.6616
114,000543,皖能电力,8.451,31.9489,27.1806,9.9336,2.9130000000000003,92.68799999999999
115,002586,围海股份,1.4964,180.433,26.5883,10.1548,0.6266,430.8969
116,600561,江西长运,11.1255,24.2686,26.4892,10.1928,1.393,193.8263
117,600880,博瑞传播,2.5639,105.3083,26.3644,10.2411,0.5783,466.8857
118,000819,岳阳兴长,525.0833,0.5142,26.2161,10.299000000000001,2.4378,110.7556
119,600859,王府井,167.8232,1.6088,26.1331,10.3317,1.787,151.0912
120,000715,中兴商业,10692.7965,0.0253,26.0177,10.3776,2.2751,118.6761
121,600711,盛屯矿业,9.0501,29.8339,26.0059,10.3823,1.5836,170.4976
122,000875,吉电股份,4.0988,65.8729,25.8639,10.4393,1.4383,187.7216
123,601333,广深铁路,4.5861,58.8736,25.7081,10.5025,2.28,118.4211
124,600115,东方航空,18.4049,14.67,25.3659,10.6442,4.0412,66.8118
125,600821,津劝业,345.5336,0.7814,24.7978,10.8881,1.1839,228.0598
126,000520,长航凤凰,3.3694,80.133,24.6765,10.9416,1.5055,179.3424
127,300413,快乐购,79.4498,3.3984,24.5697,10.9891,1.2864,209.8881
128,002148,北纬科技,2.1202,127.3465,24.0308,11.2356,0.2596,1040.0616
129,002027,分众传媒,12.9967,20.7745,23.805999999999997,11.3417,2.1156,127.6234
130,600317,营口港,8.7002,31.0338,23.7778,11.3551,0.8317,324.6363
131,600717,天津港,7.7513,34.8329,23.6327,11.4248,1.2197,221.3659
132,002082,万邦德,53.2743,5.0681,23.1032,11.6867,7.8279,34.492
133,600695,绿庭投资,4.0108,67.3182,22.8715,11.8051,0.9018,299.4012
134,000665,湖北广电,22.2738,12.1219,22.8435,11.8196,1.5534,173.8123
135,600633,浙数文化,6.2832,42.9717,22.671,11.9095,1.0390000000000001,259.8653
136,600017,日照港,4.9977,54.0249,22.535,11.9814,1.1694,230.8876
137,300399,京天利,6.0128,44.9042,22.5244,11.987,0.3104,869.8454
138,002302,西部建设,1.2781,211.2511,22.4254,12.0399,0.8157,331.004
139,600021,上海电力,4.6959,57.497,21.9694,12.2898,1.4428,187.1361
140,603199,九华旅游,28.0018,9.6422,21.9089,12.3238,2.9713,90.8693
141,300113,顺网科技,4.5922,58.7953,21.6092,12.4947,0.9362,288.3999
142,601919,中远海控,10.9735,24.6047,21.5259,12.543,0.8613,313.4796
143,603128,华贸物流,4.6875,57.6,21.444000000000003,12.5909,2.1385,126.2567
144,600654,ST中安,0.9540000000000001,283.0189,21.4121,12.6097,0.3337,809.11
145,000156,华数传媒,4.1129,65.6471,21.2983,12.6771,0.4451,606.6053
146,600689,上海三毛,19.3105,13.982000000000001,21.1386,12.7728,2.1439,125.9387
147,000607,华媒控股,2.2697,118.9585,20.9443,12.8913,0.7607,354.9362
148,600093,易见股份,13.3066,20.2907,20.8597,12.9436,0.39799999999999996,678.3919999999999
149,002555,三七互娱,10.7685,25.0731,20.3546,13.2648,2.1065,128.1747
150,002187,广百股份,76.9071,3.5107,20.3489,13.2685,2.0119,134.2015
151,601866,中远海发,10.8818,24.8121,20.2696,13.3204,1.722,156.7944
152,600747,ST大控,149.2269,1.8093,20.1901,13.3729,0.802,336.6584
153,600826,兰生股份,15.6338,17.2703,20.0551,13.4629,1.4099,191.5029
154,600556,ST慧球,6.0762,44.4357,20.0362,13.4756,0.6067,445.0305
155,002479,富春环保,6.2318,43.3262,19.6736,13.724,1.7158,157.361
156,603866,桃李面包,8.338,32.3819,19.4673,13.8694,4.0604,66.4959
157,000711,京蓝科技,46.9991,5.7448,19.3802,13.9317,0.8829,305.8104
158,600426,华鲁恒升,237.0826,1.1388,19.3718,13.9378,2.5549,105.6793
159,600418,江淮汽车,18.4568,14.6288,19.3684,13.9402,1.8203,148.3272
160,600798,宁波海运,11.6948,23.0872,19.3044,13.9864,2.5213,107.0876
161,600694,大商股份,99.0608,2.7256,18.9576,14.2423,2.7766,97.2412
162,002789,建艺集团,1.4914,181.03799999999998,18.761,14.3916,0.9603,281.1621
163,000524,岭南控股,13.6443,19.7885,18.7175,14.425,1.8408,146.6754
164,600278,东方创业,13.6662,19.7568,18.6867,14.4488,2.5580000000000003,105.5512
165,600723,首商股份,122.8208,2.1983,18.6537,14.4743,1.8159,148.6866
166,600822,上海物贸,140.7098,1.9188,18.375999999999998,14.6931,6.5592,41.1636
167,300284,苏交科,0.6278,430.0733,18.0584,14.9515,0.4254,634.6968
168,601086,国芳集团,1183.0771,0.2282,17.7639,15.1994,4.3727,61.7467
169,002467,二六三,8.2868,32.5819,17.755,15.207,0.8216,328.6271
170,300378,鼎捷软件,2.5554,105.6586,17.7261,15.2318,0.6704,402.7446
171,600428,中远海特,9.9248,27.2046,17.5932,15.3468,1.732,155.8891
172,000637,茂化实华,27.2968,9.8913,17.5837,15.3551,2.9141,92.65299999999999
173,002047,宝鹰股份,1.3685,197.2963,17.5759,15.3619,0.9977,270.6224
174,600119,长江投资,3.5863,75.2865,17.3759,15.5388,1.4638,184.4514
175,600323,瀚蓝环境,9.477,28.49,17.0969,15.7923,1.5465,174.5878
176,000507,珠海港,5.3504,50.4635,17.0898,15.7989,1.4168,190.5703
177,600856,中天能源,8.8641,30.4599,17.0891,15.7995,1.8975,142.2925
178,002044,美年健康,4.0979,65.8874,17.0392,15.8458,1.4226,189.7933
179,600746,江苏索普,15.5091,17.4091,16.7148,16.1533,4.1646,64.8322
180,002769,普路通,3.0247,89.2651,16.6544,16.2119,0.0947,2851.1088
181,603225,新凤鸣,88.9628,3.035,16.434,16.4294,5.4869,49.2081
182,000693,*ST华泽,15.2764,17.6743,16.395,16.4684,1.9815,136.2604
183,600900,长江电力,6.5401,41.2838,16.3206,16.5435,2.7864,96.8992
184,000564,供销大集,92.1089,2.9313,16.2726,16.5923,0.9607,281.0451
185,600626,申达股份,11.5806,23.3149,16.2307,16.6351,2.2236,121.4247
186,603882,金域医学,3.2606,82.8068,16.1855,16.6816,1.7506,154.2328
187,600395,盘江股份,2.6857,100.5324,15.8619,17.0219,0.7342,367.7472
188,603766,隆鑫通用,5.681,47.5268,15.7278,17.1671,1.3978,193.1607
189,000626,远大控股,117.5117,2.2976,15.5594,17.3529,3.9767,67.8955
190,601006,大秦铁路,15.7159,17.1801,15.5473,17.3664,2.344,115.1877
191,002063,远光软件,1.2384,218.0233,15.2706,17.680999999999997,0.4718,572.2764
192,300262,巴安水务,2.4108,111.99600000000001,15.2449,17.7108,0.579,466.3212
193,600701,*ST工新,14.8547,18.1761,15.1574,17.8131,1.4064,191.9795
194,601678,滨化股份,18.0107,14.9911,15.1273,17.8485,2.4002,112.4906
195,600188,兖州煤业,15.1436,17.8293,15.0852,17.8983,0.9881,273.2517
196,000600,建投能源,10.0111,26.9701,15.0219,17.9738,1.7461,154.6303
197,603099,长白山,301.4386,0.8957,14.9149,18.1027,0.5643,478.4689
198,000544,中原环保,1.7568,153.6885,14.9095,18.1093,0.6211,434.7126
199,600640,号百控股,8.6274,31.2956,14.8357,18.1993,1.0629,254.02200000000002
200,002748,世龙实业,11.2137,24.0777,14.169,19.0557,1.8661,144.6868
201,600236,桂冠电力,7.0221,38.45,14.1337,19.1033,1.6669999999999998,161.9676
202,300496,中科创达,3.2092,84.1331,14.1157,19.1276,1.0255,263.2862
203,600461,洪城水业,4.0302,66.9942,13.9433,19.3641,1.4373,187.8522
204,000021,深科技,4.8283,55.9203,13.835,19.5157,0.9895,272.8651
205,000905,厦门港务,6.1749,43.7254,13.7595,19.6228,2.2214,121.545
206,600250,南纺股份,8.7418,30.8861,13.7563,19.6274,0.8595,314.1361
207,600857,宁波中百,308.9468,0.8739,13.7496,19.6369,2.1901,123.28200000000001
208,600348,阳泉煤业,3.7035,72.904,13.7385,19.6528,1.218,221.6749
209,603898,好莱客,84.0934,3.2107,13.5681,19.8996,1.574,171.5375
210,600795,国电电力,6.0477,44.6451,13.5497,19.9266,2.4299,111.1157
211,300242,明家联合,4.3267,62.4032,13.4664,20.0499,2.2622,119.3528
212,002661,克明面业,6.8469,39.4339,13.3997,20.1497,2.6225,102.9552
213,600301,ST南化,4.1945,64.37,13.3355,20.2467,1.3299,203.0228
214,002061,浙江交科,14.1998,19.0144,13.2549,20.3698,2.2680000000000002,119.0476
215,000690,宝新能源,9.2424,29.2132,13.1956,20.4614,1.159,232.9594
216,603869,北部湾旅,20.4137,13.2264,13.1461,20.5384,1.1699,230.78900000000002
217,000536,华映科技,1.564,172.6343,13.1116,20.5925,0.6235,433.0393
218,600310,桂东电力,6.5864,40.9936,13.1005,20.6099,1.0744,251.3031
219,600863,内蒙华电,7.2542,37.2198,13.0557,20.6806,3.6137,74.7157
220,002548,金新农,9.0819,29.7295,13.0026,20.7651,2.7188,99.3085
221,000683,远兴能源,24.4511,11.0424,12.9771,20.8059,1.3398,201.5226
222,000582,北部湾港,4.9938,54.067,12.9374,20.8697,1.1981,225.3568
223,600763,通策医疗,58.7014,4.5995,12.9045,20.9229,1.7109999999999999,157.8025
224,002742,三圣股份,1.3464,200.5348,12.8448,21.0202,0.8344,323.5858
225,601168,西部矿业,30.4328,8.872,12.7739,21.1368,2.1097,127.9803
226,000685,中山公用,11.2058,24.0947,12.7348,21.2017,0.5531,488.1577
227,600397,*ST安煤,2.987,90.3917,12.6048,21.4204,0.9235,292.366
228,600128,弘业股份,6.4785,41.6763,12.5544,21.5064,1.4242,189.5801
229,600810,神马股份,11.8497,22.7854,12.5523,21.51,2.7661,97.6104
230,600650,锦江投资,19.0366,14.1832,12.5131,21.5774,1.4085,191.6933
231,000605,渤海股份,4.7087,57.3407,12.3908,21.7904,1.1102,243.1994
232,002398,建研集团,0.9513,283.8221,12.279000000000002,21.9888,0.6121,441.1044
233,600982,宁波热电,18.9292,14.2637,12.2294,22.0779,0.4514,598.1391
234,000731,四川美丰,15.2086,17.7531,12.2243,22.0872,1.9265,140.1505
235,600741,华域汽车,4.6164,58.4871,12.1646,22.1956,1.5842,170.433
236,600027,华电国际,7.4698,36.1455,12.1615,22.2012,2.1736,124.2179
237,002506,协鑫集成,1.6111,167.5874,12.092,22.3288,1.1643,231.899
238,000818,航锦科技,48.665,5.5481,11.9375,22.6178,3.7069,72.8371
239,000883,湖北能源,7.7092,35.0231,11.8919,22.7045,2.1231,127.1725
240,002203,海亮股份,9.4706,28.5093,11.8761,22.7347,1.9132,141.1248
241,000703,恒逸石化,23.6286,11.4268,11.8719,22.7428,1.9877,135.8354
242,000501,鄂武商A,970.9765,0.2781,11.8363,22.8112,2.4311,111.0608
243,601225,陕西煤业,4.83,55.9006,11.8132,22.8558,1.3413,201.2972
244,600396,金山股份,8.564,31.5273,11.7996,22.8821,2.4789,108.9193
245,601139,深圳燃气,18.9093,14.2787,11.7257,23.0263,1.3682,197.3396
246,600578,京能电力,6.471,41.7246,11.7006,23.0757,1.5286,176.6322
247,000695,滨海能源,2.2052,122.4379,11.6921,23.0925,1.3895,194.3145
248,000418,小天鹅A,10.0356,26.9042,11.6226,23.2306,0.9229,292.5561
249,000958,东方能源,3.7181,72.6177,11.6058,23.2642,2.1518,125.4763
250,300104,乐视网,3.2996,81.8281,11.5764,23.3233,1.4619,184.6912
251,000698,沈阳化工,233.3877,1.1569,11.5396,23.3977,3.3571,80.4266
252,000987,越秀金控,3941.3265,0.0685,11.4697,23.5403,0.8018,336.7423
253,000985,大庆华科,364.8411,0.74,11.4034,23.6771,3.6513,73.9463
254,000017,深中华A,15.7755,17.1151,11.3784,23.7292,2.5508,105.8491
255,600886,国投电力,7.0036,38.5516,11.3423,23.8047,1.6091,167.7957
256,600546,山煤国际,5.8337,46.2828,11.3053,23.8826,1.4121,191.2046
257,000906,浙商中拓,13.4447,20.0823,11.225,24.0535,2.8762,93.8739
258,002171,楚江新材,13.96,19.340999999999998,11.2106,24.0843,4.2113,64.1132
259,000752,西藏发展,,,11.1639,24.1851,0.3432,786.7133
260,601872,招商轮船,6.0628,44.5339,11.1322,24.254,0.6808,396.5922
261,300350,华鹏飞,1.2482,216.3115,11.1089,24.3048,0.7342,367.7472
262,600644,乐山电力,24.7516,10.9084,11.0485,24.4377,1.4128,191.1099
263,600066,宇通客车,2.42,111.5702,10.9372,24.6864,1.0590000000000002,254.9575
264,000012,南玻A,11.1767,24.1574,10.9235,24.7174,3.3353,80.9522
265,600011,华能国际,7.6379,35.35,10.9234,24.7176,2.8804,93.73700000000001
266,600729,重庆百货,179.8721,1.5011,10.8619,24.8575,2.8292,95.4333
267,601368,绿城水务,8.0684,33.4639,10.7784,25.0501,0.7272,371.2871
268,600104,上汽集团,18.6865,14.4489,10.7563,25.1016,1.9639,137.4815
269,002501,利源精制,21.4928,12.5623,10.6859,25.2669,0.5223,516.9443
270,000876,新希望,87.2326,3.0952,10.6559,25.3381,4.1024,65.8151
271,300388,国祯环保,2.0292,133.0574,10.654000000000002,25.3426,0.7734,349.1078
272,002386,天原集团,28.6474,9.4249,10.5686,25.5474,1.3249,203.78900000000002
273,002221,东华能源,11.44,23.6014,10.5556,25.5788,1.5343,175.976
274,600026,中远海能,5.2697,51.2363,10.5511,25.5897,1.4579,185.1979
275,002567,唐人神,83.4831,3.2342,10.5248,25.6537,5.3188,50.7633
276,002470,金正大,50.2984,5.367999999999999,10.4567,25.8208,2.6872,100.4763
277,600037,歌华有线,6.6921,40.3461,10.3377,26.118000000000002,0.3666,736.4975
278,600577,精达股份,4.7886,56.3839,10.3111,26.1854,1.8272,147.7671
279,601808,中海油服,2.0477,131.8553,10.2327,26.386,0.6766,399.0541
280,600678,四川金顶,3.1686,85.2111,10.2144,26.4333,0.8524,316.7527
281,600802,福建水泥,323.7175,0.8341,10.2024,26.4644,2.44,110.6557
282,600831,广电网络,12.8596,20.996,10.1397,26.628,2.1245,127.0887
283,600794,保税科技,13.0654,20.6653,10.1152,26.6925,0.3679,733.8951
284,002018,*ST华信,2.8932,93.3223,10.1068,26.7147,1.6173,166.9449
285,000888,峨眉山A,41.4775,6.5096,10.0965,26.7419,1.1357,237.7388
286,600138,中青旅,5.7914,46.6209,10.0711,26.8094,2.2826,118.2862
287,000899,赣能股份,6.1446,43.941,10.0631,26.8307,2.2568,119.6384
288,000967,盈峰环境,2.2222,121.5012,9.9847,27.0414,1.3329,202.5658
289,600740,山西焦化,3.38,79.8817,9.9838,27.0438,0.5334,506.1867
290,002416,爱施德,28.3381,9.5278,9.9702,27.0807,3.377,79.9526
291,002091,江苏国泰,6.2642,43.1021,9.9693,27.0831,1.9726,136.8752
292,000990,诚志股份,2.5764,104.7974,9.9398,27.1635,1.0615,254.357
293,600483,福能股份,5.676,47.5687,9.9392,27.1652,1.6616,162.494
294,600157,永泰能源,2.0385,132.4503,9.9373,27.1704,0.4907,550.2344
295,600635,大众公用,12.9319,20.8786,9.8383,27.4438,1.2953,208.4459
296,600971,恒源煤电,5.4245,49.7742,9.818999999999999,27.4977,0.8014,336.9104
297,600637,东方明珠,7.5328,35.8432,9.8067,27.5322,1.146,235.6021
298,600987,航民股份,10.8906,24.791999999999998,9.7846,27.5944,1.1188,241.33
299,601216,君正集团,35.4625,7.6137,9.7576,27.6707,1.4380000000000002,187.7608
300,000829,天音控股,32.641,8.2718,9.7408,27.7185,3.0171,89.4899
301,000020,深华发A,2.7705,97.4553,9.7186,27.7818,0.4386,615.5951
302,002756,永兴特钢,27.3547,9.8703,9.7104,27.8052,1.3682,197.3396
303,600787,中储股份,11.3511,23.7862,9.6991,27.8376,1.871,144.3079
304,601633,长城汽车,63.5614,4.2479,9.6668,27.9306,1.4954,180.5537
305,002505,大康农业,27.5211,9.8107,9.6539,27.968000000000004,0.4279,630.9885
306,600166,福田汽车,4.9952,54.0519,9.6244,28.0537,1.8502,145.9302
307,000966,长源电力,8.1599,33.0886,9.6071,28.1042,4.0134,67.2746
308,600712,南宁百货,505.8858,0.5337,9.5811,28.1805,3.3484,80.6355
309,600667,太极实业,6.376,42.3463,9.4922,28.4444,1.4948,180.6262
310,000529,广弘控股,59.4852,4.5389,9.4733,28.5012,1.6897,159.7917
311,000780,平庄能源,1.3983,193.0916,9.4509,28.5687,0.3472,777.6498
312,000938,紫光股份,6.5326,41.3312,9.4222,28.6557,2.7853,96.9375
313,300229,拓尔思,0.6928,389.7229,9.4027,28.7152,0.3029,891.3833
314,600754,锦江股份,12.0025,22.4953,9.2421,29.2141,0.6259,431.3788
315,002620,瑞和股份,1.1489,235.0074,9.2388,29.2246,0.7151,377.5696
316,600829,人民同泰,5.5304,48.8211,9.2159,29.2972,2.4727,109.1924
317,603789,星光农机,23.601,11.4402,9.213,29.3064,0.7511,359.4728
318,600297,广汇汽车,77.7234,3.4739,9.2122,29.309,2.94,91.8367
319,002504,弘高创意,1.0853,248.7791,9.1692,29.4464,0.899,300.3337
320,002610,爱康科技,1.5097,178.8435,9.1597,29.4769,0.7196,375.2084
321,300013,新宁物流,1.6091,167.7957,9.1477,29.5156,0.5297,509.7225
322,600827,百联股份,123.2603,2.1905,9.1443,29.5266,2.0867,129.3909
323,002636,金安国纪,3.167,85.2542,9.137,29.5502,1.1446,235.8903
324,300042,朗科科技,8.8781,30.4119,9.1021,29.6635,0.511,528.3757
325,600713,南京医药,3.1161,86.6468,9.0982,29.6762,1.6674,161.9288
326,600073,上海梅林,12.5207,21.5643,9.0949,29.686999999999998,2.241,120.4819
327,300664,鹏鹞环保,2.8472,94.83,9.0875,29.7111,0.9886,273.1135
328,000510,金路集团,47.2532,5.7139,9.079,29.739,2.7719,97.4061
329,600438,通威股份,27.5197,9.8112,9.0765,29.7471,3.5966,75.0709
330,001696,宗申动力,5.0354,53.6204,9.054,29.8211,0.8261,326.8369
331,600688,上海石化,36.8984,7.3174,9.0425,29.859,6.907,39.0908
332,600180,瑞茂通,8.3213,32.4469,9.0348,29.8844,0.7718,349.8316
333,002033,丽江旅游,30.7235,8.7881,9.0127,29.9577,0.4435,608.7937
334,600691,阳煤化工,11.5628,23.3507,8.9924,30.0254,1.2067,223.7507
335,600758,红阳能源,7.3133,36.919000000000004,8.9856,30.0481,1.2848,210.1494
336,603968,醋化股份,6.3062,42.815,8.9527,30.1585,1.218,221.6749
337,601991,大唐发电,5.7996,46.5549,8.9426,30.1926,2.0936,128.9645
338,600726,华电能源,4.7436,56.9188,8.9222,30.2616,1.3188,204.7316
339,300135,宝利国际,1.4665,184.1118,8.8877,30.3791,0.6172,437.4595
