,code,name,arturnover,arturndays,inventory_turnover,inventory_days,currentasset_turnover,currentasset_days,year,quanter
2867,002780,三夫户外,14.6133,24.6351,1.3191,272.9134,1.0192,353.2182,2015,4
2868,000007,全新好,2.2501,159.9929,1.319,272.934,0.2645,1361.0586,2015,4
2869,002598,山东章鼓,2.4433,147.3417,1.3165,273.4523,0.6668,539.8919999999999,2015,4
2870,603040,新坐标,4.1963,85.7899,1.3127,274.2439,1.15,313.0435,2015,4
2871,600191,华资实业,2.8822,124.9046,1.31,274.8092,0.0576,6250.0,2015,4
2872,300173,智慧松德,2.3306,154.4667,1.3059,275.672,0.5138,700.6617,2015,4
2873,002313,日海通讯,2.5757,139.7678,1.3047,275.9255,0.7978,451.2409,2015,4
2874,600201,生物股份,5.9292,60.7165,1.3044,275.98900000000003,0.8564,420.3643,2015,4
2875,002111,威海广泰,2.2945,156.8969,1.3024,276.4128,0.7205,499.653,2015,4
2876,603912,佳力图,3.4803,103.4394,1.3017,276.5614,0.9538,377.4376,2015,4
2877,300020,银江股份,1.5027,239.5688,1.3011,276.689,0.532,676.6917,2015,4
2878,002127,南极电商,1.3588,264.9397,1.3007,276.774,0.3813,944.1385,2015,4
2879,002542,中化岩土,2.0299,177.3486,1.3002,276.8805,0.7397,486.6838,2015,4
2880,603901,永创智能,4.6463,77.48100000000001,1.2996,277.0083,1.0405,345.9875,2015,4
2881,601989,中国重工,3.0954,116.3016,1.2993,277.0723,0.3935,914.8666,2015,4
2882,000962,东方钽业,2.7502,130.8996,1.2956,277.8635,0.6107,589.4875,2015,4
2883,600008,首创股份,6.4333,55.9588,1.2927,278.4869,0.5564,647.0165,2015,4
2884,300280,南通锻压,14.8735,24.2041,1.2895,279.178,0.6659999999999999,540.5405,2015,4
2885,300358,楚天科技,2.307,156.0468,1.2867,279.7855,0.8889,404.9949,2015,4
2886,300108,吉药控股,2.895,124.3523,1.2856,280.0249,0.7371,488.4005,2015,4
2887,002073,软控股份,1.2463,288.855,1.2768,281.9549,0.5074,709.4994,2015,4
2888,603602,纵横通信,2.8012,128.5164,1.2746,282.4416,0.6818,528.0141,2015,4
2889,300601,康泰生物,3.0689,117.3059,1.2739,282.5968,0.8965,401.5616,2015,4
2890,000595,宝塔实业,0.8141,442.2061,1.2726,282.8854,0.3985,903.3877,2015,4
2891,300434,金石东方,10.0187,35.9328,1.2653,284.5175,0.4047,889.5478,2015,4
2892,002031,巨轮智能,1.8588,193.6733,1.2636,284.9003,0.3477,1035.3753,2015,4
2893,603917,合力科技,3.4563,104.1576,1.2629,285.0582,1.1043,325.9984,2015,4
2894,002278,神开股份,1.1222,320.7984,1.2579,286.1913,0.4857,741.1983,2015,4
2895,002867,周大生,33.8358,10.6396,1.2536,287.1729,1.3379,269.0784,2015,4
2896,300079,数码科技,2.8252,127.4246,1.2528,287.3563,0.4072,884.0864,2015,4
2897,002162,悦心健康,4.7771,75.3595,1.2525,287.4251,0.8989,400.4895,2015,4
2898,600491,龙元建设,2.6554,135.5728,1.2522,287.494,0.7382,487.6727,2015,4
2899,601177,杭齿前进,3.4474,104.4265,1.2514,287.6778,0.8398,428.6735,2015,4
2900,603496,恒为科技,3.6577,98.4225,1.2508,287.8158,0.9372,384.1229,2015,4
2901,603636,南威软件,2.7015,133.2593,1.2485,288.346,0.3556,1012.3735,2015,4
2902,600576,祥源文化,2.9428,122.3325,1.2476,288.55400000000003,0.6182,582.3358,2015,4
2903,002459,天业通联,1.1848,303.8488,1.2459,288.9477,0.2967,1213.3468,2015,4
2904,600197,伊力特,133.0741,2.7053,1.2455,289.0405,0.9119,394.7801,2015,4
2905,002603,以岭药业,11.0841,32.479,1.2443,289.3193,1.3954,257.9905,2015,4
2906,300357,我武生物,4.191,85.8984,1.244,289.3891,0.5737,627.5057,2015,4
2907,300653,正海生物,4.9993,72.0101,1.2403,290.2524,1.189,302.7754,2015,4
2908,600815,厦工股份,0.7352,489.6627,1.2397,290.3928,0.3936,914.6341,2015,4
2909,000157,中联重科,0.6897,521.9661,1.2385,290.6742,0.2792,1289.3983,2015,4
2910,002715,登云股份,2.1155,170.1725,1.2349,291.5216,0.6209,579.8035,2015,4
2911,601007,金陵饭店,14.0365,25.6474,1.2344,291.6397,0.7707,467.1078,2015,4
2912,603389,亚振家居,18.895,19.0527,1.2342,291.6869,1.5674,229.6797,2015,4
2913,000972,*ST中基,5.2066,69.143,1.2316,292.3027,0.6365,565.5931,2015,4
2914,000568,泸州老窖,815.0483,0.4417,1.228,293.1596,0.7153,503.2853,2015,4
2915,600770,综艺股份,2.0858,172.5956,1.2262,293.59,0.2491,1445.2027,2015,4
2916,300516,久之洋,7.3362,49.0717,1.2259,293.6618,0.9546,377.1213,2015,4
2917,300197,铁汉生态,13.4048,26.8561,1.2207,294.9128,0.7497,480.1921,2015,4
2918,002314,南山控股,8.0263,44.8525,1.2186,295.421,0.8354,430.9313,2015,4
2919,600562,国睿科技,2.8091,128.1549,1.2158,296.1013,0.767,469.3611,2015,4
2920,600516,方大炭素,2.364,152.2843,1.2149,296.3207,0.3735,963.8554,2015,4
2921,002587,奥拓电子,3.3175,108.5154,1.2138,296.5892,0.5629,639.5452,2015,4
2922,300338,开元股份,1.3224,272.2323,1.2111,297.2504,0.4763,755.8262,2015,4
2923,600085,同仁堂,14.5142,24.8033,1.2098,297.5698,0.9869,364.7786,2015,4
2924,300188,美亚柏科,3.5269999999999997,102.0697,1.2097,297.5944,0.7125,505.2632,2015,4
2925,000423,东阿阿胶,25.6933,14.0114,1.2093,297.6929,0.919,391.7301,2015,4
2926,600592,龙溪股份,3.0619,117.5741,1.2079,298.0379,0.4264,844.2777,2015,4
2927,002355,兴民智通,4.6632,77.2002,1.2073,298.186,0.6508,553.1653,2015,4
2928,600398,海澜之家,28.7188,12.5353,1.2071,298.2354,0.9529,377.7941,2015,4
2929,300605,恒锋信息,4.4964,80.0641,1.2011,299.7253,0.9854,365.3339,2015,4
2930,300622,博士眼镜,28.8831,12.464,1.2009,299.7752,1.7059,211.0323,2015,4
2931,300334,津膜科技,1.9552,184.1244,1.2004,299.9,0.5113,704.0876,2015,4
2932,000561,烽火电子,1.8754,191.959,1.1992,300.2001,0.6061,593.9614,2015,4
2933,600346,恒力股份,2.8003,128.5577,1.1961,300.9782,0.6539,550.5429,2015,4
2934,300536,农尚环境,3.2187,111.8464,1.1955,301.1292,0.7723,466.1401,2015,4
2935,603106,恒银金融,3.6365,98.9963,1.1925,301.8868,0.9691,371.4787,2015,4
2936,300228,富瑞特装,1.6422,219.2181,1.1913,302.1909,0.5431,662.8614,2015,4
2937,600020,中原高速,44.9093,8.0162,1.1905,302.394,0.9307,386.8056,2015,4
2938,300179,四方达,1.9072,188.7584,1.1875,303.1579,0.3469,1037.763,2015,4
2939,002564,天沃科技,0.9981,360.6853,1.1861,303.5157,0.4524,795.7560000000001,2015,4
2940,300281,金明精机,2.8842,124.818,1.1852,303.7462,0.6015,598.5037,2015,4
2941,000997,新大陆,5.4322,66.2715,1.1808,304.878,0.8363,430.4675,2015,4
2942,002545,东方铁塔,1.7009999999999998,211.6402,1.1797,305.1623,0.5087,707.6863,2015,4
2943,300551,古鳌科技,2.8886,124.6278,1.1793,305.2658,0.6732,534.7594,2015,4
2944,300175,朗源股份,4.987,72.1877,1.1778,305.6546,0.8242,436.7872,2015,4
2945,002912,中新赛克,2.3384,153.9514,1.1679,308.2456,0.6409,561.7101,2015,4
2946,601882,海天精工,12.4642,28.8827,1.163,309.5443,0.9207,391.0068,2015,4
2947,002253,川大智胜,2.4984,144.0922,1.1613,309.9974,0.4113,875.2735,2015,4
2948,002474,榕基软件,7.9148,45.4844,1.156,311.4187,0.4679,769.3952,2015,4
2949,300741,华宝股份,2.7060000000000004,133.0377,1.1544,311.8503,0.5875,612.766,2015,4
2950,002007,华兰生物,10.5515,34.1184,1.1543,311.8773,0.5708,630.6938,2015,4
2951,002041,登海种业,20.7552,17.3451,1.1537,312.0395,0.4482,803.2129,2015,4
2952,600526,菲达环保,3.3939,106.0727,1.1524,312.3915,0.72,500.0,2015,4
2953,000596,古井贡酒,1131.4658,0.3182,1.1506,312.8802,1.2183,295.4937,2015,4
2954,000558,莱茵体育,105.6162,3.4086,1.1469,313.8896,0.8357,430.7766,2015,4
2955,002510,天汽模,3.6301,99.1708,1.1446,314.5204,0.8006,449.6628,2015,4
2956,002630,华西能源,1.5381,234.055,1.1443,314.6028,0.6298,571.61,2015,4
2957,300648,星云股份,2.9799,120.8094,1.1423,315.1536,0.9455,380.7509,2015,4
2958,600671,天目药业,3.2717,110.0345,1.1406,315.6234,0.8291,434.2058,2015,4
2959,300294,博雅生物,7.6708,46.9312,1.1404,315.6787,0.6477,555.8129,2015,4
2960,002569,步森股份,5.1035,70.5398,1.1399,315.8172,0.7147,503.7078,2015,4
2961,002743,富煌钢构,1.7824,201.9749,1.1344,317.3484,0.5855,614.8591,2015,4
2962,000939,凯迪生态,1.9619,183.4956,1.1322,317.965,0.5446,661.0356,2015,4
2963,600436,片仔癀,8.3294,43.2204,1.13,318.5841,0.7257,496.0728,2015,4
2964,002259,升达林业,5.5402,64.9796,1.124,320.2847,0.4716,763.3588,2015,4
2965,300308,中际旭创,1.7623,204.2785,1.1223,320.7698,0.4058,887.1365,2015,4
2966,002227,奥特迅,1.1329,317.7686,1.1216,320.97,0.4627,778.0419,2015,4
2967,000881,中广核技,6.1478,58.5575,1.1196,321.5434,0.6986,515.3163,2015,4
2968,603707,健友股份,8.1912,43.9496,1.1186,321.8309,0.429,839.1608,2015,4
2969,300210,森远股份,1.1706,307.5346,1.1107,324.1199,0.4188,859.5989,2015,4
2970,600879,航天电子,3.1528,114.1842,1.1073,325.1151,0.7904,455.4656,2015,4
2971,600260,凯乐科技,5.9764,60.2369,1.1061,325.4679,0.6681,538.8415,2015,4
2972,002775,文科园林,2.464,146.1039,1.1057,325.5856,0.6988,515.1689,2015,4
2973,002252,上海莱士,17.2043,20.925,1.1021,326.6491,0.5387,668.2755,2015,4
2974,603633,徕木股份,2.3275,154.6724,1.1002,327.2132,0.7961,452.2045,2015,4
2975,002698,博实股份,1.7325,207.7922,1.0998,327.3322,0.4257,845.666,2015,4
2976,000547,航天发展,2.2842,157.6044,1.0954,328.6471,0.34600000000000003,1040.4624,2015,4
2977,300099,精准信息,0.6878,523.408,1.0944,328.9474,0.2763,1302.9316,2015,4
2978,002520,日发精机,2.9621,121.5354,1.0934,329.2482,0.5508,653.5948,2015,4
2979,002425,凯撒文化,4.8219,74.6594,1.0932,329.3085,0.6864,524.4755,2015,4
2980,600962,国投中鲁,5.862,61.4125,1.0903,330.1844,0.843,427.0463,2015,4
2981,002432,九安医疗,4.8228,74.6454,1.0886,330.7,0.6675,539.3258,2015,4
2982,300122,智飞生物,2.2721,158.4437,1.0882,330.8215,0.4785,752.3511,2015,4
2983,600300,维维股份,27.6581,13.0161,1.0879,330.9128,0.9171,392.5417,2015,4
2984,300720,海川智能,24.9182,14.4473,1.0859999999999999,331.4917,0.8418,427.655,2015,4
2985,600861,北京城乡,212.3926,1.695,1.0842,332.0421,0.9918,362.9764,2015,4
2986,600666,奥瑞德,2.986,120.5626,1.0824,332.5942,0.7168,502.2321,2015,4
2987,002438,江苏神通,0.9784,367.9477,1.0765,334.4171,0.4232,850.6616,2015,4
2988,601985,中国核电,10.6427,33.826,1.075,334.8837,0.9236,389.7791,2015,4
2989,300260,新莱应材,2.7786,129.5616,1.0678,337.1418,0.7098,507.1851,2015,4
2990,002777,久远银海,7.7077,46.7065,1.0666,337.5211,0.6365,565.5931,2015,4
2991,300316,晶盛机电,3.237,111.2141,1.0634,338.5368,0.4601,782.4386,2015,4
2992,603007,花王股份,3.3718,106.7679,1.0616,339.1108,0.8896,404.6763,2015,4
2993,002424,贵州百灵,4.4788,80.3787,1.0609,339.3345,0.6853,525.3174,2015,4
2994,600875,东方电气,2.0588,174.8591,1.0598,339.6867,0.4919,731.8561,2015,4
2995,600388,龙净环保,4.1613,86.5114,1.0593,339.8471,0.6888,522.6481,2015,4
2996,603098,森特股份,2.8815,124.9349,1.0579,340.2968,0.8726,412.5602,2015,4
2997,603308,应流股份,2.7376,131.502,1.0569,340.6188,0.5972,602.8131,2015,4
2998,300440,运达科技,1.2885,279.3946,1.0567,340.6833,0.4283,840.5323,2015,4
2999,300631,久吾高科,1.7566,204.9414,1.054,341.556,0.6423,560.4858,2015,4
3000,600603,广汇物流,9.0786,39.6537,1.0519,342.2379,0.3745,961.2817,2015,4
3001,600391,航发科技,3.2372,111.2072,1.0516,342.3355,0.7236,497.5124,2015,4
3002,300336,新文化,1.4691,245.048,1.0494,343.0532,0.5943,605.7547,2015,4
3003,002343,慈文传媒,1.5832,227.3876,1.048,343.5115,0.5952,604.8387,2015,4
3004,300087,荃银高科,16.0103,22.4855,1.0464,344.0367,0.8224,437.7432,2015,4
3005,002297,博云新材,1.9074,188.7386,1.0415,345.6553,0.3741,962.3095,2015,4
3006,002345,潮宏基,17.7754,20.2527,1.0403,346.05400000000003,0.9766,368.6258,2015,4
3007,002593,日上集团,3.5413,101.6576,1.0399,346.1871,0.6507,553.2503,2015,4
3008,600054,黄山旅游,35.1596,10.238999999999999,1.0373,347.0549,1.0813,332.9326,2015,4
3009,002452,长高集团,2.1723,165.72299999999998,1.0369,347.1887,0.5171,696.1903,2015,4
3010,600963,岳阳林纸,6.5288,55.1403,1.0349,347.8597,0.7987,450.7324,2015,4
3011,300080,易成新能,2.555,140.9002,1.0345,347.9942,0.5161,697.5392,2015,4
3012,300125,易世达,3.4696,103.7584,1.0343,348.0615,0.3879,928.0742,2015,4
3013,603518,维格娜丝,14.2513,25.2609,1.0327,348.6008,0.6503,553.5907,2015,4
3014,002023,海特高新,1.0221,352.216,1.0315,349.0063,0.2883,1248.6993,2015,4
3015,300048,合康新能,1.0121,355.6961,1.0284,350.0583,0.4596,783.2898,2015,4
3016,002880,卫光生物,225.3335,1.5976,1.0266,350.6721,1.2974,277.478,2015,4
3017,600611,大众交通,17.0664,21.0941,1.0265,350.7063,0.4186,860.0096,2015,4
3018,300420,五洋停车,1.1792,305.2917,1.0235,351.7342,0.401,897.7556,2015,4
3019,000509,华塑控股,3.259,110.4633,1.0235,351.7342,0.4579,786.1979,2015,4
3020,002671,龙泉股份,0.723,497.9253,1.0217,352.3539,0.3351,1074.3062,2015,4
3021,600302,标准股份,2.5527,141.0271,1.0196,353.0796,0.5243,686.6298,2015,4
3022,300220,金运激光,4.1011,87.7813,1.0190000000000001,353.2875,0.6628,543.1503,2015,4
3023,300425,环能科技,1.5452,232.9795,1.0175,353.8084,0.4948,727.5667,2015,4
3024,603036,如通股份,1.8325,196.4529,1.0142,354.9596,0.4716,763.3588,2015,4
3025,002337,赛象科技,1.1739,306.6701,1.0133,355.2748,0.2841,1267.1595,2015,4
3026,300035,中科电气,0.7589,474.3708,1.0098,356.5062,0.2243,1604.9933,2015,4
3027,600311,荣华实业,15889.1534,0.0227,1.0091,356.7535,0.1267,2841.3575,2015,4
3028,603839,安正时尚,9.7205,37.0351,1.0084,357.0012,1.6977,212.0516,2015,4
3029,300106,西部牧业,4.9847,72.221,1.0073,357.39099999999996,0.5893,610.8943,2015,4
3030,300117,嘉寓股份,3.2523,110.6909,1.0062,357.7818,0.6655,540.9467,2015,4
3031,600359,新农开发,8.6737,41.5048,1.0037,358.6729,0.4648,774.5267,2015,4
3032,300561,汇金科技,5.7419,62.696999999999996,1.0024,359.1381,0.6767,531.9935,2015,4
3033,002763,汇洁股份,10.2566,35.0994,0.9990000000000001,360.3604,1.7186,209.4728,2015,4
3034,002338,奥普光电,1.9482,184.78599999999997,0.9963,361.3369,0.4988,721.7322,2015,4
3035,002541,鸿路钢构,1.9203,187.4707,0.9925,362.7204,0.5741,627.0685,2015,4
3036,300024,机器人,2.8875,124.6753,0.9924,362.75699999999995,0.4495,800.8899,2015,4
3037,300309,吉艾科技,0.5926,607.4924,0.9863,365.0005,0.2726,1320.6163,2015,4
3038,300430,诚益通,2.6483,135.9363,0.9835,366.0397,0.555,648.6486,2015,4
3039,002428,云南锗业,3.2575,110.5142,0.9832,366.1513,0.5801,620.5827,2015,4
3040,000998,隆平高科,7.1886,50.0793,0.9813,366.8603,0.8184,439.8827,2015,4
3041,600316,洪都航空,2.2087,162.9918,0.9792,367.6471,0.5337,674.5363,2015,4
3042,002218,拓日新能,2.5355,141.9838,0.9777,368.2111,0.5355,672.2689,2015,4
3043,300354,东华测试,2.1538,167.1464,0.9775,368.2864,0.4219,853.2828,2015,4
3044,600620,天宸股份,69.3181,5.1934,0.9773,368.3618,0.1027,3505.3554,2015,4
3045,300237,美晨生态,4.1698,86.3351,0.9754,369.0794,0.6542,550.2904,2015,4
3046,002152,广电运通,5.6969,63.1923,0.9668,372.3624,0.6488,554.8705,2015,4
3047,000010,美丽生态,4.0403,89.1023,0.9616,374.376,0.4626,778.2101,2015,4
3048,002070,*ST众和,1.36,264.7059,0.9596,375.1563,0.5135,701.0711,2015,4
3049,300004,南风股份,1.6038,224.4669,0.9592,375.3128,0.5779,622.9451,2015,4
3050,300726,宏达电子,2.4033,149.79399999999998,0.9589,375.4302,0.7069,509.2658,2015,4
3051,600881,亚泰集团,4.0183,89.5901,0.9584,375.626,0.3735,963.8554,2015,4
3052,300474,景嘉微,2.2105,162.8591,0.9546,377.1213,0.6589,546.3652,2015,4
3053,300123,亚光科技,3.8874,92.6069,0.9537,377.4772,0.5475,657.5342,2015,4
3054,002356,赫美集团,3.4191,105.2909,0.9517,378.2705,0.7509999999999999,479.3609,2015,4
3055,600371,万向德农,492.25,0.7313,0.9488,379.4266,0.9068,397.0004,2015,4
3056,000735,罗牛山,11.0885,32.4661,0.9459,380.5899,0.5016,717.7033,2015,4
3057,600161,天坛生物,8.7955,40.93,0.9458,380.6302,0.8432,426.945,2015,4
3058,600598,北大荒,27.3011,13.1863,0.9421,382.125,1.2039,299.0282,2015,4
3059,002619,艾格拉斯,1.3682,263.1194,0.9415,382.3686,0.6469,556.5002,2015,4
3060,300696,爱乐达,2.8554,126.0769,0.9388,383.4683,0.7688,468.2622,2015,4
3061,600038,中直股份,5.1818,69.4739,0.9364,384.4511,0.7019,512.8936,2015,4
3062,603895,天永智能,3.5329,101.8993,0.9362,384.5332,0.6033,596.7181,2015,4
3063,000584,哈工智能,95.2507,3.7795,0.9304,386.9304,0.5102,705.6056,2015,4
3064,300101,振芯科技,3.5169,102.3629,0.9296,387.2633,0.5364,671.1409,2015,4
3065,000615,京汉股份,52.541000000000004,6.8518,0.9273,388.2239,0.7364,488.8647,2015,4
3066,600456,宝钛股份,4.7658,75.5382,0.9253,389.06300000000005,0.568,633.8028,2015,4
3067,000403,ST生化,294.7377,1.2214,0.9205,391.0918,1.3254,271.6161,2015,4
3068,002659,凯文教育,3.3252,108.2642,0.9192,391.6449,0.5838,616.6495,2015,4
3069,002122,*ST天马,2.0755,173.4522,0.9162,392.9273,0.4617,779.7271,2015,4
3070,000815,美利云,7.2581,49.5998,0.9147,393.5717,0.8,450.0,2015,4
3071,000026,飞亚达A,9.6408,37.3413,0.9131,394.2613,1.0802,333.2716,2015,4
3072,002621,三垒股份,8.8233,40.8011,0.9033,398.5387,0.1372,2623.9067,2015,4
3073,002612,朗姿股份,11.1754,32.2136,0.8986,400.6232,0.6757,532.7808,2015,4
3074,002097,山河智能,0.7969,451.7505,0.8937,402.8197,0.3254,1106.3307,2015,4
3075,600784,鲁银投资,5.9801,60.1997,0.8927,403.27099999999996,0.5911,609.034,2015,4
3076,000707,*ST双环,5.6236,64.0159,0.8922,403.49699999999996,0.6809,528.712,2015,4
3077,300512,中亚股份,7.1906,50.0654,0.8903,404.3581,0.816,441.1765,2015,4
3078,000982,*ST中绒,3.1741,113.41799999999999,0.8841,407.1938,0.4428,813.0081,2015,4
3079,603169,兰石重装,2.0729,173.6697,0.8823,408.0245,0.5558,647.715,2015,4
3080,600606,绿地控股,31.0622,11.5896,0.8776,410.2097,0.7555,476.5056,2015,4
3081,300711,广哈通信,6.1923,58.1367,0.8766,410.6776,0.9371,384.1639,2015,4
3082,600467,好当家,18.7251,19.2255,0.8765,410.7245,0.6655,540.9467,2015,4
3083,002371,北方华创,1.7736,202.977,0.8755,411.1936,0.5629,639.5452,2015,4
3084,600262,北方股份,2.0077,179.3097,0.8686,414.4601,0.434,829.4931,2015,4
3085,300318,博晖创新,7.8631,45.7835,0.8649,416.2331,0.5499,654.6645,2015,4
3086,600543,莫高股份,7.7572,46.4085,0.8638,416.7631,0.3633,990.9166,2015,4
3087,300581,晨曦航空,2.8298,127.2175,0.8638,416.7631,0.8031,448.26300000000003,2015,4
3088,603198,迎驾贡酒,43.8777,8.2046,0.8624,417.4397,0.9613,374.4929,2015,4
3089,002353,杰瑞股份,1.4581,246.8966,0.8614,417.9243,0.3476,1035.6732,2015,4
3090,002154,报喜鸟,4.3012,83.6976,0.8561,420.5116,1.0631,338.6323,2015,4
3091,000506,中润资源,51.7499,6.9565,0.8541,421.4963,0.5907,609.4464,2015,4
3092,600111,北方稀土,5.1767,69.5424,0.851,423.0317,0.6172,583.2793,2015,4
3093,002222,福晶科技,5.3509,67.2784,0.8473,424.879,0.8262,435.7298,2015,4
3094,600209,*ST罗顿,1.9724,182.5188,0.8438,426.6414,0.3703,972.1847,2015,4
3095,002608,江苏国信,10.7255,33.5649,0.8402,428.4694,0.2572,1399.6889999999999,2015,4
3096,603717,天域生态,3.3738,106.7046,0.8390000000000001,429.0822,0.7399,486.5522,2015,4
3097,603896,寿仙谷,8.0316,44.8229,0.8386,429.2869,1.9967,180.2975,2015,4
3098,300382,斯莱克,3.7514,95.9642,0.8352,431.0345,0.5795,621.2252,2015,4
3099,300069,金利华电,1.5914,226.2159,0.8352,431.0345,0.5265,683.7607,2015,4
3100,000652,泰达股份,10.4671,34.3935,0.8346,431.3444,0.5103,705.4674,2015,4
3101,600485,信威集团,1.138,316.3445,0.8301,433.6827,0.275,1309.0909,2015,4
3102,603076,乐惠国际,3.9833,90.3773,0.8284,434.5727,0.6095,590.6481,2015,4
3103,002046,轴研科技,2.3592,152.5941,0.8279,434.8351,0.4336,830.2583,2015,4
3104,002646,青青稞酒,104.1441,3.4567,0.8271,435.2557,0.9348,385.1091,2015,4
3105,002062,宏润建设,13.1765,27.3214,0.8244,436.6812,0.7015,513.186,2015,4
3106,603088,宁波精达,2.8537,126.152,0.8221,437.9029,0.5729,628.3819,2015,4
3107,600512,腾达建设,7.3494,48.9836,0.8207,438.6499,0.6516,552.4862,2015,4
3108,300171,东富龙,5.499,65.4664,0.8198,439.1315,0.4595,783.4603,2015,4
3109,603588,高能环境,10.062000000000001,35.7782,0.8196,439.2387,0.6135,586.7971,2015,4
3110,000860,顺鑫农业,50.974,7.0624,0.8093,444.8289,0.8869,405.9082,2015,4
3111,002663,普邦股份,2.2087,162.9918,0.8054,446.9829,0.4825,746.1139999999999,2015,4
3112,002622,融钰集团,3.3031,108.9885,0.804,447.7612,0.2215,1625.2822,2015,4
3113,300461,田中精机,3.755,95.8722,0.8014,449.2139,0.4785,752.3511,2015,4
3114,300216,千山药机,1.2629,285.0582,0.7985,450.8453,0.3836,938.4776,2015,4
3115,300307,慈星股份,2.2771,158.0958,0.797,451.6939,0.2374,1516.4279999999999,2015,4
3116,300523,辰安科技,3.0839999999999996,116.7315,0.7961,452.2045,0.7737,465.2966,2015,4
3117,300447,全信股份,4.0482,88.9284,0.7948,452.9441,0.6381,564.1749,2015,4
3118,000858,五粮液,188.4229,1.9106,0.7946,453.0581,0.5213,690.5812,2015,4
3119,600133,东湖高新,3.1089,115.7966,0.7942,453.2863,0.5578,645.3926,2015,4
3120,000663,永安林业,3.1789,113.2467,0.7938,453.5147,0.6217,579.0574,2015,4
3121,600169,太原重工,0.7774,463.0821,0.7927,454.1441,0.3361,1071.1098,2015,4
3122,000812,陕西金叶,7.3471,48.9989,0.7908,455.2352,0.4999,720.1439999999999,2015,4
3123,600986,科达股份,2.36,152.5424,0.7879999999999999,456.8528,0.5008,718.8498,2015,4
3124,600477,杭萧钢构,4.2387,84.9317,0.7859999999999999,458.0153,0.6933,519.2557,2015,4
3125,600647,同达创业,2.9547,121.8398,0.7838,459.3008,0.2657,1354.9116,2015,4
3126,300503,昊志机电,1.4903,241.5621,0.7822,460.2403,0.6288,572.5191,2015,4
3127,603388,元成股份,5.7311,62.8152,0.7818,460.4758,0.7774,463.0821,2015,4
3128,000511,烯碳退,15.3704,23.4216,0.7806,461.1837,0.4106,876.7657,2015,4
3129,603712,七一二,2.7565,130.6004,0.7805,461.2428,0.7424,484.9138,2015,4
3130,603359,东珠景观,1.3767,261.4949,0.7694,467.8971,0.5329,675.5489,2015,4
3131,002494,华斯股份,4.5631,78.8937,0.7693,467.9579,0.5389,668.0275,2015,4
3132,300189,神农基因,3.6793,97.8447,0.7624,472.1931,0.2947,1221.5813,2015,4
3133,600076,康欣新材,10.2715,35.0484,0.7586,474.5584,0.7458,482.7031,2015,4
3134,000519,中兵红箭,3.0348,118.624,0.7573,475.37300000000005,0.5986,601.4033,2015,4
3135,600559,老白干酒,79.6604,4.5192,0.7538,477.5803,1.3002,276.8805,2015,4
3136,300509,新美星,3.8734,92.9416,0.7529,478.1511,0.6491,554.6141,2015,4
3137,002059,云南旅游,3.3348,107.9525,0.7524,478.4689,0.6202,580.4579,2015,4
3138,000661,长春高新,7.2201,49.8608,0.7519,478.7871,1.1608,310.1309,2015,4
3139,002433,太安堂,9.7512,36.9185,0.7448,483.3512,0.7146,503.7783,2015,4
3140,002667,鞍重股份,1.0283,350.0924,0.7421,485.1098,0.2402,1498.751,2015,4
3141,000090,天健集团,14.4718,24.875999999999998,0.7376,488.0694,0.5739,627.2869999999999,2015,4
3142,002680,长生生物,3.1929,112.7502,0.736,489.1304,0.4309,835.4607,2015,4
3143,300165,天瑞仪器,5.1763,69.5477,0.7359,489.1969,0.2328,1546.3918,2015,4
3144,002298,中电鑫龙,1.0005,359.8201,0.7343,490.2628,0.4128,872.0930000000001,2015,4
3145,002431,棕榈股份,2.1283,169.1491,0.7335,490.7975,0.5016,717.7033,2015,4
3146,601106,中国一重,0.408,882.3529,0.7325,491.4676,0.1771,2032.7499,2015,4
3147,603316,诚邦股份,1.7982,200.2002,0.7313,492.274,0.5745,626.6319,2015,4
3148,000410,沈阳机床,0.8258,435.9409,0.7299,493.2182,0.3604,998.8901,2015,4
3149,600806,退市昆机,1.4447,249.1867,0.7288,493.9627,0.4429,812.8246,2015,4
3150,600616,金枫酒业,12.3858,29.0655,0.7247,496.7573,0.6398,562.6758,2015,4
3151,002509,天广中茂,1.4752,244.0347,0.722,498.615,0.3646,987.3834,2015,4
3152,002901,大博医疗,7.8687,45.7509,0.7149,503.5669,1.2274,293.3029,2015,4
3153,000609,中迪投资,8756.5229,0.0411,0.7123,505.405,0.29100000000000004,1237.1134,2015,4
3154,603396,金辰股份,2.2265,161.6887,0.7084,508.1875,0.5989,601.102,2015,4
3155,000518,四环生物,2.5907,138.9586,0.708,508.4746,0.601,599.0017,2015,4
3156,600809,山西汾酒,668.0645,0.5389,0.7061,509.8428,1.0231,351.8718,2015,4
3157,000869,张裕A,27.0752,13.2963,0.6957,517.4644,1.2311,292.4214,2015,4
3158,600337,美克家居,22.7499,15.8242,0.6953,517.7621,1.2098,297.5698,2015,4
3159,300558,贝达药业,42.1304,8.5449,0.6934,519.1808,2.2262,161.7105,2015,4
3160,600107,美尔雅,10.2501,35.1216,0.6898,521.8904,0.6039,596.1252,2015,4
3161,000159,国际实业,5.5087,65.3512,0.6891,522.4205,0.3549,1014.3702,2015,4
3162,300462,华铭智能,1.4599,246.5922,0.6888,522.6481,0.368,978.2609,2015,4
