,code,name_x,industry,area,pe,outstanding,totals,totalAssets,liquidAssets,fixedAssets,reserved,reservedPerShare,esp,bvps,pb,timeToMarket,undp,perundp,rev,profit,gpr,npr,holders,Unnamed: 0_x,name_y,mbrg_2015q1,nprg_2015q1,nav_2015q1,targ_2015q1,epsg_2015q1,seg_2015q1,Unnamed: 0_y,name_x,mbrg_2015q2,nprg_2015q2,nav_2015q2,targ_2015q2,epsg_2015q2,seg_2015q2,Unnamed: 0_x,name_y,mbrg_2015q3,nprg_2015q3,nav_2015q3,targ_2015q3,epsg_2015q3,seg_2015q3,Unnamed: 0_y,name_x,mbrg_2015q4,nprg_2015q4,nav_2015q4,targ_2015q4,epsg_2015q4,seg_2015q4,Unnamed: 0_x,name_y,mbrg_2016q1,nprg_2016q1,nav_2016q1,targ_2016q1,epsg_2016q1,seg_2016q1,Unnamed: 0_y,name_x,mbrg_2016q2,nprg_2016q2,nav_2016q2,targ_2016q2,epsg_2016q2,seg_2016q2,Unnamed: 0_x,name_y,mbrg_2016q3,nprg_2016q3,nav_2016q3,targ_2016q3,epsg_2016q3,seg_2016q3,Unnamed: 0_y,name_x,mbrg_2016q4,nprg_2016q4,nav_2016q4,targ_2016q4,epsg_2016q4,seg_2016q4,Unnamed: 0_x,name_y,mbrg_2017q1,nprg_2017q1,nav_2017q1,targ_2017q1,epsg_2017q1,seg_2017q1,Unnamed: 0_y,name_x,mbrg_2017q2,nprg_2017q2,nav_2017q2,targ_2017q2,epsg_2017q2,seg_2017q2,Unnamed: 0_x,name_y,mbrg_2017q3,nprg_2017q3,nav_2017q3,targ_2017q3,epsg_2017q3,seg_2017q3,Unnamed: 0_y,name_x,mbrg_2017q4,nprg_2017q4,nav_2017q4,targ_2017q4,epsg_2017q4,seg_2017q4,Unnamed: 0,name_y,mbrg_2018q1,nprg_2018q1,nav_2018q1,targ_2018q1,epsg_2018q1,seg_2018q1
2701,600900,长江电力,水力发电,北京,32.35,115.06,220.0,29738284.0,875619.69,24664518.0,4429616.0,2.01,0.129,6.26,2.66,20031118,4612131.0,2.1,3.75,4.59,47.98,34.75,103260.0,171,长江电力,7.3315,196.5813,11.932,-0.1345,196.114,11.9322,455,长江电力,3.4651,53.2438,11.1756,-2.9315,53.2329,11.1758,1309,长江电力,-10.4692,0.4623,6.8879,-4.248,0.454,6.8879,2003,长江电力,-9.8845,-2.6204,6.0588,-3.3989,-2.622,6.0243,1350,长江电力,18.9427,0.0227,5.7036,-4.2493,0.175,5.6623,575,长江电力,99.9926,47.6949,33.9465,110.6498,32.8997,33.9035,476,长江电力,101.7465,72.0803,40.376,110.1802,45.2286,39.9983,485,长江电力,101.9029,81.7482,40.6884,110.4925,35.2907,40.3797,837,长江电力,72.5515,43.5517,41.6288,112.7659,7.5109,41.2612,1836,长江电力,-3.878,5.5262,5.8713,-1.1018,-12.0554,5.5469,1739,长江电力,-0.0484,8.702,5.2212,1.1845,-3.3992,5.1726,1905,长江电力,2.4673,6.3848,5.4405,0.1684,7.1247,5.384,1751,长江电力,3.7499,4.5658,5.0452,-1.0313,4.5491,5.0229
2702,600197,伊力特,白酒,新疆,18.65,4.41,4.41,320400.03,264054.63,36734.8,20611.25,0.47,0.274,5.19,3.93,19990916,129987.82,2.95,8.63,8.42,50.06,23.29,29508.0,1538,伊力特,0.7547,-22.499,9.1632,-0.696,-22.5059,9.2777,1529,伊力特,0.7907,-10.0717,9.8478,3.4681,-9.985,9.9786,1585,伊力特,0.595,-15.6556,7.4357,6.4106,-15.5981,7.5408,1738,伊力特,0.5675,5.0107,10.9078,5.8188,5.1653,11.0001,861,伊力特,6.3039,21.4776,11.3509,11.174,21.4155,11.4399,1384,伊力特,1.5788,4.1987,6.5868,0.3678,4.064,6.6375,1643,伊力特,2.441,0.9677,6.0446,5.2,0.9038,6.0878,2172,伊力特,3.3838,-1.7353,5.4803,11.1518,-1.8145,5.516,1134,伊力特,8.7345,26.6881,6.4502,5.7901,26.7839,6.4924,1444,伊力特,1.08,17.2408,10.6085,8.7024,17.3816,10.6882,1646,伊力特,8.3326,10.9317,10.1754,9.6181,10.8824,10.2227,1191,伊力特,13.3417,28.6502,15.6129,12.9938,27.6406,12.782,1596,伊力特,8.6257,8.4451,15.2228,23.64,8.4027,12.5432
2703,600509,天富能源,火力发电,新疆,21.12,9.06,11.51,1999561.75,427831.41,1473129.5,399064.97,3.47,0.064,5.71,0.95,20020228,110805.71,0.96,18.61,-45.01,24.34,6.06,53876.0,1033,天富能源,14.5223,7.3057,1.3735,25.7995,7.6923,1.9766,1159,天富能源,6.462999999999999,7.2245,7.7113,21.71,8.7379,8.6675,1230,天富能源,-1.374,3.6182,5.1185,12.5394,5.8065,6.1354,2211,天富能源,-2.107,-12.813,4.1388,21.0312,-7.8947,4.9511,1823,天富能源,-7.7866,-38.7047,4.1092,22.558000000000003,-35.7143,3.7025,2068,天富能源,0.5141,-36.3666,3.7383,19.4055,-37.5,3.1477,1812,天富能源,3.0346,-7.1175,3.2834,23.1483,-7.9268,2.5860000000000003,2179,天富能源,4.3648,-1.9438,3.2337,12.1789,0.0,2.8451,646,天富能源,17.1195,65.9416,3.7533,11.3418,66.6667,3.9769,1514,天富能源,10.2875,15.0339,2.97,11.6887,21.4286,3.1853,1898,天富能源,8.3245,4.7907,4.5948,7.5833,5.297999999999999,4.8652,2842,天富能源,16.5509,-45.5147,35.6666,0.2345,-45.7143,36.8591,2513,天富能源,18.611,-44.7298,33.5038,0.7048,-60.0,34.6082
2704,300472,新元科技,专用机械,北京,93.99,0.33,1.33,182381.67,93950.78,18452.5,89612.1,6.76,0.09,8.98,3.14,20150611,14639.73,1.1,145.09,301.63,34.64,9.24,5922.0,2344,新元科技,436.8452,,,,-285.7143,,1284,新元科技,8.3256,2.7548,,,-24.1379,,1404,新元科技,28.7374,-5.2516,,,-31.25,,2470,新元科技,11.4477,-26.9498,93.578,41.7061,-37.6812,93.578,2043,新元科技,-20.892,-78.5287,92.0912,52.0397,-84.6154,91.9722,2331,新元科技,-31.9031,-79.903,2.2134,3.7018,-81.8182,2.1507,2362,新元科技,-25.1501,-66.2085,2.8122,17.5517,-72.7273,2.7032,2692,新元科技,2.2451,-35.9116,3.2029,21.9933,-55.81399999999999,2.8963,736,新元科技,27.7452,52.1175,3.9888,22.8753,0.0,3.8448,1071,新元科技,90.0179,32.6359,4.0544,17.9518,0.0,3.8073,1522,新元科技,63.3658,15.3816,3.9242,5.5183,0.0,3.7629,904,新元科技,38.2382,41.8405,120.0681,158.5668,10.5263,114.1407,106,新元科技,145.0853,405.8269,215.3321,207.6759,350.0,209.1936
2706,600053,九鼎投资,多元金融,江西,53.56,4.34,4.34,506347.91,309824.81,4216.03,18868.02,0.44,0.106,4.66,4.89,19970418,122048.85,2.82,13.03,-17.22,98.61,27.68,20591.0,1162,九鼎投资,3.6148,2.842,8.2194,-7.5314,2.4242,8.2194,451,九鼎投资,21.0561,53.5065,7.2185,-8.077,53.4058,7.2185,1695,九鼎投资,-5.091,-22.6112,4.8894,-0.1051,-22.6237,4.8894,125,九鼎投资,39.9075,278.0673,37.0561,82.3223,279.2609,31.9128,84,九鼎投资,212.2354,421.3605,38.4148,69.5689,411.0947,33.0109,95,九鼎投资,288.5955,508.1807,53.1824,68.2871,502.7397,47.1644,54,九鼎投资,174.2371,850.5062,68.1504,61.0229,841.2552,61.7106,332,九鼎投资,46.3077,121.2573,44.7044,-7.517,119.1557,45.5962,563,九鼎投资,-40.452,78.6751,66.6996,-0.2277,82.7786,68.6833,2393,九鼎投资,-49.7594,-20.6325,35.9101,0.8047,-21.3427,36.9633,2778,九鼎投资,-55.1775,-49.2407,19.1654,-3.7277,-50.7189,19.6348,2877,九鼎投资,-54.0195,-47.7361,19.1683,11.9332,-48.4258,19.6193,2103,九鼎投资,13.0326,-12.7642,2.1108,14.2039,-15.7561,2.0031
2707,2578,闽发铝业,铝,福建,244.6,5.48,9.88,169248.22,79959.88,59036.88,22132.25,0.22,0.004,1.51,2.65,20110428,24197.92,0.24,9.51,-40.22,6.86,1.69,37298.0,1344,闽发铝业,1.6743,-6.6155,3.6681,-3.3757,0.0,3.7533,1640,闽发铝业,-2.0514,-16.8433,-0.2484,-9.8885,-60.0,-0.1917,1829,闽发铝业,-7.8749,-31.6151,-0.8491,-0.9022,-70.5882,-0.7784,2747,闽发铝业,-13.1546,-47.5534,-1.4141,-2.4436,-80.9524,-1.3543,1928,闽发铝业,-10.9316,-52.4033,-2.0919,2.7864,-83.3333,-2.0439,2208,闽发铝业,-11.928,-55.9888,1.0316,-6.9584,-50.0,1.1148,2263,闽发铝业,-12.5465,-46.4594,47.4862,30.1376,-40.0,47.9802,2318,闽发铝业,-8.8699,-8.9678,48.0331,32.7854,0.0,48.5478,807,闽发铝业,3.8555,46.2631,48.3201,32.7829,0.0,48.8102,520,闽发铝业,11.9074,94.6287,48.5151,36.0144,-50.0,49.0056,431,闽发铝业,14.5094,114.1814,2.0002,-1.0795,-23.3333,2.0761,361,闽发铝业,17.8901,124.7674,2.4179,0.3529,0.0,2.4842,2482,闽发铝业,9.5118,-41.8975,2.3407,0.252,-59.0,2.3459
2708,2186,全 聚 德,酒店餐饮,北京,33.06,3.06,3.08,204163.81,119256.76,55164.61,53977.07,1.75,0.121,5.02,3.18,20071120,55545.73,1.8,1.51,4.64,59.6,8.39,23715.0,1128,全聚德,0.8261,3.8355,38.3536,26.6538,-4.2163,41.9772,1290,全聚德,2.3117,2.4994,38.241,-0.8341,-2.03,43.6329,1334,全聚德,0.7137,-0.2328,3.092,5.0278,-4.6434,4.4837,1801,全聚德,0.389,3.1469,5.7102,7.8782,0.1885,5.2648,1338,全聚德,-0.7107,0.61,5.5842,5.9695,4.1148,5.2383,1442,全聚德,-2.0952,2.0616,5.5476,5.1196,3.1982,4.9844,1536,全聚德,-0.3651,4.5222,5.597,7.0118,5.5221,5.1208,1946,全聚德,-0.325,5.1102,4.9091,6.4644,6.4455,5.2122,1534,全聚德,-1.2733,10.4325,5.0392,8.8897,5.8824,5.2278,1565,全聚德,-1.1416,13.3477,4.982,7.0621,8.6862,5.1989,1820,全聚德,-1.1431,6.3975,4.7348,5.8182,3.0685,4.8376,2151,全聚德,0.7240000000000001,0.3907,4.1293,4.4995,-2.5635,4.2797,1808,全聚德,1.5147,3.2436,4.1073,1.5439,4.6007,4.2882
2709,300347,泰格医药,医疗保健,浙江,68.58,3.33,5.0,393426.38,156827.06,20763.81,130525.17,2.61,0.192,5.28,9.97,20120817,76487.78,1.53,33.16,121.07,44.93,20.27,14069.0,441,泰格医药,87.0333,46.5638,18.4537,30.325,-32.0,14.1288,474,泰格医药,84.9407,51.1422,22.3564,30.1325,-30.4177,16.7008,592,泰格医药,56.733,36.8497,19.6911,15.9388,-35.306,16.2596,974,泰格医药,53.2271,27.4908,16.2521,18.5924,-38.9831,16.0749,1072,泰格医药,26.9036,10.4734,67.6454,79.2641,-47.0588,69.883,1486,泰格医药,32.4784,0.7963,66.0391,86.4762,-3.7373,69.8018,1841,泰格医药,29.3785,-8.9591,61.8174,53.2163,-17.6722,65.3549,2340,泰格医药,22.7316,-9.8399,72.6017,48.3405,-16.6667,62.2996,1338,泰格医药,29.4484,17.4605,25.0319,19.0601,0.0,11.3525,674,泰格医药,31.3604,63.5915,66.8452,51.2621,40.7059,55.4797,465,泰格医药,38.3198,105.9755,65.7044,58.3899,89.40899999999998,55.0818,399,泰格医药,43.6338,111.8712,53.2241,50.0283,100.6,53.8916,440,泰格医药,33.1578,93.1967,51.9011,59.9837,111.1111,57.8582
2710,2267,陕天然气,供气供热,陕西,6.99,11.12,11.12,1191239.88,302807.59,684977.31,128990.01,1.16,0.282,5.34,1.48,20080813,282505.88,2.54,8.84,42.6,15.88,10.84,38173.0,714,陕天然气,28.5819,21.8027,41.1855,12.5739,9.6632,41.4331,693,陕天然气,33.269,29.7002,43.3898,8.5205,17.2954,43.7225,670,陕天然气,32.7678,30.5321,11.3676,-0.5867,18.5322,11.1032,1376,陕天然气,27.5789,14.6507,11.0038,3.5899,7.0892,10.1345,1047,陕天然气,20.0043,11.5691,11.2316,6.5046,12.2852,10.464,1381,陕天然气,15.9075,4.359,10.2028,9.637,4.8544,9.232,1747,陕天然气,9.4925,-3.7271,9.1686,8.5009,-3.2258,8.596,2406,陕天然气,6.189,-13.8623,7.1531,2.5457,-13.2587,7.2441,2270,陕天然气,5.1745,-35.3152,4.428,2.3532,-35.5259,4.4416,2560,陕天然气,6.1059,-34.3839,5.2397,2.6755,-34.4329,5.4896,2677,陕天然气,7.2869,-37.213,4.7241,-0.3458,-37.3118,4.8892,2562,陕天然气,5.9963,-20.3839,5.0547,4.1432,-22.2392,5.0442,803,陕天然气,8.8376,43.0011,6.6189,10.7929,42.5758,6.6191
2711,2511,中顺洁柔,造纸,广东,29.98,12.45,12.88,508837.41,226390.13,244801.91,113445.11,0.88,0.077,2.44,3.76,20101125,126015.38,0.98,18.65,30.93,38.84,8.05,19898.0,1105,中顺洁柔,12.379,4.7251,2.9739,2.1468,-21.7143,2.9739,734,中顺洁柔,15.1406,26.6502,3.1521,2.0342,4.5556,3.1521,680,中顺洁柔,16.8415,29.7798,3.3695,1.6298,4.5385,3.3695,896,中顺洁柔,17.3368,30.6567,3.5807,-0.1258,5.8824,3.5807,292,中顺洁柔,41.4775,104.8262,4.7559,2.7671,65.146,4.7559,292,中顺洁柔,36.3196,131.0799,6.1355,-0.9146,131.0308,6.1355,239,中顺洁柔,32.578,173.8987,8.5071,-3.7797,173.8043,8.5071,217,中顺洁柔,28.7387,195.2699,10.7816,-0.7001,200.0,10.7816,652,中顺洁柔,20.8591,65.2268,12.4505,-0.7795,70.9392,12.4505,832,中顺洁柔,19.8506,47.815,11.4801,2.929,-2.5759,11.4801,1037,中顺洁柔,22.2978,36.1458,11.5704,13.5331,-10.2392,11.5704,1065,中顺洁柔,21.7623,34.0412,12.8898,28.3523,-12.963,12.8898,1014,中顺洁柔,18.6529,30.9285,12.5255,12.6335,-13.7039,12.5255
2712,600874,创业环保,环境保护,天津,41.78,10.87,14.27,1339327.5,441595.09,37737.6,39911.5,0.28,0.077,3.78,3.39,19950630,309101.31,2.17,1.0,-8.19,38.35,22.21,118346.0,711,创业环保,13.0891,21.9225,5.6829,0.2918,19.0476,5.6053,736,创业环保,11.1642,26.6287,6.189,-7.9972,30.0,6.1339,683,创业环保,12.0148,29.6319,6.9182,-9.9665,27.7778,6.8173,1592,创业环保,5.8054,8.4249,6.4724,-7.4606,4.5455,5.5301,661,创业环保,1.265,34.806,7.0794,-8.448,34.0,6.1662,816,创业环保,-3.1752,28.0389,7.4873,-1.485,30.7692,6.7234,1335,创业环保,-0.5342,11.7293,6.9289999999999985,5.4176,13.0435,6.1531,984,创业环保,1.2646,35.8301,8.337,5.8869,34.7826,7.7994,1145,创业环保,7.3063,26.047,8.1258,7.7884,25.3731,7.525,1588,创业环保,6.3687,12.788,8.0019,10.178,5.8824,7.183,1554,创业环保,4.548,14.3963,8.2828,7.2746,11.5385,7.5176,1718,创业环保,9.6839,10.9614,8.1929,17.0286,16.129,7.8548,2053,创业环保,0.9978,-9.2164,20.6023,23.6782,-8.3333,14.1544
2713,2615,哈尔斯,家居用品,浙江,65.12,2.35,4.1,169084.66,77419.11,56361.01,3573.23,0.09,0.029,2.0,3.8,20110909,30522.3,0.74,2.78,-66.91,28.59,3.05,25460.0,1833,哈尔斯,7.9126,-58.0071,5.0257,9.5251,-57.8947,5.0257,2053,哈尔斯,-3.2164,-63.9537,-0.2478,0.3323,-82.2222,-0.2478,1999,哈尔斯,-1.4848,-49.9384,-0.5675,9.1544,-67.7419,-0.5675,2742,哈尔斯,1.5725,-47.32100000000001,-0.7062,9.5684,-74.02600000000002,-1.3017,611,哈尔斯,28.5976,38.9992,-0.3804,36.5179,-37.5,-0.9092,316,哈尔斯,55.1639,114.3417,7.8319,53.1717,50.0,7.3172,216,哈尔斯,70.975,195.375,13.4561,52.4733,55.0,13.0025,191,哈尔斯,76.883,215.6884,17.7784,64.291,120.0,17.3143,245,哈尔斯,89.5193,256.8728,23.3948,29.8499,160.0,22.5723,390,哈尔斯,37.3959,135.0245,17.8588,21.8983,58.3333,17.1292,1297,哈尔斯,8.5997,23.6332,13.5765,18.336,-16.129,12.952,2421,哈尔斯,7.2761,-12.3073,7.4325,13.3466,-38.6364,8.1126,2682,哈尔斯,2.7823,-69.0574,3.58,19.743,-76.9231,3.6604
2714,2573,清新环境,环境保护,北京,34.98,10.79,10.81,1243245.75,648298.25,488546.75,84537.5,0.78,0.108,4.02,3.74,20110422,212788.75,1.97,50.77,22.3,30.13,11.47,89489.0,499,清新环境,100.4943,40.3291,8.6152,31.2464,33.3333,9.7188,397,清新环境,68.4814,63.7829,10.9323,30.6997,-24.0,11.7475,344,清新环境,68.8544,74.307,12.4831,25.2471,-15.3846,14.8286,384,清新环境,77.6167,87.2232,16.2872,35.9736,-6.2426,19.4269,778,清新环境,-19.0049,25.9172,18.502,31.2237,-33.3333,18.9389,807,清新环境,13.7253,28.5714,29.7112,73.4333,31.5789,22.2994,730,清新环境,29.5893,40.5869,28.6766,75.3756,41.6364,21.662,808,清新环境,49.66,45.4078,32.3303,71.4638,46.6919,25.4212,1412,清新环境,115.6381,14.8478,31.978,63.3045,12.5,25.1927,1468,清新环境,42.63399999999999,16.4145,21.6213,25.3094,16.0,23.1721,1296,清新环境,57.6452,23.685,24.1468,21.2375,23.1065,25.8241,2394,清新环境,20.6315,-10.5092,15.8978,12.8363,-13.0584,16.7205,908,清新环境,50.7733,36.71,16.2709,13.087,18.3333,16.6952
2715,601228,广州港,港口,广东,37.01,14.43,61.93,2186324.0,303076.34,1239346.13,186195.02,0.3,0.042,1.99,3.12,20170329,387348.38,0.63,19.46,59.43,25.03,11.86,147417.0,1662,广州港,-5.2453,-34.1236,22.2219,32.1593,-37.5,24.9632,1664,广州港,4.4976,-18.1635,7.1027,13.3168,,7.7631,1488,广州港,5.1051,-10.5313,6.6358,5.997999999999998,,7.2773,2225,广州港,10.4127,-13.8153,5.7371,9.7184,-20.0,5.0335,1444,广州港,8.3173,-6.3191,3.5603,4.8353,-100.0,2.1299,1800,广州港,6.6346,-15.959,5.8812,7.4156,-14.2857,4.3863,1823,广州港,23.1354,-7.9812,6.0517,8.1307,-100.0,4.6674,2122,广州港,15.2665,0.5787,5.7614,5.4731,0.0,5.6766,1060,广州港,34.6675,30.1812,20.7775,13.0172,,22.7195,1539,广州港,29.66,14.2725,19.2296,5.2152,1.1667,21.7755,1584,广州港,8.6597,13.2901,20.7286,7.096,,21.9962,1901,广州港,7.3714,6.555,20.6281,5.5248,0.0,20.8434,652,广州港,19.4557,57.3847,6.6323,-2.2494,50.0,5.3879
2716,2293,罗莱生活,纺织,江苏,18.62,6.99,7.45,504565.69,375166.75,37139.57,77052.18,1.03,0.21,4.8,3.26,20090910,179600.47,2.41,10.75,33.94,43.1,13.36,28579.0,752,罗莱生活,7.3156,19.7821,17.1434,16.6025,17.1429,14.2614,863,罗莱生活,12.3796,18.9732,9.8031,12.229,-53.5714,6.5712,871,罗莱生活,8.8352,19.541,10.5176,10.2314,-53.5354,7.1925,1687,罗莱生活,5.5853,6.2574,6.7595,11.8784,-59.1549,5.4059,1398,罗莱生活,8.1446,-3.7617,6.3344,12.7458,-62.1951,4.8637,1787,罗莱生活,7.4487,-15.2741,11.5585,19.2187,-17.3462,10.4036,1971,罗莱生活,5.3355,-18.3354,10.3534,20.692,-19.5652,8.5019,2500,罗莱生活,8.1143,-19.9192,8.4655,20.7595,-22.0517,7.1428,1549,罗莱生活,38.6606,9.9089,8.4904,27.6051,7.4194,7.1777,1680,罗莱生活,47.5289,10.4993,8.5456,22.0602,7.1661,7.0027,1310,罗莱生活,47.6696,22.8775,8.3098,18.9968,19.4054,7.8422,1071,罗莱生活,47.8912,33.7231,9.4598,9.0269,34.5499,9.7105,1089,罗莱生活,10.753,27.1363,23.8071,10.2677,28.5285,25.0463
2717,600619,海立股份,机械基件,上海,26.03,4.61,8.66,1405820.38,899827.69,359451.06,209946.05,2.42,0.115,4.92,2.43,19921116,102925.3,1.19,45.92,109.88,13.14,2.78,58530.0,1403,海立股份,-20.2413,-10.0267,4.3681,-5.1008,-20.0,1.0698,1524,海立股份,-14.6882,-9.9138,4.6416,-10.9287,-20.0,0.8732,1748,海立股份,-13.7962,-25.5072,40.6025,16.625,-40.0,47.6226,2446,海立股份,-13.3979,-25.6161,51.1108,22.3984,-35.7143,62.4414,1844,海立股份,14.4096,-41.0815,45.3369,28.3481,-50.0,60.0479,2036,海立股份,13.6348,-32.7197,45.2322,27.8371,-50.0,60.8526,1348,海立股份,18.8326,11.3158,8.6588,3.8846,0.0,10.4754,366,海立股份,25.2274,110.2145,1.6095,10.3395,122.2222,2.5426,394,海立股份,45.7696,134.6461,3.5728,11.365,150.0,3.8937,347,海立股份,40.4568,156.2763,4.7162,17.7662,225.0,4.6424,228,海立股份,50.6118,214.0877,5.9406,20.6516,283.3333,5.8781,708,海立股份,41.4837,57.6794,5.544,16.7412,60.0,4.7177,345,海立股份,45.9228,124.0833,5.4131,14.6795,120.0,5.1433
2718,600967,内蒙一机,运输设备,内蒙,91.53,9.6,16.9,1990065.75,1488059.25,201724.77,395904.81,2.34,0.036000000000000004,4.66,2.81,20040518,203859.31,1.21,0.35,-13.22,11.69,3.93,42171.0,2021,内蒙一机,-58.7713,-127.3554,-2.6142,-9.1595,-115.2174,1.3749,2222,内蒙一机,-54.8972,-112.4259,-6.8683,-13.5906,-113.7931,-3.4089,2235,内蒙一机,-53.5076,-130.3753,-3.6471,-13.0303,-132.6772,-4.3057,3000,内蒙一机,-32.8913,-122.3619,-2.8485,-5.381,-128.2787,-3.1252,2751,内蒙一机,-30.1664,,-3.9433,-6.5329,103.5714,-4.1946,2710,内蒙一机,-26.835,,-1.6341,-3.6356,30.5556,-2.6487,3006,内蒙一机,11.5651,,0.6171,3.0559,-53.012,-0.2779,3197,内蒙一机,402.4214,,207.4356,333.5277,-563.7681,220.4663,2895,内蒙一机,552.2079,,217.1766,391.8678,-171.9298,230.7174,2983,内蒙一机,644.8473,,215.7711,349.9997,-346.8085,232.4045,3290,内蒙一机,518.1201,,222.8201,327.8364,-587.1795,240.0595,1917,内蒙一机,18.9621,6.093,7.7334,29.1372,-3.125,7.7810000000000015,2107,内蒙一机,0.3461,-12.9736,7.3876,28.1189,-12.1951,7.4319
2720,2288,超华科技,元器件,广东,88.84,8.0,9.32,284853.0,126953.27,72157.31,54885.13,0.59,0.017,1.85,3.18,20090903,22711.67,0.24,5.39,38.13,16.21,5.15,69665.0,744,超华科技,-9.9244,20.2202,0.4689,-3.3889,28.7097,0.1595,1626,超华科技,-19.2963,-16.2017,47.5477,1.6903,-59.0909,49.0926,1597,超华科技,-18.1813,-16.0967,46.8052,11.5505,-61.7978,48.2652,249,超华科技,-12.8083,138.1208,44.1969,10.1854,55.5556,49.8523,1925,超华科技,-12.1121,-51.7177,42.7996,12.6013,-77.4436,48.5717,2361,超华科技,-6.2120000000000015,-87.6464,-3.7763,9.3642,-87.7778,-1.1399,2426,超华科技,-5.8304,-86.3975,-3.8714,-6.239,-85.2941,-1.1729,3055,超华科技,-1.1918,-322.5606,-3.6728,-4.7889,-326.1905,-3.6728,999,超华科技,35.7447,33.2957,-3.5211,7.3721,33.3333,-3.5211,78,超华科技,48.4046,912.1913,-2.0045,12.1357,912.1212,-2.0045,76,超华科技,49.4645,713.9238,-1.9991,17.1779,680.0,-1.9991,3300,超华科技,38.9579,,1.7137,17.496,-159.5489,1.7137,886,超华科技,5.3856,38.1354,1.9771,2.6082,37.5,1.9771
2721,600988,赤峰黄金,黄金,内蒙,65.56,14.26,14.26,505682.34,237204.97,156162.67,23042.75,0.16,0.022,1.95,2.93,20040414,110872.9,0.78,27.39,304.53,16.01,6.57,104507.0,531,赤峰黄金,126.9131,38.0684,213.6924,104.2621,-40.0,213.6924,589,赤峰黄金,121.8249,38.2901,195.8222,118.7392,18.75,195.8222,1727,赤峰黄金,94.9939,-24.3611,180.8112,104.6697,-39.1304,173.81599999999997,1790,赤峰黄金,86.8474,3.4378,165.9923,129.8976,-37.037,159.5545,1470,赤峰黄金,69.7014,-8.0875,14.7289,25.7619,-33.3333,11.8742,1913,赤峰黄金,21.254,-23.1279,12.2473,18.5385,-36.8421,9.2823,524,赤峰黄金,41.5342,64.2859,14.2982,21.8544,50.0,13.9264,858,赤峰黄金,32.7401,42.4013,16.148,12.0937,32.3529,15.8058,2360,赤峰黄金,10.1766,-46.7231,15.4497,20.6847,-50.0,15.1166,2242,赤峰黄金,12.778,-12.0236,15.6293,33.3828,-8.3333,15.4359,2119,赤峰黄金,36.5387,-2.4876,15.4656,35.8688,0.0,15.3965,2490,赤峰黄金,22.4849,-16.2828,11.3369,25.8714,-57.7778,11.318,184,赤峰黄金,27.3894,256.8109,12.1694,12.1931,100.0,12.1379
2722,590,启迪古汉,中成药,湖南,150.29,2.23,2.39,84528.03,48991.85,16370.98,43949.56,1.84,0.023,2.46,5.57,19960119,-13607.7,-0.57,-17.13,-49.03,48.15,9.22,12021.0,137,启迪古汉,57.7214,244.484,-28.4426,3.2539,245.1128,-28.4426,81,启迪古汉,70.5326,470.2777,-27.6737,9.8905,468.5393,-27.6737,19,启迪古汉,56.5497,2226.5562,-20.5831,10.8199,2211.4754,-20.5831,3372,启迪古汉,45.0948,,11.78,0.1046,-126.087,11.78,701,启迪古汉,6.073,31.493,12.419,11.8234,31.5904,12.419,1493,启迪古汉,2.2558,0.6277,14.6104,6.204,5.7312,10.8047,2365,启迪古汉,0.0024,-66.4407,4.1664,-4.4464,-60.8511,1.2487,330,启迪古汉,7.6992,123.9744,28.2621,7.3616,146.6068,26.811,2193,启迪古汉,-23.5685,-27.0438,25.5441,-7.4807,-20.6954,23.8934,1829,启迪古汉,-2.3954,5.7497,147.148,38.5605,15.514,154.4687,1774,启迪古汉,-3.022,7.6635,147.7439,37.685,14.8551,154.3049,3032,启迪古汉,8.2318,-80.2309,120.9957,38.5389,-66.6532,123.5245,2509,启迪古汉,-17.1286,-44.5409,113.8745,52.3514,-52.4008,116.7241
2723,2364,中恒电气,电气设备,浙江,131.81,5.2,5.64,258488.45,208364.19,21801.67,105382.85,1.87,0.019,4.18,2.41,20100305,66915.81,1.19,2.29,-65.05,30.85,6.65,40767.0,576,中恒电气,50.6253,32.1868,12.3692,16.976,25.0,12.1544,594,中恒电气,47.5745,37.5724,21.0213,24.4228,-33.3333,19.2286,636,中恒电气,40.5358,33.2441,17.0714,26.2243,-34.4828,14.3819,1288,中恒电气,40.0933,16.7581,28.7801,35.6556,-44.898,23.0654,462,中恒电气,27.0228,55.6513,29.0151,41.5694,-20.0,24.0648,555,中恒电气,20.6324,49.131,23.4478,34.8216,58.3333,20.5116,948,中恒电气,11.1124,27.3665,107.6736,83.6247,31.5789,108.2107,1729,中恒电气,5.8587,10.5257,93.4496,62.1724,7.4074,96.9927,2223,中恒电气,-12.934,-30.6352,89.7101,57.3664,-37.5,92.6508,2635,中恒电气,-7.7229,-42.5413,81.6023,50.4365,-42.1053,84.3112,2721,中恒电气,-4.8201,-41.9201,3.2758,1.7615,-44.0,3.0105,2961,中恒电气,-2.8099,-63.6915,-0.9861,0.7295,-62.069,0.5209,2653,中恒电气,2.2898,-64.4841,-1.5851,-1.4917,-60.0,-0.2489
