code,name,industry,area,pe,outstanding,totals,totalAssets,liquidAssets,fixedAssets,reserved,reservedPerShare,esp,bvps,pb,timeToMarket,undp,perundp,rev,profit,gpr,npr,holders
603939,益丰药房,医药商业,湖南,53.91,3.63,3.63,510728.25,344686.63,31646.96,200733.84,5.53,0.278,9.01,6.66,20150217,84633.99,2.33,37.41,45.57,40.12,6.81,7530.0
603887,城地股份,建筑施工,上海,46.63,0.58,1.03,123969.92,109507.2,8315.03,44760.37,4.35,0.159,7.55,3.92,20161010,28013.2,2.72,37.11,6.94,15.65,7.02,11867.0
603880,南卫股份,医疗保健,江苏,50.49,0.25,1.0,80029.05,56044.75,7013.18,26054.42,2.61,0.122,5.44,4.53,20170807,15664.88,1.57,0.0,0.0,25.61,10.25,10557.0
603843,正平股份,建筑施工,青海,60.94,1.93,4.0,473199.75,352058.41,45174.01,37026.4,0.93,0.06,3.27,3.78,20160905,43340.73,1.08,248.13,245.44,7.77,3.39,25696.0
603825,华扬联众,互联网,北京,330.81,0.4,1.64,465121.56,426021.66,3150.91,66023.6,4.02,0.027000000000000003,7.76,4.56,20170802,41338.28,2.52,37.9,34.11,10.03,0.22,8935.0
603818,曲美家居,家居用品,北京,58.18,4.84,4.84,204166.72,117789.76,54268.82,32885.01,0.68,0.057999999999999996,3.34,4.03,20150422,71941.21,1.49,15.02,12.46,36.27,7.1,22019.0
603690,至纯科技,专用机械,上海,430.21,0.91,2.1,107877.65,79356.55,12574.8,5344.6,0.25,0.011000000000000001,1.95,9.39,20170113,15101.15,0.72,49.58,-71.36,32.15,3.04,19885.0
603602,纵横通信,通信设备,浙江,0.0,0.2,0.8,94890.88,93881.96,603.98,24536.5,3.07,-0.043,7.99,6.25,20170810,27319.88,3.41,0.0,0.0,7.99,-4.44,15393.0
603598,引力传媒,影视音像,北京,78.86,0.97,2.71,209993.27,140877.97,631.82,12158.49,0.45,0.053,2.5,6.66,20150527,32011.65,1.18,45.13,13.16,8.42,1.61,24620.0
603538,美诺华,化学制药,浙江,85.19,0.75,1.2,165722.48,85250.57,24256.75,50696.32,4.22,0.066,9.37,2.39,20170407,48730.51,4.06,6.35,-40.77,26.58,5.09,9813.0
603520,司太立,化学制药,浙江,39.2,0.65,1.2,209194.56,85016.88,74674.1,45597.76,3.8,0.185,7.33,3.95,20160309,24919.39,2.08,0.39,-21.03,38.61,11.25,15056.0
603508,思维列控,软件服务,河南,25.47,0.65,1.6,280444.69,228520.47,17179.52,134548.41,8.41,0.35700000000000004,16.27,2.24,20151224,100119.96,6.26,43.7,36.97,56.9,35.99,23184.0
603501,韦尔股份,半导体,上海,100.19,1.37,4.56,320183.31,273670.69,18857.52,96923.63,2.13,0.094,2.8,13.44,20170504,54538.82,1.2,105.97,19.22,27.89,5.23,20965.0
603398,邦宝益智,文教休闲,广东,106.0,0.53,2.12,71894.72,42348.95,23397.46,21962.77,1.03,0.032,2.98,4.49,20151209,18030.42,0.85,2.38,-41.37,30.46,9.82,14332.0
603393,新天然气,供气供热,新疆,17.58,0.96,1.6,231637.27,159126.73,61832.92,117074.22,7.32,0.461,12.61,2.57,20160912,53907.92,3.37,19.68,32.88,26.71,22.38,24150.0
603365,水星家纺,纺织,上海,23.93,0.67,2.67,249447.0,204434.63,25251.73,89942.9,3.37,0.272,7.91,3.29,20171120,84946.71,3.19,0.0,0.0,36.42,12.15,15790.0
603318,派思股份,专用机械,辽宁,155.37,3.61,4.03,181956.66,104703.18,20254.73,52197.23,1.29,0.023,2.56,5.52,20150424,8940.9,0.22,137.07,277.87,26.84,5.63,17482.0
603315,福鞍股份,机械基件,辽宁,249.35,2.0,2.2,138449.25,85015.71,34277.6,59994.96,2.73,0.012,4.47,2.78,20150424,13803.12,0.63,65.32,16.33,16.91,2.87,15523.0
603188,亚邦股份,染料涂料,江苏,14.39,5.76,5.76,505973.94,201544.66,218336.52,43837.03,0.76,0.19699999999999998,5.28,2.15,20140909,179007.0,3.11,-22.69,-38.49,46.06,17.52,34506.0
603177,德创环保,环境保护,浙江,0.0,0.62,2.02,113602.1,96517.99,12387.49,11599.0,0.57,-0.036000000000000004,2.62,6.85,20170207,17214.24,0.85,-16.42,-1.68,22.87,-6.52,26419.0
603108,润达医疗,医药商业,上海,40.03,2.22,5.8,751824.56,420190.44,76247.8,102373.24,1.77,0.09699999999999999,4.04,3.85,20150527,69847.5,1.21,70.58,69.99,26.81,4.36,16696.0
603066,音飞储存,仓储物流,江苏,71.45,1.38,3.02,117683.97,96634.81,9921.38,19621.06,0.65,0.039,2.92,3.82,20150611,34402.26,1.14,12.58,2.15,31.72,11.6,20727.0
603033,XD三维股,橡胶,浙江,36.28,0.55,1.27,150062.17,104898.55,18239.67,41709.8,3.28,0.129,8.99,2.08,20161207,54598.23,4.3,24.52,122.65,22.32,7.4,10945.0
601998,中信银行,银行,北京,6.78,319.05,489.35,562470528.0,0.0,2089600.0,5897700.0,1.21,0.249,7.6,0.89,20070427,16578499.0,3.39,4.92,6.82,0.0,30.69,180451.0
601997,贵阳银行,银行,贵州,6.86,12.39,22.99,46032840.0,0.0,248675.0,486194.91,2.12,0.51,11.32,1.22,20160816,1294920.75,5.63,11.72,19.95,0.0,35.88,78547.0
601789,宁波建工,建筑施工,浙江,15.27,9.76,9.76,1384537.25,1201827.38,90231.11,51567.9,0.53,0.066,2.71,1.5,20110816,106002.15,1.09,31.92,23.5,6.02,1.49,44306.0
601628,中国人寿,保险,北京,13.27,208.24,282.65,298631904.0,0.0,2552200.0,5517200.0,1.95,0.478,11.59,2.19,20070109,15270800.0,5.4,-2.52,119.84,0.0,5.1,168715.0
601390,中国中铁,建筑施工,北京,13.34,183.28,228.44,83426048.0,60015176.0,5159982.0,4405792.0,1.93,0.13,6.49,1.15,20071203,7169307.0,3.14,10.13,21.92,8.99,2.17,663073.0
601113,华鼎股份,化纤,浙江,142.72,6.4,11.14,517525.06,305269.63,137468.52,149112.27,1.34,0.03,3.4,4.21,20110509,45010.73,0.4,22.34,-26.84,11.59,3.84,8100.0
601009,南京银行,银行,江苏,6.39,80.7,84.82,117940520.0,0.0,721162.13,1324221.25,1.56,0.34,7.24,1.2,20070719,2532789.5,2.99,7.53,17.61,0.0,43.07,110709.0
600987,航民股份,纺织,浙江,17.33,6.35,6.35,499670.44,281490.19,179657.47,10384.82,0.16,0.163,5.74,1.97,20040809,262894.63,4.14,15.97,10.51,27.0,12.41,22888.0
600973,宝胜股份,电气设备,江苏,43.56,8.95,12.22,1692181.63,1237743.0,292702.66,123741.22,1.01,0.027000000000000003,2.9,1.62,20040802,104436.38,0.85,96.66,8.79,4.46,0.5,40357.0
600896,*ST海投,水运,海南,0.0,5.77,8.69,384824.72,274004.09,2740.4,182228.59,2.1,-0.008,1.92,2.67,19960503,-116249.1,-1.34,59.56,96.12,-38.78,-60.71,40441.0
600880,博瑞传播,广告包装,四川,123.54,7.32,10.93,415383.06,104583.31,30912.69,81681.11,0.75,0.01,3.34,1.42,19951115,138001.23,1.26,-10.19,173.15,23.73,6.21,66776.0
600850,华东电脑,软件服务,上海,27.94,4.23,4.23,499272.0,487860.16,2967.38,942.17,0.02,0.172,5.16,3.72,19940324,170157.02,4.03,8.88,-4.18,16.78,5.05,21854.0
600815,厦工股份,工程机械,福建,63.97,9.59,9.59,638269.88,463523.31,66597.71,205653.67,2.14,0.016,0.59,6.94,19940128,-272630.91,-2.84,-4.64,-24.86,15.96,1.6,46156.0
600803,新奥股份,农药化肥,河北,11.83,12.29,12.29,2352785.25,788692.06,504982.69,180697.8,1.47,0.32,6.26,2.12,19940103,443670.09,3.61,65.93,88.4,22.88,11.7,29882.0
600800,天津磁卡,综合类,天津,0.0,6.11,6.11,50901.07,21841.67,6289.33,13506.77,0.22,-0.021,0.07,73.38,19931206,-74621.4,-1.22,24.82,21.08,17.25,-37.63,62889.0
600796,钱江生化,农药化肥,浙江,0.0,3.01,3.01,102335.36,41635.19,41294.51,3758.08,0.12,-0.018000000000000002,2.08,2.94,19970408,20446.85,0.68,-7.72,-232.38,11.91,-5.5,30733.0
600794,保税科技,仓储物流,江苏,44.64,11.92,12.12,331515.63,129122.85,106976.46,26765.27,0.22,0.025,1.51,2.94,19970306,24354.05,0.2,73.88,315.99,10.63,9.1,86290.0
600785,新华百货,百货,宁夏,13.36,2.26,2.26,501091.41,200928.48,182769.31,31135.9,1.38,0.43,9.24,2.49,19970108,135135.77,5.99,7.11,34.96,20.21,4.29,11499.0
600784,鲁银投资,普钢,山东,9.94,5.68,5.68,380995.03,226818.91,38928.84,57633.88,1.01,0.13699999999999998,2.65,2.06,19961225,26000.85,0.46,-7.73,5777.67,13.87,21.71,46915.0
600764,中国海防,通信设备,北京,1071.33,3.3,3.96,156878.16,119834.92,30931.0,49245.93,1.24,0.006999999999999999,2.79,11.4,19961104,19505.35,0.49,25.81,28.91,36.85,5.8,13384.0
600759,洲际油气,石油开采,海南,55.39,22.58,22.64,1602591.5,298078.88,112180.32,245254.02,1.08,0.018000000000000002,2.28,1.73,19961008,48136.07,0.21,13.42,218.5,60.53,4.85,71457.0
600753,东方银星,批发业,河南,238.03,1.28,1.28,23698.2,22897.05,58.97,14144.52,1.11,0.03,1.29,22.36,19960927,-10400.45,-0.81,6995573.0,517.1,1.42,0.67,5166.0
600751,海航科技,水运,天津,0.0,25.73,28.99,11243055.0,8213048.0,238476.59,1052315.13,3.63,-0.018000000000000002,4.6,1.41,19960909,8584.5,0.03,4.38,-226.07,6.44,-0.07,76743.0
600750,江中药业,中成药,江西,16.35,3.0,3.0,344463.84,201654.75,59215.23,55251.32,1.84,0.387,10.1,2.5,19960923,200907.81,6.7,7.27,6.25,67.9,25.21,32109.0
600745,闻泰科技,通信设备,湖北,0.0,4.83,6.37,1118921.88,781572.31,103389.9,238160.3,3.74,-0.09,5.46,5.59,19960828,42113.51,0.66,-60.73,-141.48,12.02,-3.33,15413.0
600734,实达集团,电脑设备,福建,0.0,3.55,6.24,840366.13,590714.06,21819.7,209117.17,3.35,-0.049,4.56,2.06,19960808,11150.55,0.18,-13.89,-1950.34,7.03,-2.7,40863.0
600733,SST前锋,区域地产,四川,0.0,0.76,1.98,37921.71,32369.59,1495.39,7322.18,0.37,-0.011000000000000001,0.96,54.71,19960816,-8399.15,-0.43,-97.94,-729.83,0.0,-1098.3,13415.0
600724,宁波富达,区域地产,浙江,20.84,14.45,14.45,1391765.88,1116470.63,60741.95,26015.1,0.18,0.039,1.23,2.69,19960716,-14611.17,-0.1,28.25,211.49,28.63,6.94,33471.0
600701,*ST工新,综合类,黑龙江,0.0,7.76,10.35,967227.88,389399.66,298662.22,278449.72,2.69,-0.031,4.08,2.26,19960528,32564.58,0.31,-21.51,-151.73,33.83,-5.43,65680.0
600682,南京新百,百货,江苏,100.81,8.61,11.12,2484623.0,901994.88,332129.19,429745.09,3.86,0.083,7.26,4.58,19931018,176050.06,1.58,11.12,251.92,36.0,2.52,13811.0
600680,*ST上普,通信设备,上海,0.0,2.57,3.82,204606.86,46642.46,8051.46,86861.46,2.27,-0.052000000000000005,0.9,8.51,19931018,-102430.28,-2.68,-38.37,3.36,27.42,-29.07,37730.0
600678,四川金顶,水泥,四川,156.81,3.49,3.49,44057.51,7137.8,16895.92,30535.36,0.87,0.016,0.1,103.25,19931008,-65069.25,-1.86,111.02,167.22,26.65,11.34,36301.0
600642,申能股份,火力发电,上海,18.93,45.52,45.52,5600448.5,1354072.13,2319918.25,322578.75,0.71,0.07400000000000001,5.64,0.99,19930416,458867.16,1.01,14.1,-33.45,6.04,3.42,163922.0
600641,万业企业,区域地产,上海,4.51,8.06,8.06,854766.19,795037.06,230.55,19126.48,0.24,0.71,7.99,1.6,19930407,441473.84,5.48,250.95,387.77,65.13,41.34,44884.0
600610,中毅达,建筑施工,上海,6475.24,3.76,10.71,219136.42,203667.13,1123.58,38262.12,0.36,0.001,1.09,4.29,19920805,-28970.09,-0.27,269.97,103.39,14.89,0.13,99529.0
600575,皖江物流,水运,安徽,32.8,31.25,38.86,1647419.63,297069.16,1002194.0,500364.25,1.29,0.027999999999999997,2.16,1.71,20030328,-65938.68,-0.17,4.17,-11.27,11.28,4.64,34664.0
600568,中珠医疗,区域地产,湖北,51.23,15.65,19.93,736526.31,481907.56,44176.59,298950.78,1.5,0.032,3.04,2.14,20010518,98900.78,0.5,4.22,0.29,53.57,25.23,18774.0
600546,山煤国际,煤炭开采,山西,68.93,19.82,19.82,4594292.0,2175476.0,1171417.38,279019.16,1.41,0.017,2.51,1.82,20030731,-21277.27,-0.11,-3.31,41.39,10.49,0.32,60724.0
600523,贵航股份,汽车配件,贵州,92.17,4.04,4.04,355140.22,240382.02,64307.8,93600.21,2.32,0.027999999999999997,5.58,1.87,20011227,80786.43,2.0,-26.62,-65.25,21.61,1.7,24420.0
600515,海航基础,全国地产,海南,18.86,16.58,39.08,9457063.0,5696195.5,675867.69,2381917.75,6.1,0.14800000000000002,8.24,1.35,20020806,396661.59,1.02,-2.51,2371.54,32.4,44.1,22663.0
600503,华丽家族,区域地产,上海,220.71,16.02,16.02,609008.38,291524.94,11009.28,95009.28,0.59,0.006,2.25,2.36,20020709,83056.0,0.52,-78.9,-88.9,34.41,6.68,201619.0
600497,XD驰宏锌,铅锌,云南,19.74,43.1,50.91,3209550.0,505375.75,1158446.5,817593.88,1.61,0.08,2.79,2.25,20040420,56504.05,0.11,5.91,38.83,19.58,8.25,193841.0
600490,鹏欣资源,铜,上海,47.56,14.87,18.91,821707.38,395640.84,202569.19,338730.5,1.79,0.046,2.91,2.98,20030626,44932.69,0.24,207.05,2.29,6.15,3.33,92550.0
600488,天药股份,化学制药,天津,48.4,9.61,10.92,444546.66,199932.31,170992.31,51509.69,0.47,0.025,2.52,1.89,20010618,95130.3,0.87,49.77,19.58,51.62,4.28,64574.0
600485,信威集团,通信设备,北京,0.0,16.31,29.24,2120499.5,1765495.63,56744.51,306836.38,1.05,-0.16899999999999998,3.24,4.5,20030807,391411.63,1.34,-33.11,-77.71,34.28,-885.97,155345.0
600439,瑞贝卡,服饰,河南,31.55,11.32,11.32,470519.09,363325.19,53712.23,24846.25,0.22,0.044000000000000004,2.36,2.36,20030710,132212.42,1.17,1.9,15.23,36.71,10.76,54390.0
600429,三元股份,乳制品,北京,61.23,8.85,14.98,1400817.25,439033.41,260686.05,331037.34,2.21,0.024,3.24,1.8,20030915,-6489.8,-0.04,26.71,171.07,31.96,2.03,28417.0
600423,*ST柳化,农药化肥,广西,59.6,3.99,3.99,327435.66,88471.9,194530.11,50930.59,1.28,0.02,0.12,39.21,20030717,-95882.61,-2.4,32.54,-80.11,17.4,1.55,29565.0
600403,大有能源,煤炭开采,河南,9.17,23.91,23.91,1727221.63,790522.94,702898.06,32854.75,0.14,0.122,3.07,1.45,20031009,399995.72,1.67,16.2,92.12,35.2,14.15,21002.0
600401,*ST海润,半导体,江苏,0.0,47.25,47.25,1299362.38,459933.81,576208.38,125456.07,0.27,-0.040999999999999995,0.21,4.16,20030924,-496537.91,-1.05,-61.5,31.13,1.45,-67.05,241924.0
600400,红豆股份,服饰,江苏,59.42,20.3,25.33,546740.25,295921.34,40704.01,147717.77,0.58,0.018000000000000002,1.81,2.42,20010108,109669.4,0.43,20.88,51.3,24.5,6.72,40730.0
600399,抚顺特钢,特种钢,辽宁,79.49,11.3,13.0,1261757.88,701421.56,339671.34,23397.42,0.18,0.052000000000000005,1.63,3.37,20001229,47886.64,0.37,18.6,-48.9,15.33,1.64,124131.0
600393,粤泰股份,全国地产,广东,24.17,9.88,25.36,1921576.25,1774629.25,22376.35,207172.13,0.82,0.063,2.38,2.57,20010319,129354.35,0.51,-64.77,-77.83,38.59,17.83,27423.0
600380,健康元,化学制药,深圳,19.65,15.62,15.74,2216041.25,1410669.0,418463.88,93317.06,0.59,0.14300000000000002,4.82,2.34,20010608,471495.56,3.0,9.08,17.85,64.82,7.5,131992.0
600335,国机汽车,汽车配件,天津,13.43,10.3,10.3,2497192.5,1939623.75,156019.56,226676.2,2.2,0.196,7.49,1.41,20010305,399222.84,3.88,-22.78,23.61,7.4,1.98,30769.0
600318,新力金融,多元金融,安徽,75.71,4.84,4.84,623932.25,95737.59,453.22,20824.14,0.43,0.036000000000000004,1.76,6.29,20001208,25895.35,0.54,-13.97,-9.98,82.54,12.75,17139.0
600309,万华化学,化工原料,山东,7.02,27.34,27.34,6642334.0,2516593.25,2773771.5,239293.27,0.88,1.297,9.77,3.73,20010105,1876471.38,6.86,23.57,61.53,43.03,26.07,128697.0
600308,华泰股份,造纸,山东,10.36,11.68,11.68,1434439.38,589994.81,716726.44,224376.7,1.92,0.14300000000000002,6.27,0.95,20000928,329334.66,2.82,17.14,34.85,13.85,4.55,74342.0
600293,三峡新材,玻璃,湖北,15.79,5.17,11.62,745823.38,399396.81,117406.65,203994.27,1.76,0.092,3.33,1.74,20000919,59854.18,0.52,5.5,62.25,8.49,3.46,44600.0
600256,广汇能源,石油开采,新疆,14.59,67.37,67.37,4555346.5,450557.31,1447695.0,71178.22,0.11,0.1,2.32,1.98,20000526,518673.59,0.77,196.05,1650.8,36.68,16.01,176884.0
600255,梦舟股份,铜,安徽,2806.06,17.7,17.7,608050.56,323830.88,119132.36,115910.88,0.66,0.0,1.95,1.62,20001122,48948.51,0.28,1.62,-96.47,7.0,0.04,156015.0
600248,延长化建,建筑施工,陕西,38.38,6.08,6.16,504332.41,423445.44,51651.46,49564.95,0.8,0.036000000000000004,3.37,1.64,20000622,80556.11,1.31,32.89,46.24,9.35,3.31,28252.0
600246,万通地产,区域地产,北京,258.02,12.17,20.54,1280382.0,881736.69,5470.28,354743.72,1.73,0.004,3.38,1.22,20000922,116268.72,0.57,-41.78,-89.15,40.91,2.07,56310.0
600241,时代万恒,商贸代理,辽宁,0.0,1.93,2.94,272795.22,160990.81,29709.77,109530.22,3.72,-0.052000000000000005,4.82,1.68,20001128,436.8,0.01,16.78,-81.55,17.5,-5.57,16271.0
600226,瀚叶股份,农药化肥,浙江,60.44,19.93,31.39,549517.38,208041.45,45419.12,32427.44,0.1,0.019,1.36,3.36,19991116,59267.38,0.19,-29.89,-39.54,44.98,26.41,33945.0
600221,海航控股,空运,海南,10.21,164.36,168.06,18650408.0,3339509.0,7328433.5,1788220.38,1.06,0.08,3.19,1.02,19991125,1704722.0,1.01,15.62,60.17,13.39,7.96,425983.0
600217,中再资环,环境保护,陕西,36.28,7.2,13.89,461018.31,380921.13,46306.92,1549.71,0.01,0.042,1.25,4.89,19991216,78363.06,0.56,34.71,53.06,45.89,12.82,36658.0
600212,江泉实业,综合类,山东,926.79,5.12,5.12,78490.96,24140.3,11071.13,46782.89,0.91,0.002,1.48,3.78,19990817,-32413.99,-0.63,-21.02,-84.27,14.7,1.35,37178.0
600191,华资实业,食品,内蒙,0.0,4.85,4.85,254814.05,21727.68,10811.35,63320.28,1.31,-0.042,4.53,1.51,19981210,29856.24,0.62,-98.33,-333.36,-66.6,-2038.61,41711.0
600189,吉林森工,林业,吉林,55.72,3.11,5.51,644241.88,271412.19,98072.74,194994.42,3.54,0.04,5.34,1.41,19981007,25292.53,0.46,89.0,125.6,37.32,9.34,26309.0
600172,黄河旋风,矿物制品,河南,28.86,11.69,14.76,1035187.88,311259.47,412379.97,187677.06,1.27,0.048,3.54,1.58,19981126,183197.41,1.24,-2.25,-34.97,33.55,10.84,55530.0
600165,新日恒力,钢加工,宁夏,5822.57,6.85,6.85,210106.41,133348.52,17293.42,33692.09,0.49,0.001,1.26,13.1,19980529,-19033.65,-0.28,-31.27,-69.35,6.38,0.3,15341.0
600158,中体产业,文教休闲,天津,0.0,6.57,8.44,400156.78,356435.16,8446.37,2381.93,0.03,-0.013000000000000001,1.92,6.07,19980327,62429.88,0.74,-3.61,15.99,19.45,-10.6,106858.0
600149,ST坊展,综合类,河北,0.0,3.8,3.8,32623.6,18644.22,1161.81,10597.37,0.28,-0.008,0.53,15.12,19991014,-33127.35,-0.87,0.0,-23.96,10.52,-1834.57,49505.0
600148,长春一东,汽车配件,吉林,47.87,1.42,1.42,108742.52,83647.65,21660.17,8911.74,0.63,0.10099999999999999,2.9,6.69,19980520,14152.92,1.0,22.59,30.63,28.18,5.85,28213.0
600145,*ST新亿,陶瓷,新疆,0.0,14.91,14.91,86097.96,86090.35,7.2,151497.56,1.02,-0.001,0.42,4.46,19990923,-241717.66,-1.62,0.0,-551.59,0.0,0.0,32913.0
600138,中青旅,旅游服务,北京,39.6,7.24,7.24,1261245.0,559759.94,285835.47,175302.44,2.42,0.13699999999999998,7.86,2.75,19971203,308173.41,4.26,22.82,14.02,23.46,3.94,30263.0
600133,东湖高新,园区开发,湖北,57.74,5.38,7.26,2230451.0,1610930.25,88191.9,130032.61,1.79,0.040999999999999995,5.06,1.88,19980212,135550.38,1.87,15.36,-95.64,16.48,2.09,94944.0
600086,东方金钰,服饰,湖北,24.88,10.57,13.5,1293343.13,1118755.25,24457.78,63304.98,0.47,0.10099999999999999,2.48,4.05,19970606,131558.13,0.97,-22.25,2.31,23.11,7.95,38068.0
600084,中葡股份,红黄药酒,新疆,0.0,11.24,11.24,293109.63,231411.67,20411.27,267962.63,2.38,-0.027000000000000003,2.06,3.65,19970711,-157339.13,-1.4,59.63,-34.5,33.2,-29.88,92017.0
600076,康欣新材,其他建材,山东,11.85,7.52,10.34,518235.44,274173.56,98888.05,51494.12,0.5,0.134,3.41,1.86,19970526,187759.61,1.82,94.95,24.69,33.28,22.6,56446.0
600052,浙江广厦,区域地产,浙江,19.22,8.72,8.72,568865.5,395921.75,19481.4,15753.95,0.18,0.049,2.73,1.37,19970415,74413.46,0.85,-62.06,114.02,38.16,98.64,50982.0
600022,山东钢铁,普钢,山东,8.9,106.89,109.47,5810576.0,2033985.75,1284996.88,820251.25,0.75,0.057,1.71,1.18,20040629,-119245.11,-0.11,-28.41,37.32,9.11,5.26,318941.0
600019,宝钢股份,普钢,上海,9.74,220.9,222.68,35371212.0,13757994.0,15525795.0,4880025.0,2.19,0.225,7.6,1.15,20001212,6959017.0,3.13,-20.65,32.6,16.35,7.44,372799.0
300683,海特生物,生物制药,湖北,53.24,0.26,1.03,190278.09,173829.81,9628.23,98960.97,9.57,0.23,16.06,3.05,20170808,51363.43,4.97,-22.45,-23.13,94.57,18.02,16837.0
300670,大烨智能,电气设备,江苏,167.0,0.27,1.08,73117.07,61487.48,6547.1,29081.6,2.69,0.053,5.36,6.63,20170703,16303.87,1.51,17.62,73.39,26.53,10.66,12740.0
300647,超频三,元器件,深圳,126.81,0.43,1.23,105126.32,57612.5,30725.0,29025.59,2.36,0.047,4.21,5.64,20170503,12765.53,1.04,66.78,-31.63,32.06,4.86,15027.0
300603,立昂技术,通信设备,新疆,0.0,0.57,1.03,134485.23,102416.52,14834.74,12127.82,1.18,-0.054000000000000006,4.11,8.69,20170126,17429.95,1.7,-28.32,-246.56,14.12,-6.32,12067.0
300586,美联新材,化工原料,广东,81.45,0.24,0.96,85781.5,60740.05,11355.53,28953.14,3.02,0.122,6.26,6.38,20170104,19305.0,2.01,38.92,25.92,21.45,9.97,14904.0
300549,优德精密,专用机械,江苏,42.95,0.61,1.33,73106.55,55688.86,9285.49,17396.86,1.3,0.12,3.86,5.34,20160930,17972.55,1.35,-17.01,-16.99,34.87,17.06,12152.0
300493,润欣科技,通信设备,上海,79.08,1.55,3.0,114909.52,98817.31,283.57,3264.37,0.11,0.044000000000000004,1.67,8.38,20151210,16594.25,0.55,4.2,25.55,12.31,3.57,19886.0
300491,通合科技,电气设备,河北,0.0,0.51,1.46,56704.98,37041.2,16516.35,18042.42,1.24,-0.01,2.95,6.95,20151231,10821.8,0.74,-10.47,16.74,35.18,-5.33,17011.0
300464,星徽精密,机械基件,广东,0.0,0.91,2.08,102602.11,42266.92,41529.92,11156.0,0.54,-0.039,2.41,3.47,20150610,16378.32,0.79,9.3,-281.84,1.12,-7.99,13341.0
300455,康拓红外,运输设备,北京,84.8,1.59,3.92,80329.18,67028.25,11482.37,2414.55,0.06,0.033,1.83,6.16,20150515,25860.34,0.66,7.34,5.99,45.07,31.31,20999.0
300449,汉邦高科,电脑设备,北京,0.0,1.01,1.55,170574.27,105962.11,545.15,77500.0,4.98,-0.08800000000000001,7.61,2.77,20150422,27156.91,1.75,-33.15,10.65,22.43,-32.9,15406.0
300429,强力新材,化工原料,江苏,51.21,1.4,2.57,138669.61,53160.61,30516.59,38163.15,1.48,0.14300000000000002,4.27,6.86,20150324,43522.53,1.69,24.45,23.89,44.15,21.95,10438.0
300427,红相股份,电气设备,福建,23.18,1.11,3.53,293015.84,140712.92,22945.59,108211.8,3.07,0.168,5.48,2.85,20150217,45793.7,1.3,669.31,1218.48,52.72,23.82,16375.0
300411,金盾股份,专用机械,浙江,154.17,0.72,2.64,382472.78,158458.13,22827.71,285440.88,10.83,0.057,12.97,2.73,20141231,27333.76,1.04,41.66,162.27,39.18,16.22,7886.0
300359,全通教育,文教休闲,广东,273.4,4.14,6.34,265379.03,77099.9,4122.45,106095.21,1.67,0.009000000000000001,3.27,3.1,20140121,35642.87,0.56,-24.58,191.81,36.56,3.52,52162.0
300350,华鹏飞,软件服务,深圳,72.26,2.35,5.31,288138.41,142137.88,25606.11,95635.4,1.8,0.027999999999999997,3.58,2.27,20120821,34256.98,0.65,-5.31,-46.33,31.0,8.83,20497.0
300339,润和软件,软件服务,江苏,56.21,5.16,7.96,631077.5,286648.44,60512.19,286545.69,3.6,0.057,5.72,2.23,20120718,84971.22,1.07,65.88,21.99,27.87,7.93,27720.0
300332,天壕环境,环境保护,北京,0.0,6.38,8.89,801751.25,211020.16,292146.06,198929.5,2.24,-0.018000000000000002,3.9,1.4,20120628,54482.69,0.61,12.89,-678.16,19.13,-4.14,35245.0
300328,宜安科技,铝,广东,364.17,4.1,4.6,183925.22,102524.5,50366.03,45775.73,0.99,0.006999999999999999,2.58,3.75,20120619,24090.17,0.52,0.13,-71.02,26.04,1.85,21159.0
300325,德威新材,塑料,江苏,84.69,7.95,10.11,451857.41,306805.28,73614.36,4014.53,0.04,0.017,1.47,3.84,20120601,41190.15,0.41,58.82,82.31,16.38,2.87,21325.0
300317,珈伟股份,半导体,深圳,98.44,3.24,8.54,906883.0,448626.34,255581.27,331681.34,3.88,0.03,5.79,2.05,20120511,79440.15,0.93,-30.11,-73.67,30.75,5.45,33092.0
300290,荣科科技,软件服务,辽宁,104.21,2.71,3.39,102046.22,65138.73,14792.87,11677.0,0.34,0.016,2.22,3.03,20120216,24586.93,0.73,10.61,52.33,27.45,5.72,20691.0
300280,南通锻压,专用机械,江苏,923.19,1.28,1.28,115122.5,56837.36,17293.89,42192.15,3.3,0.009000000000000001,4.98,6.63,20111229,7204.72,0.56,97.96,-68.41,91.01,1.04,3957.0
300273,和佳股份,医疗保健,广东,33.28,5.62,7.88,555752.56,265409.25,20340.8,95956.21,1.22,0.07,3.12,2.99,20111026,62041.0,0.79,10.21,28.45,61.5,22.72,45782.0
300266,兴源环境,环境保护,浙江,166.35,9.56,10.43,1022075.5,740811.13,39953.39,190134.61,1.82,0.03,3.65,5.48,20110927,81154.09,0.78,59.22,-68.88,21.01,5.42,7703.0
300238,冠昊生物,医疗保健,广东,167.44,1.89,2.65,166138.77,40367.3,19332.3,58982.98,2.22,0.027999999999999997,4.39,4.31,20110706,28590.51,1.08,-8.92,-9.45,71.04,9.46,20905.0
300235,方直科技,软件服务,深圳,61.16,1.06,1.68,62658.23,44263.3,9656.0,28174.75,1.68,0.053,3.52,3.7,20110629,12173.55,0.73,16.04,20.78,61.3,24.64,14337.0
300229,拓尔思,软件服务,北京,1141.85,4.47,4.71,217771.8,102453.9,16295.45,61907.32,1.31,0.003,3.83,4.15,20110615,67275.18,1.43,31.11,133.34,52.65,1.03,40891.0
