,code,name_x,industry,area,pe,outstanding,totals,totalAssets,liquidAssets,fixedAssets,reserved,reservedPerShare,esp,bvps,pb,timeToMarket,undp,perundp,rev,profit,gpr,npr,holders,Unnamed: 0_x,name_y,cf_sales_2015q1,rateofreturn_2015q1,cf_nm_2015q1,cf_liabilities_2015q1,cashflowratio_2015q1,Unnamed: 0_y,name_x,cf_sales_2015q2,rateofreturn_2015q2,cf_nm_2015q2,cf_liabilities_2015q2,cashflowratio_2015q2,Unnamed: 0_x,name_y,cf_sales_2015q3,rateofreturn_2015q3,cf_nm_2015q3,cf_liabilities_2015q3,cashflowratio_2015q3,Unnamed: 0_y,name_x,cf_sales_2015q4,rateofreturn_2015q4,cf_nm_2015q4,cf_liabilities_2015q4,cashflowratio_2015q4,Unnamed: 0_x,name_y,cf_sales_2016q1,rateofreturn_2016q1,cf_nm_2016q1,cf_liabilities_2016q1,cashflowratio_2016q1,Unnamed: 0_y,name_x,cf_sales_2016q2,rateofreturn_2016q2,cf_nm_2016q2,cf_liabilities_2016q2,cashflowratio_2016q2,Unnamed: 0_x,name_y,cf_sales_2016q3,rateofreturn_2016q3,cf_nm_2016q3,cf_liabilities_2016q3,cashflowratio_2016q3,Unnamed: 0_y,name_x,cf_sales_2016q4,rateofreturn_2016q4,cf_nm_2016q4,cf_liabilities_2016q4,cashflowratio_2016q4,Unnamed: 0_x,name_y,cf_sales_2017q1,rateofreturn_2017q1,cf_nm_2017q1,cf_liabilities_2017q1,cashflowratio_2017q1,Unnamed: 0_y,name_x,cf_sales_2017q2,rateofreturn_2017q2,cf_nm_2017q2,cf_liabilities_2017q2,cashflowratio_2017q2,Unnamed: 0_x,name_y,cf_sales_2017q3,rateofreturn_2017q3,cf_nm_2017q3,cf_liabilities_2017q3,cashflowratio_2017q3,Unnamed: 0_y,name_x,cf_sales_2017q4,rateofreturn_2017q4,cf_nm_2017q4,cf_liabilities_2017q4,cashflowratio_2017q4,Unnamed: 0,name_y,cf_sales_2018q1,rateofreturn_2018q1,cf_nm_2018q1,cf_liabilities_2018q1,cashflowratio_2018q1
1311,300335,迪森股份,供气供热,广东,19.84,2.64,3.63,332739.06,146612.47,61580.55,34706.7,0.96,0.18,3.68,3.81,20120710,59393.88,1.64,51.51,84.07,30.79,13.43,19333.0,295.0,迪森股份,0.2901,0.0352,1.8947,0.2084,23.8298,307.0,迪森股份,0.2677,0.0583,1.9288,0.2792,30.8266,405.0,迪森股份,0.2321,0.0718,2.199,0.292,31.7066,954.0,迪森股份,0.1727,0.0453,2.086,0.2811,29.304,304.0,迪森股份,0.3164,0.021,2.3067,0.1263,13.1727,709.0,迪森股份,0.1831,0.0306,1.4798,0.0636,8.4067,944.0,迪森股份,0.1512,0.0395,0.9931,0.0768,9.6619,690.0,迪森股份,0.2207,0.0895,1.6195,0.1703,21.8267,2517.0,迪森股份,-0.2356,-0.025,-1.5949,-0.0441,-5.4281,2208.0,迪森股份,-0.0442,-0.011,-0.2901,-0.0202,-2.4892,1820.0,迪森股份,0.0209,0.0081,0.1337,0.0146,1.8071,1170.0,迪森股份,0.1219,0.0695,0.9174,0.1258,14.5084,2017.0,迪森股份,-0.0969,-0.0139,-0.5825,-0.0263,-3.0513
1312,603618,杭电股份,电气设备,浙江,29.64,6.87,6.87,520792.81,383364.94,52753.05,86903.0,1.27,0.065,3.07,2.52,20150217,51889.15,0.76,12.63,28.54,16.78,4.69,50977.0,2607.0,杭电股份,-0.67,-0.1519,-18.3755,-0.2978,-30.0795,2807.0,杭电股份,-0.4255,-0.2045,-10.4885,-0.3965,-40.0402,2686.0,杭电股份,-0.2158,-0.1503,-5.0377,-0.2736,-27.5817,2911.0,杭电股份,-0.0168,-0.0158,-0.3645,-0.0295,-2.9738,2571.0,杭电股份,-0.3369,-0.0833,-7.7872,-0.1758,-17.7769,2883.0,杭电股份,-0.2407,-0.1176,-5.146,-0.2249,-22.6869,2853.0,杭电股份,-0.1418,-0.0871,-2.7617,-0.1955,-19.7095,3063.0,杭电股份,-0.0642,-0.0554,-1.52,-0.1288,-12.9928,2675.0,杭电股份,-0.2999,-0.059,-7.4627,-0.1442,-14.5571,3059.0,杭电股份,-0.3049,-0.1176,-9.346,-0.2459,-24.7679,2633.0,杭电股份,-0.0924,-0.0554,-2.3969,-0.0951,-9.5611,1976.0,杭电股份,0.0499,0.0431,1.6853,0.0756,7.6034,3081.0,杭电股份,-0.5974,-0.1093,-11.4685,-0.1886,-23.8183
1313,600316,洪都航空,航空,江西,0.0,7.17,7.17,959457.5,506269.59,197403.22,314009.31,4.38,-0.029,6.88,1.74,20001215,69229.25,0.97,-52.33,27.31,6.73,-10.41,61540.0,2731.0,洪都航空,-1.051,-0.0524,-1249.6894,-0.1154,-12.0064,2902.0,洪都航空,-0.6744,-0.0751,-48.3107,-0.1557,-17.3312,2848.0,洪都航空,-0.3755,-0.0596,-50.1208,-0.1206,-13.3268,1423.0,洪都航空,0.1232,0.0361,4.3589,0.0804,9.1223,2425.0,洪都航空,-0.2584,-0.0132,,-0.0246,-4.1228,3135.0,洪都航空,-0.4809,-0.0548,-470.0349,-0.102,-15.5325,3247.0,洪都航空,-0.5029,-0.0895,-571.0686,-0.1666,-25.4713,3265.0,洪都航空,-0.1757,-0.0608,-51.5527,-0.1164,-18.4672,3227.0,洪都航空,-0.9076,-0.0361,,-0.069,-10.9732,3080.0,洪都航空,-0.3203,-0.0287,,-0.0533,-8.2293,2864.0,洪都航空,-0.153,-0.0182,,-0.0329,-4.9581,1574.0,洪都航空,0.0826,0.0219,6.6574,0.0452,8.1156,712.0,洪都航空,0.1302,0.0027,,0.0056,0.5827
1314,300719,安达维尔,航空,北京,0.0,0.63,2.52,103984.3,92080.86,9587.25,51440.21,2.04,-0.04,3.78,5.03,20171109,25467.78,1.01,0.0,0.0,43.57,-18.92,27730.0,,,,,,,,,,,,,,,,,,,,,,566.0,安达维尔,0.2408,0.1534,1.0486,0.3042,30.7108,3001.0,安达维尔,-0.8266,-0.0685,,-0.1771,-17.9396,,,,,,,,3266.0,安达维尔,-0.5433,,-16.3756,,,412.0,安达维尔,0.2877,0.1804,1.2548,0.487,49.2771,3341.0,安达维尔,-1.547,,,,,3367.0,安达维尔,-1.0569,-0.2355,,-0.8546,-87.4082,3311.0,安达维尔,-0.6048,-0.2208,-16.9684,-0.7126,-72.6493,3330.0,安达维尔,-0.3272,-0.1293,-1.6025,-0.9496,-97.2712,2255.0,安达维尔,-0.1506,-0.0077,,-0.0906,-9.4449
1315,2653,海思科,化学制药,西藏,63.72,4.84,10.8,421521.06,168526.48,60993.05,2252.01,0.02,0.055,1.89,7.46,20120117,81594.3,0.76,75.14,38.46,65.54,12.5,16506.0,1257.0,海思科,0.0106,0.0009,0.0255,0.0035,0.3746,350.0,海思科,0.2529,0.0499,0.6514,0.2008,21.4278,316.0,海思科,0.2697,0.0784,0.7918,0.295,32.9034,238.0,海思科,0.3654,0.1373,1.1904,0.4137,44.6244,2633.0,海思科,-0.3724,-0.022,-1.5413,-0.0772,-8.4762,443.0,海思科,0.2556,0.0505,0.7177,0.1277,16.0802,750.0,海思科,0.1816,0.0503,0.5507,0.1324,16.7746,380.0,海思科,0.2968,0.1147,0.9414,0.2939,42.1124,1900.0,海思科,-0.0759,-0.0055,-0.4673,-0.0144,-2.0545,1144.0,海思科,0.08900000000000001,0.0197,0.539,0.0396,4.7736,1178.0,海思科,0.0919,0.0313,0.5669,0.0641,8.2297,574.0,海思科,0.2111,0.0954,1.7102,0.1832,19.2622,1164.0,海思科,0.0497,0.0056,0.4292,0.0108,1.1897
1316,2347,泰尔股份,机械基件,安徽,138.4,3.19,4.49,196132.88,141558.98,27552.28,50257.28,1.12,0.009000000000000001,2.53,1.96,20100128,14318.25,0.32,46.04,83.76,31.54,3.25,37392.0,2608.0,泰尔股份,-0.6744,-0.0334,-25.8994,-0.1093,-11.6333,2770.0,泰尔股份,-0.3815,-0.0402,-8.6894,-0.1321,-14.0383,2806.0,泰尔股份,-0.3062,-0.0485,-7.2419,-0.1652,-17.5985,2697.0,泰尔股份,0.0117,0.0025,0.3784,0.0085,0.8985,2981.0,泰尔股份,-0.7729,-0.036000000000000004,-18.418,-0.1148,-12.123,3218.0,泰尔股份,-0.6933,-0.07,-11.9555,-0.2299,-24.2891,3193.0,泰尔股份,-0.4009,-0.0622,-8.1683,-0.2075,-21.9245,2746.0,泰尔股份,0.0069,0.0014,0.2546,0.0044,0.4599,2974.0,泰尔股份,-0.5132,-0.0241,-17.7904,-0.0788,-8.2888,3171.0,泰尔股份,-0.408,-0.0409,-8.7042,-0.1278,-13.3793,3058.0,泰尔股份,-0.2372,-0.0381,-6.0381,-0.1116,-11.8094,3083.0,泰尔股份,-0.0927,-0.0204,,-0.0471,-4.91,3144.0,泰尔股份,-0.6868,-0.0432,-28.3681,-0.1033,-10.7777
1317,2040,南 京 港,港口,江苏,42.74,3.07,3.72,468781.59,68919.84,229068.7,165035.59,4.43,0.07,6.55,1.83,20050325,35509.8,0.95,8.46,24.31,46.99,16.41,32030.0,1881.0,南京港,-0.1433,-0.005,-1.1395,-0.0136,-9.4346,453.0,南京港,0.2097,0.015,1.4074,0.0402,24.0568,265.0,南京港,0.3032,0.0319,2.1397,0.0851,47.49,431.0,南京港,0.2723,0.0395,1.8474,0.1073,13.7344,2141.0,南京港,-0.1391,-0.0051,-0.9003,-0.014,-5.6192,989.0,南京港,0.1313,0.0115,0.7566,0.0345,23.762,582.0,南京港,0.2188,0.028,1.2823,0.0843,54.9861,282.0,南京港,0.3421,0.0162,0.855,0.0423,17.192999999999998,524.0,南京港,0.1885,0.0058,1.0497,0.0151,5.9259,286.0,南京港,0.2918,0.0204,1.6725,0.0533,21.265,180.0,南京港,0.37,0.0372,1.9128,0.0984,33.268,170.0,南京港,0.3808,0.055,1.9805,0.1538,41.4405,730.0,南京港,0.1265,0.0043,0.6175,0.0123,3.1224
1318,66,中国长城,电脑设备,深圳,41.16,24.91,29.44,1432538.75,733772.69,183848.75,39979.64,0.14,0.051,2.22,3.82,19970626,198126.8,0.67,-20.14,5.11,19.81,7.85,150280.0,1873.0,中国长城,-0.142,-0.0586,,-0.0751,-8.539,1877.0,中国长城,-0.0183,-0.0157,,-0.02,-2.3293,1814.0,中国长城,0.0061,0.0076,,0.0095,1.1078,2572.0,中国长城,0.0231,0.0428,,0.0549,6.3496,1003.0,中国长城,0.096,0.0399,,0.0518,6.1343,1914.0,中国长城,0.0149,0.0126,28.0012,0.0166,1.9427,1976.0,中国长城,0.028,0.0342,9.1684,0.0441,5.059,2540.0,中国长城,0.03,0.0508,9.6657,0.0662,6.8876,2393.0,中国长城,-0.1937,-0.0327,-2.5504,-0.0672,-10.7546,2814.0,中国长城,-0.182,-0.0584,-2.3452,-0.1239,-20.8633,2849.0,中国长城,-0.1445,-0.0643,-2.5453,-0.1335,-22.4559,2870.0,中国长城,-0.0424,-0.0265,-0.5785,-0.0527,-7.5003,1814.0,中国长城,-0.0571,-0.0077,-0.6391,-0.016,-2.4342
1319,601999,出版传媒,出版业,辽宁,52.67,5.51,5.51,339912.72,210869.55,40019.17,52451.8,0.95,0.034,3.77,1.87,20071221,84584.31,1.54,15.34,14.33,23.85,3.46,34890.0,2395.0,出版传媒,-0.4105,-0.0515,-91.8523,-0.1498,-15.8997,2591.0,出版传媒,-0.2372,-0.0648,-6.7494,-0.1884,-19.985,2135.0,出版传媒,-0.0398,-0.0175,-0.8833,-0.0472,-4.9702,2413.0,出版传媒,0.0373,0.0196,0.7144,0.0542,5.7505,2214.0,出版传媒,-0.1671,-0.0239,-11.8522,-0.0727,-7.7892,1778.0,出版传媒,0.0316,0.0091,0.5202,0.0263,2.7977,2123.0,出版传媒,0.0111,0.0048,0.1725,0.0134,1.4185,1732.0,出版传媒,0.102,0.0545,1.3593,0.1476,15.5163,2737.0,出版传媒,-0.3274,-0.0453,-14.3726,-0.1186,-12.4589,2489.0,出版传媒,-0.0976,-0.0272,-1.5544,-0.0678,-7.0973,2364.0,出版传媒,-0.0465,-0.0205,-0.6544,-0.0487,-5.1068,1086.0,出版传媒,0.1322,0.0757,1.5841,0.1949,20.4714,3040.0,出版传媒,-0.5487,-0.0861,-16.3043,-0.2219,-23.2024
1320,601599,鹿港文化,影视音像,江苏,60.75,8.73,8.94,680958.25,470045.06,99761.4,96662.81,1.08,0.023,2.91,1.94,20110527,68431.03,0.77,11.27,128.71,20.31,2.9,35565.0,2184.0,鹿港文化,-0.2748,-0.0418,-20.2079,-0.0782,-10.336,750.0,鹿港文化,0.1372,0.0492,2.5367,0.0892,10.3372,1349.0,鹿港文化,0.0621,0.0318,1.2343,0.055,6.4714,1932.0,鹿港文化,0.0799,0.054000000000000006,1.4484,0.1039,12.6101,2782.0,鹿港文化,-0.4965,-0.054000000000000006,-119.2312,-0.1406,-18.2087,3012.0,鹿港文化,-0.3269,-0.0909,-5.1929,-0.2058,-22.8941,3149.0,鹿港文化,-0.3383,-0.1572,-6.5423,-0.3569,-46.6525,3122.0,鹿港文化,-0.0842,-0.0594,-1.3929,-0.1317,-13.8369,3192.0,鹿港文化,-0.8278,-0.0987,-136.6716,-0.2049,-21.3815,3179.0,鹿港文化,-0.4149,-0.1077,-8.3754,-0.1979,-20.4225,3129.0,鹿港文化,-0.29,-0.1186,-7.1181,-0.2147,-23.5388,3095.0,鹿港文化,-0.0968,-0.0621,-1.2846,-0.1067,-11.684,829.0,鹿港文化,0.1058,0.0111,3.7671,0.0184,1.9991
1321,603888,新华网,互联网,北京,119.77,1.76,5.19,363723.78,271964.22,17774.24,158260.92,3.05,0.046,5.27,4.15,20161028,51921.68,1.0,18.69,13.29,42.21,9.68,33258.0,,,,,,,,,,,,,,,763.0,新华网,0.1429,,0.5119,,,421.0,新华网,0.2754,0.1559,1.051,0.3939,99.5139,2542.0,新华网,-0.3181,,-2.804,,,1517.0,新华网,0.0632,0.0185,0.3292,0.05,13.39,605.0,新华网,0.2128,0.0893,1.0521,0.2336,55.8776,662.0,新华网,0.2251,0.0934,1.094,0.3316,81.5334,2492.0,新华网,-0.2253,-0.014,-2.1885,-0.0538,-13.1526,1510.0,新华网,0.0444,0.006999999999999999,0.2335,0.0276,6.0248,1942.0,新华网,0.008,0.002,0.0417,0.0083,2.0645,991.0,新华网,0.1419,0.0567,0.7538,0.2149,45.9779,2755.0,新华网,-0.3198,-0.0216,-3.4161,-0.0909,-23.1569
1322,300662,科锐国际,综合类,北京,75.59,0.45,1.8,89112.99,74616.43,850.78,22610.23,1.26,0.084,3.55,7.16,20170608,22165.32,1.23,36.97,30.05,17.87,4.81,9529.0,,,,,,,,2497.0,科锐国际,-0.1883,-0.1946,-1.9322,-0.6376,-72.6426,,,,,,,,2304.0,科锐国际,0.0486,0.0792,0.5257,0.1875,20.3695,2434.0,科锐国际,-0.2599,,-6.6353,,,2636.0,科锐国际,-0.1293,,-1.8095,,,2564.0,科锐国际,-0.0569,,-0.7169,,,2607.0,科锐国际,0.0231,0.0382,0.3157,0.0916,9.8697,2463.0,科锐国际,-0.2171,-0.1032,-3.9039,-0.3058,-33.8648,2114.0,科锐国际,-0.03,-0.0194,-0.439,-0.0727,-7.8173,1514.0,科锐国际,0.0532,0.0496,0.6761,0.1716,18.2698,1581.0,科锐国际,0.0823,0.1012,1.0931,0.3424,36.3323,2502.0,科锐国际,-0.2155,-0.0761,-3.6118,-0.3092,-32.9236
1323,603079,圣达生物,食品,浙江,37.64,0.2,0.8,100711.36,61309.75,19393.92,46335.25,5.79,0.301,9.91,4.57,20170823,22365.42,2.8,0.0,0.0,46.77,20.39,8125.0,,,,,,,,390.0,圣达生物,0.2325,0.113,0.7847,0.3102,32.4684,,,,,,,,419.0,圣达生物,0.276,0.2372,1.7078,0.8002,81.0327,,,,,,,,,,,,,,,829.0,圣达生物,0.1661,,1.1669,,,1216.0,圣达生物,0.1514,0.0985,1.198,0.2422,26.8994,1663.0,圣达生物,-0.0278,,-0.2477,,,728.0,圣达生物,0.1538,0.0534,0.9263,0.16,19.0686,414.0,圣达生物,0.2358,0.0881,1.513,0.3693,44.928,708.0,圣达生物,0.1875,0.0967,1.3130000000000002,0.4388,44.2455,1429.0,圣达生物,0.0087,0.001,0.0425,0.0048,0.4809
1324,861,海印股份,房产服务,广东,44.59,18.72,22.5,1196644.0,685739.19,10584.76,2217.15,0.01,0.016,1.45,1.95,19981028,85058.71,0.38,28.03,0.53,37.51,5.75,97455.0,321.0,海印股份,0.2679,0.0158,2.3574,0.028,6.0468,451.0,海印股份,0.2099,0.0271,1.9091,0.0504,11.8553,493.0,海印股份,0.2,0.0344,1.896,0.0573,14.3002,666.0,海印股份,0.2199,0.047,1.7575,0.0752,16.6883,2070.0,海印股份,-0.1207,-0.0075,-1.4653,-0.0119,-3.7523,239.0,海印股份,0.3565,0.0395,3.1193,0.0617,19.2924,1010.0,海印股份,0.1426,0.0208,1.2766,0.0314,9.4113,529.0,海印股份,0.2544,0.0498,2.0829,0.0733,22.1757,1700.0,海印股份,-0.0346,-0.0016,-0.4152,-0.0024,-0.7359,1474.0,海印股份,0.0476,0.0044,0.5829,0.0065,2.3063,1644.0,海印股份,0.04,0.0056,0.4212,0.008,1.8233,840.0,海印股份,0.1651,0.0354,1.4332,0.0511,11.0846,529.0,海印股份,0.1755,0.0091,2.3498,0.0133,2.6106
1325,603157,拉夏贝尔,服饰,上海,15.58,0.55,5.48,766250.0,480418.0,43028.9,189409.7,3.46,0.318,7.39,2.68,20170925,137997.5,2.52,0.0,0.0,60.36,6.83,23765.0,,,,,,,,791.0,拉夏贝尔,0.1293,0.09,1.5588,0.2424,24.8176,,,,,,,,1188.0,拉夏贝尔,0.1453,0.1842,1.642,0.4225,43.2215,,,,,,,,,,,,,,,1903.0,拉夏贝尔,0.0359,,0.5725,,,1965.0,拉夏贝尔,0.0825,0.1119,1.2322,0.2524,25.8814,992.0,拉夏贝尔,0.0793,,1.3176,,,1828.0,拉夏贝尔,0.0094,0.0067,0.1341,0.0166,1.6991,1835.0,拉夏贝尔,0.0197,0.0171,0.3396,0.0398,4.0577,1828.0,拉夏贝尔,0.0619,0.0708,1.0367,0.1465,14.9155,1878.0,拉夏贝尔,-0.0687,-0.0228,-0.9913,-0.0512,-5.229
1326,2140,东华科技,建筑施工,安徽,42.38,4.4,4.46,610102.75,480420.84,19488.98,9062.87,0.2,0.058,4.44,2.23,20070712,123358.86,2.77,31.04,25.5,19.29,6.45,21000.0,2728.0,东华科技,-1.0356,-0.0546,-15.244000000000002,-0.0754,-7.5357,2433.0,东华科技,-0.1638,-0.0239,-2.0176,-0.0329,-3.2946,2492.0,东华科技,-0.1288,-0.0264,-1.6236,-0.0367,-3.6675,2984.0,东华科技,-0.0306,-0.0194,-0.6158,-0.0296,-2.9642,2867.0,东华科技,-0.5778,-0.0271,-8.5556,-0.0427,-4.2745,430.0,东华科技,0.2594,0.0339,3.2805,0.0527,5.271,1179.0,东华科技,0.118,0.0223,1.5455,0.0347,3.4737,1575.0,东华科技,0.1142,0.0327,2.2935,0.0504,5.04,2390.0,东华科技,-0.1929,-0.0099,-2.8624,-0.0152,-1.5226,368.0,东华科技,0.2514,0.0317,3.151,0.0462,4.9955,2557.0,东华科技,-0.0779,-0.0186,-1.1744,-0.0284,-3.1021,1044.0,东华科技,0.1366,0.0645,,0.095,10.8831,3288.0,东华科技,-1.0626,-0.0704,-16.5076,-0.1049,-12.1528
1327,2667,鞍重股份,工程机械,辽宁,52.88,1.59,2.31,88562.18,63100.5,10358.76,32896.12,1.42,0.04,3.32,2.56,20120329,26666.84,1.15,69.97,7.42,35.54,19.93,13473.0,314.0,鞍重股份,0.2738,0.0136,1.2163,0.1033,13.1037,235.0,鞍重股份,0.3136,0.0279,2.0046,0.2196,28.1296,790.0,鞍重股份,0.1385,0.0195,0.8946,0.1678,21.9523,993.0,鞍重股份,0.16899999999999998,0.0321,4.5222,0.3026,40.9035,720.0,鞍重股份,0.1636,0.0051,4.588,0.0562,8.0616,194.0,鞍重股份,0.3995,0.0207,,0.2274,32.6994,121.0,鞍重股份,0.5037,0.0359,,0.3281,44.1074,124.0,鞍重股份,0.4732,0.0515,,0.4297,56.0315,739.0,鞍重股份,0.1331,0.0043,0.4251,0.0358,4.6269,482.0,鞍重股份,0.2164,0.018000000000000002,1.072,0.1321,16.3063,924.0,鞍重股份,0.1267,0.0182,0.6531,0.1434,17.8316,959.0,鞍重股份,0.1455,0.0298,1.1444,0.218,26.4389,1530.0,鞍重股份,-0.008,-0.0004,-0.0408,-0.0032,-0.3942
1328,603278,大业股份,钢加工,山东,27.01,0.52,2.08,281815.38,206676.42,61461.3,68248.06,3.28,0.184,6.74,2.95,20171113,46163.35,2.22,0.0,0.0,15.45,7.42,26613.0,,,,,,,,,,,,,,,,,,,,,,1453.0,大业股份,0.1206,0.0922,1.8864,0.1313,17.0692,,,,,,,,1045.0,大业股份,0.1223,0.0468,1.1493,0.0682,9.5625,1184.0,大业股份,0.1178,,1.0058,,,1507.0,大业股份,0.1203,0.1018,1.1784,0.1574,20.3319,1434.0,大业股份,0.0084,,0.0938,,,1699.0,大业股份,0.0235,0.0098,0.2873,0.0142,1.7802,1829.0,大业股份,0.0201,0.0126,0.2529,0.0182,2.136,1921.0,大业股份,0.0544,0.0364,0.7809,0.0706,8.089,1221.0,大业股份,0.0392,0.0072,0.5289,0.0143,1.6225
1329,300209,天泽信息,软件服务,江苏,186.55,2.51,2.92,269135.09,149541.63,10241.03,149479.63,5.12,0.025,7.17,2.57,20110426,29072.85,1.0,2.52,23.53,37.7,5.49,24693.0,1867.0,天泽信息,-0.1393,-0.0065,-13.4374,-0.15,-15.4202,2370.0,天泽信息,-0.1406,-0.0173,-3.6345,-0.2172,-21.9307,2355.0,天泽信息,-0.085,-0.0169,-4.5896,-0.2099,-21.166,2356.0,天泽信息,0.0424,0.0124,,0.1605,16.4578,2448.0,天泽信息,-0.2661,-0.0248,-13.4019,-0.3298,-33.7439,2775.0,天泽信息,-0.1863,-0.0208,-2.2978,-0.134,-13.7048,2869.0,天泽信息,-0.146,-0.0279,-1.3743,-0.1626,-16.5687,2601.0,天泽信息,0.0235,0.0069,0.1881,0.0389,3.9624,1978.0,天泽信息,-0.0926,-0.0049,-3.9506,-0.0303,-3.0935,1664.0,天泽信息,0.0273,0.0033,0.5823,0.017,1.7666,2730.0,天泽信息,-0.1112,-0.0243,-0.9464,-0.1221,-12.3987,1653.0,天泽信息,0.0757,0.0278,0.7663,0.1219,12.3899,3193.0,天泽信息,-0.7871,-0.0384,-18.047,-0.1761,-17.8883
1330,600834,申通地铁,公共交通,上海,47.77,4.77,4.77,263907.66,44010.53,122554.85,7974.25,0.17,0.045,3.11,2.74,19940224,71937.86,1.51,-2.76,-13.63,12.61,12.27,39359.0,172.0,申通地铁,0.4241,0.0319,5.44,0.0761,14.0936,1168.0,申通地铁,0.0754,0.0098,0.8964,0.0191,2.9306,1196.0,申通地铁,0.0818,0.0191,0.9791,0.0443,8.6327,2629.0,申通地铁,0.0182,0.0057,0.2041,0.0131,2.4245,686.0,申通地铁,0.1712,0.0119,1.6449,0.0264,5.46,410.0,申通地铁,0.2673,0.0398,2.8059,0.0948,17.7009,345.0,申通地铁,0.2942,0.0655,2.713,0.1514,26.9514,545.0,申通地铁,0.2511,0.081,3.6544,0.2088,33.2019,2202.0,申通地铁,-0.1406,-0.0104,-1.0179,-0.0263,-4.0874,3141.0,申通地铁,-0.3754,-0.0526,-3.0132,-0.12,-20.1217,2796.0,申通地铁,-0.1331,-0.0275,-1.1639,-0.0601,-9.5275,2878.0,申通地铁,-0.0443,-0.0129,-0.6452,-0.03,-4.9885,160.0,申通地铁,0.4073,0.0268,3.3193,0.0613,9.8886
1331,300129,泰胜风能,电气设备,上海,64.04,4.91,7.27,318765.88,209734.02,60982.78,70538.61,0.97,0.019,3.12,1.59,20101019,80128.02,1.1,35.41,-65.04,24.5,6.08,45010.0,179.0,泰胜风能,0.417,0.0396,5.4942,0.1074,11.1063,930.0,泰胜风能,0.1077,0.0262,0.9479,0.0673,6.9299,2136.0,泰胜风能,-0.0403,-0.0151,-0.3478,-0.037000000000000005,-3.796,2401.0,泰胜风能,0.0389,0.02,0.3668,0.0541,5.5446,2708.0,泰胜风能,-0.4231,-0.0251,-2.0983,-0.0802,-8.2662,2449.0,泰胜风能,-0.0782,-0.0142,-0.3935,-0.0457,-4.7009,788.0,泰胜风能,0.1739,0.0501,0.9281,0.1724,17.7839,1456.0,泰胜风能,0.1254,0.0618,0.862,0.2088,21.5186,2982.0,泰胜风能,-0.5252,-0.0308,-2.2325,-0.1221,-12.6616,2256.0,泰胜风能,-0.0525,-0.0121,-0.3475,-0.0418,-4.3087,2142.0,泰胜风能,-0.0155,-0.006,-0.1267,-0.02,-2.0493,2057.0,泰胜风能,0.0441,0.0218,0.4565,0.0731,7.5194,644.0,泰胜风能,0.1449,0.0106,2.386,0.0366,3.7964
1332,816,*ST慧业,农用机械,江苏,0.0,13.36,14.19,590518.19,251596.22,120025.3,141436.27,1.0,-0.04,2.14,1.0,19970818,9944.33,0.07,-24.36,-1149.78,7.36,-14.32,160971.0,1710.0,*ST慧业,-0.0933,-0.0069,-4.4534,-0.014,-1.656,2150.0,*ST慧业,-0.0746,-0.0105,-5.9498,-0.0229,-2.6829,1776.0,*ST慧业,0.0108,0.0024,,0.0053,0.6248,1889.0,*ST慧业,0.0831,0.0235,37.6663,0.0544,6.1924,1241.0,*ST慧业,0.0526,0.0039,8.8456,0.0088,1.0001,1752.0,*ST慧业,0.0342,0.0048,5.7366,0.0113,1.2418,2130.0,*ST慧业,0.0107,0.0024,,0.0058,0.6247,2080.0,*ST慧业,0.0722,0.0205,,0.0481,5.0609,1480.0,*ST慧业,0.0027,0.0002,,0.0005,0.0499,2779.0,*ST慧业,-0.1687,-0.0215,,-0.0474,-5.0006,2176.0,*ST慧业,-0.0198,-0.004,,-0.0086,-0.9013,2700.0,*ST慧业,-0.0152,-0.0043,,-0.0096,-1.0188,1954.0,*ST慧业,-0.0845,-0.0056,,-0.013,-1.376
1333,625,长安汽车,汽车整车,重庆,9.19,37.61,48.03,10716579.0,6202373.0,1877864.75,509940.59,1.06,0.29,10.2,1.04,19970610,3657586.75,7.62,13.26,-42.04,12.0,6.96,171000.0,601.0,长安汽车,0.1524,0.0368,1.1192,0.0583,6.7444,511.0,长安汽车,0.1947,0.0806,1.2725,0.1272,14.5516,617.0,长安汽车,0.1672,0.0987,1.2004,0.1589,18.2484,1918.0,长安汽车,0.0811,0.0606,0.5457,0.098,10.7698,1057.0,长安汽车,0.085,0.017,0.6072,0.0279,3.1642,996.0,长安汽车,0.1291,0.0484,0.8437,0.0784,8.5089,1156.0,长安汽车,0.1211,0.0645,0.8406,0.1051,11.8057,2551.0,长安汽车,0.0291,0.0215,0.2225,0.0362,3.8113,378.0,长安汽车,0.2449,0.0387,1.8095,0.0656,7.164,762.0,长安汽车,0.1478,0.0462,1.0626,0.0795,8.8387,1879.0,长安汽车,0.0145,0.0072,0.1278,0.0128,1.4477,2715.0,长安汽车,-0.0171,-0.0129,-0.19,-0.0233,-2.5083,704.0,长安汽车,0.1317,0.0246,1.9425,0.0452,5.1377
