,code,name,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date
443,603599,广信股份,0.9,87.5,,13.17,,33722.69,86.18,10派1.3609,04-27
444,603619,中曼石油,1.06,-2.75,,22.46,,39451.52,0.1,,04-27
445,601858,中国科传,0.48,14.29,,12.37,,37117.79,32.59,,04-26
446,002351,漫步者,0.2,33.33,,6.59,,11653.24,34.08,10派1,04-26
447,300404,博济医药,-0.18,-1246.5,,-5.84,,-2448.86,-1273.34,,04-26
448,603797,联泰环保,0.33,-17.5,,7.12,,6462.05,1.79,10派1,04-26
449,002078,太阳纸业,0.8,90.48,,22.65,,202423.3,91.55,10派1,04-26
450,002739,万达电影,1.29,10.92,,13.73,,151567.52,10.92,10派2转5,04-26
451,600119,长江投资,-0.3,-165.22,,-11.18,,-9370.3,-166.92,,04-26
452,603116,红蜻蜓,0.91,33.82,,11.2,,38153.2,36.79,10派4转4,04-26
453,002809,红墙股份,0.67,-32.32,,8.78,,8064.49,21.94,,04-26
454,002495,佳隆股份,0.02,-33.62,,1.9,,2141.44,-33.66,10派0.1,04-26
455,002528,英飞拓,0.12,-127.89,,4.36,,12725.18,-130.24,,04-26
456,002544,杰赛科技,0.35,66.67,,9.94,,20172.75,89.51,10派1.1,04-26
457,002608,江苏国信,0.67,103.03,,13.19,,217967.3,102.28,,04-26
458,002693,双成药业,0.02,-102.08,,1.1,,631.48,-101.63,,04-26
459,002067,景兴纸业,0.58,100.0,,17.91,,63809.0,100.14,10派0.5,04-26
460,603017,中衡设计,0.55,14.58,,9.33,,15053.36,24.26,10派3,04-26
461,603063,禾望电气,0.6,-17.81,,12.74,,23266.28,-11.24,,04-26
462,002147,新光圆成,0.74,-39.34,,17.25,,135770.38,-11.24,,04-26
463,002468,申通快递,0.97,-21.14,,24.05,,148783.62,17.93,10派2,04-26
464,000783,长江证券,0.28,-36.36,,5.96,,154511.24,-29.98,10派1.5,04-26
465,601163,三角轮胎,0.6,-52.76,,6.1,,48346.53,-41.4,10派2.7,04-26
466,600310,桂东电力,0.08,-69.72,,2.35,,6344.05,-69.7,10派0.25,04-26
467,000968,蓝焰控股,0.53,-35.37,,18.89,,48940.46,27.3,,04-26
468,603611,诺力股份,0.86,-5.49,,10.44,,15950.4,10.12,10派5转4,04-26
469,002666,德联集团,0.2,5.26,,5.49,,15373.73,9.38,10派0.47,04-26
470,002377,国创高新,0.08,700.0,,2.42,,4318.54,727.87,,04-26
471,000651,格力电器,3.72,45.31,,37.44,,2240157.62,45.27,,04-26
472,002120,韵达股份,1.31,-0.76,,35.45,,158931.96,35.01,10派2.38转3,04-26
473,603906,龙蟠科技,0.44,-22.81,,8.98,,9237.26,3.09,,04-26
474,600169,太原重工,0.02,-102.58,,1.27,,5220.2,-102.72,,04-26
475,002200,云投生态,-2.2,-1309.69,,-62.45,,-40450.35,-1309.8,,04-26
476,300268,佳沃股份,0.02,-58.46,,1.15,,244.94,-58.34,,04-26
477,002554,惠博普,0.08,-38.46,,4.05,,8890.02,-32.15,10派0.1,04-26
478,002570,*ST因美,-1.03,36.03,,-44.83,,-105704.45,35.4,,04-26
479,002906,华阳集团,0.68,-8.11,,10.76,,28005.04,-5.07,10派2.5,04-26
480,002495,佳隆股份,0.02,-33.62,,1.9,,2141.44,-33.66,10派0.1,04-26
481,002528,英飞拓,0.12,-127.89,,4.36,,12725.18,-130.24,,04-26
482,002544,杰赛科技,0.35,66.67,,9.94,,20172.75,89.51,10派1.1,04-26
483,002608,江苏国信,0.67,103.03,,13.19,,217967.3,102.28,,04-26
484,002693,双成药业,0.02,-102.08,,1.1,,631.48,-101.63,,04-26
485,002067,景兴纸业,0.58,100.0,,17.91,,63809.0,100.14,10派0.5,04-26
486,603017,中衡设计,0.55,14.58,,9.33,,15053.36,24.26,10派3,04-26
