 ,name_x,industry,area,pe,outstanding,totals,totalAssets,liquidAssets,fixedAssets,reserved,reservedPerShare,esp,bvps,pb,timeToMarket,undp,perundp,rev,profit,gpr,npr,holders,Unnamed: 0_x,name_y,currentratio_2015q1,quickratio_2015q1,cashratio_2015q1,icratio_2015q1,sheqratio_2015q1,adratio_2015q1,Unnamed: 0_y,name_x,currentratio_2015q2,quickratio_2015q2,cashratio_2015q2,icratio_2015q2,sheqratio_2015q2,adratio_2015q2,Unnamed: 0_x,name_y,currentratio_2015q3,quickratio_2015q3,cashratio_2015q3,icratio_2015q3,sheqratio_2015q3,adratio_2015q3,Unnamed: 0_y,name_x,currentratio_2015q4,quickratio_2015q4,cashratio_2015q4,icratio_2015q4,sheqratio_2015q4,adratio_2015q4,Unnamed: 0_x,name_y,currentratio_2016q1,quickratio_2016q1,cashratio_2016q1,icratio_2016q1,sheqratio_2016q1,adratio_2016q1,Unnamed: 0_y,name_x,currentratio_2016q2,quickratio_2016q2,cashratio_2016q2,icratio_2016q2,sheqratio_2016q2,adratio_2016q2,Unnamed: 0_x,name_y,currentratio_2016q3,quickratio_2016q3,cashratio_2016q3,icratio_2016q3,sheqratio_2016q3,adratio_2016q3,Unnamed: 0_y,name_x,currentratio_2016q4,quickratio_2016q4,cashratio_2016q4,icratio_2016q4,sheqratio_2016q4,adratio_2016q4,Unnamed: 0_x,name_y,currentratio_2017q1,quickratio_2017q1,cashratio_2017q1,icratio_2017q1,sheqratio_2017q1,adratio_2017q1,Unnamed: 0_y,name_x,currentratio_2017q2,quickratio_2017q2,cashratio_2017q2,icratio_2017q2,sheqratio_2017q2,adratio_2017q2,Unnamed: 0_x,name_y,currentratio_2017q3,quickratio_2017q3,cashratio_2017q3,icratio_2017q3,sheqratio_2017q3,adratio_2017q3,Unnamed: 0_y,name_x,currentratio_2017q4,quickratio_2017q4,cashratio_2017q4,icratio_2017q4,sheqratio_2017q4,adratio_2017q4,Unnamed: 0,name_y,currentratio_2018q1,quickratio_2018q1,cashratio_2018q1,icratio_2018q1,sheqratio_2018q1,adratio_2018q1
300235,方直科技,软件服务,深圳,61.16,1.06,1.68,62658.23,44263.3,9656,28174.75,1.68,0.053,3.52,3.7,20110629,12173.55,0.73,16.04,20.78,61.3,24.64,14337,207,方直科技,12.8128,12.4999,266.5205,-2648.9633,92.9308,7.0692,100,方直科技,23.425,22.8732,382.5823,-1684.499,95.4944,4.5056,342,方直科技,9.5748,9.2094,95.0017,-3318.7436,91.188,8.812,44,方直科技,13.0359,12.6085,365.1526,-2977.675,93.1836,6.8164,478,方直科技,8.8301,8.4698,97.3136,-17335.1771,92.0849,7.9151,187,方直科技,23.394,22.3808,569.6003,-4712.305,96.4203,3.5797,455,方直科技,9.4621,9.0206,211.9569,-11346.6019,92.7937,7.2063,27,方直科技,13.5499,13.0095,389.819,-8000.7582,94.6475,5.3525,220,方直科技,17.1447,16.7064,1139.8166,-5917.1353,96.0022,3.9978,5,方直科技,32.2416,31.5109,2722.1231,312.0934,97.4113,2.5887,11,方直科技,17.012,16.5617,759.1245,-661.2287,96.017,3.983,11,方直科技,18.4244,18.0429,722.5377,-189.1112,95.6896,4.3104,37,方直科技,14.1697,13.8876,540.275,-680.6649,94.3908,5.6092
300229,拓尔思,软件服务,北京,1141.85,4.47,4.71,217771.8,102453.9,16295.45,61907.32,1.31,0.003,3.83,4.15,20110615,67275.18,1.43,31.11,133.34,52.65,1.03,40891,247,拓尔思,6.5276,6.4808,357.1181,-114.4158,91.0709,8.9291,175,拓尔思,5.9702,5.9296,279.0129,-496.2176,90.9274,9.0726,346,拓尔思,6.0214,5.9806,278.8562,-752.2298,91.0637,8.9363,293,拓尔思,3.6798,3.6293,215.2644,-2344.4857,84.7805,15.2195,841,拓尔思,2.5264,2.5052,104.4916,-501.4564,81.4658,18.5342,715,拓尔思,2.4536,2.4312,61.5627,-4285.1344,80.383,19.617,710,拓尔思,3.2618,2.9994,73.6189,-12317.8604,85.2932,14.7068,501,拓尔思,2.7175,2.5008,101.8423,4482.4997,81.7882,18.2118,705,拓尔思,2.886,2.6424,89.7968,-18.0071,82.8776,17.1224,570,拓尔思,2.6557,2.4378,86.4891,495.6961,81.3894,18.6106,515,拓尔思,2.7778,2.5331,86.6214,1198.5163,82.4821,17.5179,375,拓尔思,3.1652,2.8104,84.5845,3455.9499,84.1897,15.8103,346,拓尔思,3.4046,2.9843,62.2671,-3174.5188,85.6194,14.3806
300225,金力泰,染料涂料,上海,168.52,4.68,4.7,115179.45,73446.03,28317.15,2514.41,0.05,0.016,1.91,5.73,20110531,32102,0.68,-1.75,-28.73,21.19,4.5,9309,523,金力泰,3.6583,2.975,119.8246,-1612.2213,82.1884,17.8116,498,金力泰,3.6422,2.9114,44.6172,-1662.2026,81.9009,18.0991,631,金力泰,3.6764,2.989,39.0209,-2095.379,81.8318,18.1682,554,金力泰,3.3554,2.8844,85.1616,-2903.0949,79.7537,20.2463,890,金力泰,3.5781,3.0119,43.9481,-8656.7434,80.5151,19.4849,718,金力泰,3.5453,3.054,48.9719,-10264.5834,80.3277,19.6723,825,金力泰,4.0331,3.4345,71.9177,-8132.3014,82.556,17.444,706,金力泰,3.3133,2.8951,99.9702,-7810.1305,77.8844,22.1156,1011,金力泰,3.272,2.7869,40.2704,-2665.8149,77.3205,22.6795,757,金力泰,3.4034,2.955,51.3522,-2793.0061,78.1925,21.8075,699,金力泰,3.2302,2.6801,24.0656,-2958.4252,79.286,20.714,867,金力泰,2.7882,2.4205,70.1698,-3002.3466,75.5621,24.4379,664,金力泰,3.3868,2.8504,11.2193,-3499.0144,80.079,19.921
300198,纳川股份,塑料,福建,232.48,7.82,10.32,326297.09,168652.3,36769.12,14029.77,0.14,0.006,1.6,3.73,20110407,44474.92,0.43,56.27,146.9,19.79,2.42,32809,912,纳川股份,1.9829,1.7221,36.8385,368.2638,72.7191,27.2809,1350,纳川股份,1.8689,1.5646,44.0649,657.5024,62.7785,37.2215,1461,纳川股份,1.8294,1.4995,38.0761,263.7019,62.4764,37.5236,1685,纳川股份,1.6084,1.3424,42.595,250.7582,59.3877,40.6123,1794,纳川股份,1.6583,1.4078,38.1271,785.6954,60.1876,39.8124,1236,纳川股份,2.3648,2.0601,82.2509,437.4004,69.6577,30.3423,1456,纳川股份,2.281,1.9727,67.3748,386.6151,69.3364,30.6636,1154,纳川股份,2.3484,2.0535,65.6713,506.7302,69.962,30.038,1814,纳川股份,2.4714,2.1458,98.4112,-469.215,61.5447,38.4553,1766,纳川股份,1.9847,1.7169,54.7925,573.2054,60.2345,39.7655,1816,纳川股份,1.8373,1.5879,51.9656,488.9444,59.0529,40.9471,1919,纳川股份,1.6519,1.4111,39.0348,960.4711,57.1385,42.8615,2055,纳川股份,1.6068,1.3395,40.292,422.9554,55.1927,44.8073
300187,永清环保,环境保护,湖南,87.14,5.97,6.49,365607,201024.77,36118.62,39452.03,0.61,0.027,2.53,3.68,20110308,55707.08,0.86,-36.28,8.51,30.95,11.92,24700,1397,永清环保,1.8132,1.2316,54.6068,-571.5857,60.9205,39.0795,1464,永清环保,1.7354,1.0012,21.1883,-2106.3551,60.3943,39.6057,1452,永清环保,1.8789,1.2274,60.6898,-4676.0519,62.6846,37.3154,1780,永清环保,1.9181,1.5595,93.7475,-1902.5078,57.6644,42.3356,1968,永清环保,2.0228,1.6574,99.1058,-118.4994,56.5777,43.4223,2228,永清环保,1.5481,1.0601,59.8274,-911.6821,50.3463,49.6537,2377,永清环保,1.5167,1.0269,55.6022,-778.0869,50.3025,49.6975,2228,永清环保,1.3692,1.047,55.7744,-1812.2854,51.3876,48.6124,2184,永清环保,1.4174,1.029,55.0407,-740.8765,54.7289,45.2711,2180,永清环保,1.3047,0.8115,53.1866,-706.4896,52.5067,47.4933,2288,永清环保,1.2802,0.8253,52.1409,-751.1698,50.1227,49.8773,2149,永清环保,1.341,0.9097,44.8348,-1237.0327,52.8856,47.1144,2479,永清环保,1.1411,0.8023,42.3421,666.8748,47.2001,52.7999
300173,智慧松德,轻工机械,广东,111.88,5.09,5.86,270621.53,160504.27,1065.74,81758.86,1.39,0.018,2.9,2.72,20110201,27543.65,0.47,-9.33,659.3,25.72,20.24,18703,742,智慧松德,2.2136,1.4741,86.9007,-1772.5725,76.6204,23.3796,629,智慧松德,2.3932,1.6569,81.5311,4022.8252,79.1204,20.8796,797,智慧松德,2.2517,1.5532,77.7205,8440.9751,78.4026,21.5974,691,智慧松德,2.4083,1.8801,83.3459,4179.7464,76.9362,23.0638,994,智慧松德,2.8859,2.0727,75.4007,2228.1117,78.0454,21.9546,917,智慧松德,2.7419,1.887,63.6622,2935.3675,75.5817,24.4183,1305,智慧松德,2.4759,1.5562,56.3197,2043.302,72.4732,27.5268,1344,智慧松德,2.6954,2.3136,89.4007,1895.2015,67.0102,32.9898,1485,智慧松德,3.0029,2.5283,103.0827,307.0853,68.0755,31.9245,1440,智慧松德,2.9335,2.6959,119.9202,1670.4077,66.2231,33.7769,1571,智慧松德,2.3166,1.9888,77.761,1125.6429,63.6711,36.3289,1493,智慧松德,2.4966,2.2302,73.6786,1603.6911,64.4328,35.5672,1637,智慧松德,2.2787,2.0037,55.1647,430.867,62.7194,37.2806
300146,汤臣倍健,食品,广东,16.38,8.76,14.69,630611.69,412967.34,64922.61,203191.16,1.38,0.253,3.39,4.89,20101215,120018.36,0.82,45.03,31.39,67.61,34.86,62603,347,汤臣倍健,5.5452,5.2257,479.2323,-1497.9195,87.0638,12.9362,143,汤臣倍健,10.7048,9.9544,499.9368,-1590.2029,92.7149,7.2851,287,汤臣倍健,11.8358,10.7689,524.8609,-1505.8155,93.8924,6.1076,57,汤臣倍健,9.3643,8.4403,431.2032,-1343.8572,92.8334,7.1666,835,汤臣倍健,3.4965,3.2439,166.785,-2348.3374,81.5701,18.4299,392,汤臣倍健,4.9343,4.5182,260.7151,-2513.4355,87.4294,12.5706,607,汤臣倍健,5.2342,4.8761,308.8216,-2163.5594,87.9951,12.0049,193,汤臣倍健,5.3267,4.7671,332.4557,-1416.4289,88.2767,11.7233,659,汤臣倍健,3.7972,3.474,248.35,-2307.7337,83.4963,16.5037,197,汤臣倍健,5.994,5.4469,453.6738,-2935.4172,89.1115,10.8885,256,汤臣倍健,5.5441,5.116,416.3242,-2627.186,87.7631,12.2369,390,汤臣倍健,4.4472,3.9847,290.9107,-1814.4473,83.9432,16.0568,685,汤臣倍健,3.4075,3.089,235.2127,-3977.3957,79.6845,20.3155
300119,瑞普生物,生物制药,天津,31.11,2.05,4.04,291921.06,131494.81,82332.2,94799.8,2.34,0.095,4.92,2.41,20100917,56554.78,1.4,28.38,22.19,47.53,13.07,14181,343,瑞普生物,4.7514,3.9642,138.2755,-1815.2983,87.1638,12.8362,659,瑞普生物,2.452,1.9862,68.6635,-1959.6352,78.5492,21.4508,661,瑞普生物,2.7246,2.2487,46.4312,-6872.8877,81.1191,18.8809,774,瑞普生物,1.8185,1.4517,54.1582,-16389.9337,75.3144,24.6856,1092,瑞普生物,1.843,1.4579,42.9055,10243.6384,75.9472,24.0528,943,瑞普生物,1.8434,1.4517,52.0526,1898.5607,75.1636,24.8364,1066,瑞普生物,2.3133,1.9439,60.3404,2070.3879,77.5089,22.4911,759,瑞普生物,2.265,1.8425,56.9513,2104.0191,77.0325,22.9675,994,瑞普生物,2.3618,1.8891,79.1558,1668.0963,77.5958,22.4042,921,瑞普生物,2.0662,1.6597,41.9681,1422.8967,75.4561,24.5439,979,瑞普生物,2.0334,1.6978,51.0181,1397.4807,74.3461,25.6539,927,瑞普生物,2.0058,1.6456,60.5206,1092.1538,74.4221,25.5779,890,瑞普生物,2.1576,1.7717,35.3417,1394.5648,76.0966,23.9034
300118,东方日升,半导体,浙江,30.45,6.92,9.04,1728665,1121731.5,395903.31,509687.91,5.64,0.089,8.3,1.3,20100902,142415.56,1.57,25.87,3.86,14.56,3.85,36533,1985,东方日升,1.4544,1.2327,30.5048,87.6831,46.416,53.584,2273,东方日升,1.5443,1.2383,42.3112,233.2309,41.169,58.831,2393,东方日升,1.5581,1.2074,38.6278,304.2684,38.8431,61.1569,2832,东方日升,1.5109,1.2515,35.86,366.6093,36.9997,63.0003,2690,东方日升,1.3784,1.1505,35.542,-27498.4202,37.6716,62.3284,2847,东方日升,1.3385,0.981,28.9874,1628.4771,35.1358,64.8642,2954,东方日升,1.22,0.8512,24.2578,959.8168,34.6531,65.3469,2776,东方日升,1.3866,1.1067,31.1656,971.4122,39.711,60.289,2419,东方日升,1.8868,1.5881,83.6672,528.6955,50.1194,49.8806,2478,东方日升,1.5823,1.4059,66.3634,918.2605,46.6159,53.3841,2498,东方日升,1.4738,1.2773,62.0452,707.8722,45.817,54.183,2528,东方日升,1.4303,1.2727,62.0503,745.9637,45.6368,54.3632,2563,东方日升,1.4067,1.2661,62.756,248.3303,45.4644,54.5356
300090,盛运环保,环境保护,安徽,385.46,8.77,13.2,1421610,726745.19,70380.45,219144.38,1.66,0.006,2.91,3.18,20100625,6877.68,0.05,6.97,13.63,35.35,2.23,25895,2362,盛运环保,1.0915,0.9787,18.6473,211.2903,35.2602,64.7398,2571,盛运环保,1.2115,1.0528,32.3607,249.1362,31.8563,68.1437,2638,盛运环保,1.2689,1.1035,30.8773,244.1733,30.8745,69.1255,2368,盛运环保,1.9202,1.7254,116.3518,482.1669,47.4649,52.5351,2319,盛运环保,1.892,1.6317,74.3721,114.9397,48.1541,51.8459,2275,盛运环保,1.8743,1.5295,68.7886,221.459,49.4271,50.5729,2503,盛运环保,1.7261,1.429,49.1289,293.6638,47.3139,52.6861,2445,盛运环保,2.0168,1.7461,84.1968,276.0603,47.1963,52.8037,2750,盛运环保,1.9519,1.6937,90.2017,126.6142,42.512,57.488,2607,盛运环保,1.8085,1.4806,67.7996,156.0004,44.1671,55.8329,2540,盛运环保,1.8822,1.4635,51.0322,110.2581,44.8028,55.1972,3169,盛运环保,1.2084,1.0539,26.7063,-362.671,28.5989,71.4011,3198,盛运环保,1.1429,0.9842,13.0849,109.7495,27.4275,72.5725
300086,康芝药业,化学制药,海南,60.2,4.36,4.5,223972.22,140615.98,31169.8,110896.05,2.46,0.045,4.16,2.6,20100526,26590.3,0.59,10.88,34.29,44.66,16.16,17660,172,康芝药业,16.0956,15.2894,357.5647,277.1141,95.2949,4.7051,105,康芝药业,14.8487,14.0684,293.2642,-341.0225,94.9519,5.0481,302,康芝药业,10.718,9.9823,171.831,-571.9478,93.1483,6.8517,172,康芝药业,6.6245,6.2126,122.0076,-1452.2088,88.1214,11.8786,663,康芝药业,5.5227,5.1475,152.5993,1812.0832,85.8567,14.1433,423,康芝药业,5.9888,5.6094,65.136,1435.191,86.7537,13.2463,654,康芝药业,5.9644,5.4529,135.6369,1014.3158,86.6633,13.3367,322,康芝药业,5.3381,4.9514,59.8703,799.1579,85.5295,14.4705,437,康芝药业,7.1409,6.6528,93.0552,4707.5773,88.5497,11.4503,220,康芝药业,7.1051,6.5479,37.3729,4062.9404,88.5283,11.4717,214,康芝药业,7.0499,6.436,170.5226,8285.12,88.7838,11.2162,309,康芝药业,5.3145,4.9083,44.5226,4905.832,85.8984,14.1016,312,康芝药业,5.6243,5.135,41.4642,-4589.188,86.6539,13.3461
300080,易成新能,半导体,河南,98.41,5.02,5.03,683617.06,335228.72,215708.59,240348.47,4.78,0.015,4.37,1.33,20100625,-75402.75,-1.5,194.13,381.64,18.97,0.91,27485,1558,易成新能,1.4115,0.8993,27.6134,114.4219,57.1522,42.8478,1524,易成新能,1.4582,0.9085,19.5941,26.0707,59.1654,40.8346,1775,易成新能,2.1292,1.4217,48.3252,88.0315,55.5214,44.4786,1665,易成新能,2.3127,1.4033,31.2551,100.0416,59.6989,40.3011,1888,易成新能,2.1715,1.377,35.9975,134.8474,58.2854,41.7146,1975,易成新能,2.067,1.3696,46.0242,120.1116,55.4101,44.5899,2170,易成新能,1.9838,1.2564,25.2513,116.7408,54.8027,45.1973,2177,易成新能,1.7627,1.1581,29.6689,135.12,52.3247,47.6753,2457,易成新能,1.6463,1.1339,36.0174,117.1493,49.3615,50.6385,2392,易成新能,1.4034,0.9608,24.8605,-237.7951,48.4451,51.5549,2449,易成新能,1.3644,0.9332,21.9091,-176.4795,46.8493,53.1507,2858,易成新能,1.1076,0.7768,26.4134,-441.8387,38.4602,61.5398,2886,易成新能,1.1038,0.7522,23.7523,196.2213,38.077,61.923
300071,华谊嘉信,广告包装,北京,42.68,4.82,6.78,346013.75,204810,3384.71,1464.21,0.02,0.046,1.35,5.77,20100421,15627.65,0.23,-7.66,40.88,23.3,4.53,24241,1184,华谊嘉信,2.7378,2.7369,40.6055,5737.1052,66.0265,33.9735,1191,华谊嘉信,2.7792,2.7782,22.5571,4833.0488,66.3881,33.6119,1303,华谊嘉信,2.7441,2.7432,33.7935,5382.2629,66.2078,33.7922,2599,华谊嘉信,1.218,1.218,24.754,2526.0987,42.6651,57.3349,2480,华谊嘉信,1.2334,1.2334,17.232,723.168,43.4961,56.5039,2623,华谊嘉信,1.5065,1.5065,11.4618,755.9463,41.0201,58.9799,2952,华谊嘉信,1.1366,1.1366,10.812,723.5951,34.6681,65.3319,2913,华谊嘉信,1.0988,1.0988,15.3486,465.8277,36.0763,63.9237,2935,华谊嘉信,1.1148,1.1148,8.6879,288.8693,36.9791,63.0209,2921,华谊嘉信,1.078,1.078,5.1357,264.4639,36.2118,63.7882,2952,华谊嘉信,1.1471,1.1471,3.6643,448.6501,34.6182,65.3818,3261,华谊嘉信,1.0028,1.0028,10.4235,-193.4673,24.3226,75.6774,3217,华谊嘉信,1.0798,1.0798,4.8842,367.7613,26.7812,73.2188
300062,中能电气,电气设备,福建,238.1,1.89,3.08,217223.55,138694.52,50693.53,24268.85,0.79,0.006,2.6,2.33,20100319,22329.32,0.72,22.46,-51.13,34.07,1.21,17014,554,中能电气,4.1464,3.1265,129.2721,-1072.1458,81.6143,18.3857,461,中能电气,4.3576,3.3257,130.7798,-1224.2087,82.6557,17.3443,1239,中能电气,2.2368,1.7724,65.9881,4599.8475,67.5884,32.4116,2614,中能电气,1.3948,1.0453,19.1326,497.7784,42.1898,57.8102,2538,中能电气,1.3704,1.0562,14.284,414.4988,41.8562,58.1438,2616,中能电气,1.3255,1.0569,15.8777,604.968,41.2081,58.7919,2092,中能电气,1.5705,1.2988,30.4958,939.8191,56.7858,43.2142,2172,中能电气,1.5516,1.3336,42.1015,991.2486,52.4324,47.5676,2280,中能电气,1.5163,1.2947,34.2117,229.7525,52.8609,47.1391,2564,中能电气,1.767,1.5328,75.6793,210.4276,45.12,54.88,2490,中能电气,1.7925,1.5301,59.0977,164.8042,45.994,54.006,2691,中能电气,1.5638,1.3038,45.7849,-98.0488,42.1743,57.8257,2765,中能电气,1.5109,1.2683,42.5703,128.6808,41.0506,58.9494
300056,三维丝,环境保护,福建,0,2.14,3.85,258706.59,135266.05,38778.2,91488.22,2.37,-0.101,3.53,1.99,20100226,3873.06,0.1,15.78,-111.66,19,-34.92,21429,1784,三维丝,1.4377,1.1961,17.3664,1146.7944,51.514,48.486,2020,三维丝,1.2535,0.8318,7.3828,1037.7493,47.7175,52.2825,2100,三维丝,1.3674,1.124,15.5134,735.0437,47.417,52.583,2262,三维丝,1.3881,1.1612,25.1096,871.3751,49.3462,50.6538,2288,三维丝,1.1933,0.7411,17.2217,937.6186,48.8198,51.1802,2197,三维丝,1.3739,0.9612,31.4079,1988.6478,51.0701,48.9299,2415,三维丝,1.2757,0.8798,28.9138,1490.2744,49.2851,50.7149,2378,三维丝,1.2113,0.9558,40.6092,4720.6774,48.315,51.685,2211,三维丝,1.3698,1.0102,47.0122,-154.0759,54.2727,45.7273,2399,三维丝,1.2718,0.8798,37.0485,-701.5319,48.2939,51.7061,2451,三维丝,1.2105,0.7739,28.7072,-419.6609,46.7601,53.2399,2212,三维丝,1.3083,1.0524,35.1117,188.8953,51.6636,48.3364,2184,三维丝,1.2216,0.9195,30.7187,-49.9747,52.7487,47.2513
300049,福瑞股份,中成药,内蒙,86.78,2.28,2.63,233626.8,105777.06,9430.17,65227.57,2.48,0.038,5.32,2.51,20100120,39297.46,1.49,13.28,19.24,71.12,5.78,0,1076,福瑞股份,2.7591,2.4414,140.613,-393.021,68.6252,31.3748,581,福瑞股份,5.2007,4.9327,393.9538,-962.1694,80.0566,19.9434,675,福瑞股份,5.7033,5.3961,415.2055,-1027.2336,80.7995,19.2005,494,福瑞股份,5.277,5.0024,357.8109,-51009.1094,80.8733,19.1267,808,福瑞股份,5.8476,5.5264,410.212,391.5948,82.2013,17.7987,612,福瑞股份,5.8856,5.6339,398.5012,8580.5541,82.3125,17.6875,944,福瑞股份,5.616,5.3778,369.3624,31354.5569,80.2004,19.7996,816,福瑞股份,4.8559,4.6263,286.0421,-14734.9126,75.8521,24.1479,1064,福瑞股份,5.0747,4.7881,298.6243,2345.3794,76.4224,23.5776,703,福瑞股份,7.2197,6.9072,460.7913,782.1584,79.1902,20.8098,848,福瑞股份,5.4202,5.1639,340.6309,981.0141,76.834,23.166,779,福瑞股份,5.6593,5.2856,284.0582,939.943,77.1846,22.8154,1201,福瑞股份,3.1555,2.9171,140.2526,2005.3528,70.5861,29.4139
300009,安科生物,生物制药,安徽,83.63,6.45,9.97,234977.66,78392.3,43495.01,41688.03,0.42,0.06,1.74,11.45,20091030,65783.81,0.66,40.49,26.19,81,21.29,47000,444,安科生物,2.8315,2.5409,101.5204,-2707.7689,84.3908,15.6092,229,安科生物,3.9397,3.5557,94.3556,-4521.5374,88.8324,11.1676,347,安科生物,5.2728,4.7309,180.3631,-7384.3869,91.0426,8.9574,110,安科生物,4.4927,3.9725,87.1869,-6619.7743,90.236,9.764,649,安科生物,2.7823,2.4567,92.0454,-25751.747,86.1302,13.8698,1261,安科生物,1.158,1.0261,37.3164,80511.3387,69.3139,30.6861,1301,安科生物,1.2132,1.0711,14.4945,9562.5113,72.5426,27.4574,1000,安科生物,1.2416,1.1065,33.4624,9530.1696,72.5711,27.4289,1117,安科生物,1.3727,1.1738,12.9425,12387.3383,75.4662,24.5338,905,安科生物,1.327,1.1247,20.7054,15202.3925,75.7175,24.2825,703,安科生物,1.741,1.5181,22.5032,16546.1286,79.2117,20.7883,717,安科生物,1.7786,1.5886,33.5763,17843.1038,78.0966,21.9034,805,安科生物,1.8125,1.6041,20.5113,20832.7555,77.5809,22.4191
300006,莱美药业,化学制药,重庆,26.12,5.86,8.12,295057.5,132857.02,75395.96,58322.26,0.72,0.056,2.11,2.78,20091030,24148.28,0.3,32.72,108.31,57.07,13.94,31600,2168,莱美药业,0.7592,0.4581,18.0746,145.3575,41.226,58.774,2327,莱美药业,0.788,0.4502,20.1111,144.138,39.5059,60.4941,2302,莱美药业,0.7854,0.4697,18.1506,131.8992,41.4092,58.5908,1969,莱美药业,1.2883,1.0013,67.8297,142.1402,54.4636,45.5364,1531,莱美药业,1.6689,1.1399,48.23,353.293,65.9248,34.0752,1428,莱美药业,2.1346,1.3931,58.4698,342.2788,66.075,33.925,1623,莱美药业,1.8574,1.1252,37.6016,347.5513,66.3821,33.6179,1317,莱美药业,1.4412,0.9018,29.5945,113.1029,67.3987,32.6013,1658,莱美药业,1.3324,0.8916,34.1115,409.9872,64.6829,35.3171,1560,莱美药业,1.1947,0.7674,27.6993,396.0136,64.0626,35.9374,1688,莱美药业,1.4429,0.9944,44.3197,370.7178,61.4482,38.5518,1588,莱美药业,1.2995,0.884,25.6698,230.7763,62.8713,37.1287,1852,莱美药业,1.238,0.9158,40.9811,506.6242,58.8237,41.1763
2778,高科石化,石油加工,江苏,68.48,0.56,0.89,76581.24,51419.8,7615.63,21435.85,2.41,0.07,7.01,2.72,20160106,28851.31,3.24,-3.01,-22.9,13.62,4.74,12070,1310,高科石化,2.0431,1.3397,10.8712,342.3442,62.9243,37.0757,1178,高科石化,2.2537,1.438,35.3182,425.3799,66.6482,33.3518,1125,高科石化,2.5176,1.6014,6.8546,485.0754,70.1726,29.8274,671,高科石化,3.5329,2.6663,142.475,463.2203,77.2419,22.7581,804,高科石化,4.4568,3.2968,39.8225,1004.4415,82.2205,17.7795,646,高科石化,4.2999,3.1744,72.9394,890.2488,81.6782,18.3218,961,高科石化,3.9486,2.9558,57.2194,863.4067,79.9437,20.0563,377,高科石化,5.0246,3.7642,90.6772,888.4828,84.4056,15.5944,640,高科石化,4.8667,3.5872,92.5659,1287.9486,83.9345,16.0655,388,高科石化,4.9827,3.7261,97.8159,1282.107,84.9961,15.0039,574,高科石化,4.0253,3.0517,65.8595,1053.4502,81.4925,18.5075,374,高科石化,4.3485,3.027,73.6894,1053.2748,84.2741,15.7259,571,高科石化,3.702,2.7479,36.9689,847.4683,81.6039,18.3961
2770,科迪乳业,乳制品,河南,50.42,5.82,10.95,290713.81,122758.71,133090.77,631.85,0.01,0.021,1.54,2.8,20150630,52588.55,0.48,21.15,3.64,23.13,8.57,37890,1903,科迪乳业,0.405,0.3275,12.4208,349.7805,48.6581,51.3419,1736,科迪乳业,1.024,0.9697,80.5,433.8926,54.3367,45.6633,1797,科迪乳业,0.9787,0.9272,73.2601,455.8053,55.098,44.902,1977,科迪乳业,0.9417,0.8866,71.6393,434.9276,54.3646,45.6354,2067,科迪乳业,0.9015,0.8306,60.5051,292.3562,54.3957,45.6043,2294,科迪乳业,0.7595,0.6852,56.746,315.3189,48.9833,51.0167,2353,科迪乳业,0.7742,0.6918,58.1834,360.4,50.8828,49.1172,1848,科迪乳业,1.2147,1.1406,103.4151,365.6193,58.1348,41.8652,2050,科迪乳业,1.1244,1.0587,96.8055,382.5107,57.4311,42.5689,1808,科迪乳业,1.049,0.9825,87.777,434.3388,59.6379,40.3621,1852,科迪乳业,1.0304,0.956,86.417,505.8356,58.4403,41.5597,1826,科迪乳业,0.9906,0.9106,83.1027,436.1186,58.7507,41.2493,1885,科迪乳业,1.0277,0.9365,86.9544,366.4938,58.0211,41.9789
2739,万达电影,影视音像,北京,28.26,11.4,11.74,2314078.25,527891.75,255017.91,459088.41,3.91,0.46,10.28,5.06,20150122,567978.69,4.84,27.57,14.07,32.42,12.72,111208,913,万达电影,2.1527,2.1286,171.0297,-5101.887,72.6385,27.3615,805,万达电影,2.1643,2.1351,202.2424,-3103.5801,75.0221,24.9779,919,万达电影,2.1698,2.1363,190.015,-3864.8394,75.226,24.774,1709,万达电影,1.965,1.9325,170.7798,2715.6824,58.9662,41.0338,1698,万达电影,1.6226,1.5904,111.1218,1882.0079,61.8362,38.1638,1649,万达电影,1.4709,1.4416,84.4286,1330.9635,61.662,38.338,1909,万达电影,1.2884,1.2619,45.2016,1342.8407,60.2569,39.7431,2064,万达电影,0.6997,0.6707,45.1662,1043.1824,54.4312,45.5688,2128,万达电影,0.7304,0.6986,44.9913,2425.1578,55.9481,44.0519,2285,万达电影,0.6522,0.6275,37.0237,1349.0807,50.682,49.318,2271,万达电影,0.6615,0.6344,38.1427,1039.1434,50.45,49.55,2269,万达电影,0.5544,0.5355,31.4701,919.2342,50.596,49.404,2213,万达电影,0.599,0.5791,29.4146,913.1902,52.3151,47.6849
